step,train/loss,train/num_tasks,train/grad_solver_cagrad,train/cagrad_c,epoch,step_in_epoch,probe/is_eval,val/acc,val/loss,train/acc,train/loss_eval,gap/train_minus_val
1,0.6925048828125,3.0,1.0,0.6,1,1,0.0,,,,,
2,0.6929524739583334,3.0,1.0,0.6,1,2,0.0,,,,,
3,0.6990559895833334,3.0,1.0,0.6,1,3,0.0,,,,,
4,0.6814778645833334,3.0,1.0,0.6,1,4,0.0,,,,,
5,0.6776936848958334,3.0,1.0,0.6,1,5,0.0,,,,,
5,,,,,1,,1.0,0.6160076283075439,0.6561246181330943,0.6258736356126954,0.6524359916392362,0.009866007305151525
6,0.6587117513020834,3.0,1.0,0.6,2,1,0.0,,,,,
7,0.6636861165364584,3.0,1.0,0.6,2,2,0.0,,,,,
8,0.6976318359375,3.0,1.0,0.6,2,3,0.0,,,,,
9,0.67138671875,3.0,1.0,0.6,2,4,0.0,,,,,
10,0.65570068359375,3.0,1.0,0.6,2,5,0.0,,,,,
10,,,,,2,,1.0,0.6160076283075439,0.6450934331286172,0.6250632806479938,0.6405715363987022,0.009055652340449916
11,0.572509765625,3.0,1.0,0.6,3,1,0.0,,,,,
12,0.7952473958333334,3.0,1.0,0.6,3,2,0.0,,,,,
13,0.6872660319010416,3.0,1.0,0.6,3,3,0.0,,,,,
14,0.6712544759114584,3.0,1.0,0.6,3,4,0.0,,,,,
15,0.64520263671875,3.0,1.0,0.6,3,5,0.0,,,,,
15,,,,,3,,1.0,0.6409444611965559,0.6419648040115941,0.6385849524432464,0.6404494670903552,-0.0023595087533094805
16,0.6448771158854166,3.0,1.0,0.6,4,1,0.0,,,,,
17,0.6220296223958334,3.0,1.0,0.6,4,2,0.0,,,,,
18,0.6773783365885416,3.0,1.0,0.6,4,3,0.0,,,,,
19,0.5953572591145834,3.0,1.0,0.6,4,4,0.0,,,,,
20,0.7218831380208334,3.0,1.0,0.6,4,5,0.0,,,,,
20,,,,,4,,1.0,0.6217265825559098,0.643734634648145,0.6322250339843479,0.6394099859078142,0.010498451428438083
21,0.6348876953125,3.0,1.0,0.6,5,1,0.0,,,,,
22,0.6173502604166666,3.0,1.0,0.6,5,2,0.0,,,,,
23,0.5948282877604166,3.0,1.0,0.6,5,3,0.0,,,,,
24,0.6370035807291666,3.0,1.0,0.6,5,4,0.0,,,,,
25,0.559234619140625,3.0,1.0,0.6,5,5,0.0,,,,,
25,,,,,5,,1.0,0.6470858237253018,0.6074278667951242,0.6549643335014417,0.6001269776464807,0.007878509776139908
26,0.5754191080729166,3.0,1.0,0.6,6,1,0.0,,,,,
27,0.6063028971354166,3.0,1.0,0.6,6,2,0.0,,,,,
28,0.5642191569010416,3.0,1.0,0.6,6,3,0.0,,,,,
29,0.5976104736328125,3.0,1.0,0.6,6,4,0.0,,,,,
30,0.5275777180989584,3.0,1.0,0.6,6,5,0.0,,,,,
30,,,,,6,,1.0,0.6670035441631245,0.6445816485676794,0.6683310570433575,0.6264999698231412,0.0013275128802330283
31,0.6075846354166666,3.0,1.0,0.6,7,1,0.0,,,,,
32,0.63128662109375,3.0,1.0,0.6,7,2,0.0,,,,,
33,0.6175537109375,3.0,1.0,0.6,7,3,0.0,,,,,
34,0.7073313395182291,3.0,1.0,0.6,7,4,0.0,,,,,
35,0.6911214192708334,3.0,1.0,0.6,7,5,0.0,,,,,
35,,,,,7,,1.0,0.6099218638989691,0.653929062872716,0.6070399760893551,0.6543475580040785,-0.002881887809613959
36,0.64129638671875,3.0,1.0,0.6,8,1,0.0,,,,,
37,0.5957895914713541,3.0,1.0,0.6,8,2,0.0,,,,,
38,0.5827840169270834,3.0,1.0,0.6,8,3,0.0,,,,,
39,0.6789398193359375,3.0,1.0,0.6,8,4,0.0,,,,,
40,0.6089680989583334,3.0,1.0,0.6,8,5,0.0,,,,,
40,,,,,8,,1.0,0.6591245318259916,0.6052517704984061,0.6843639412200914,0.5915025702429263,0.025239409394099743
41,0.5632120768229166,3.0,1.0,0.6,9,1,0.0,,,,,
42,0.5529530843098959,3.0,1.0,0.6,9,2,0.0,,,,,
43,0.6254984537760416,3.0,1.0,0.6,9,3,0.0,,,,,
44,0.5856984456380209,3.0,1.0,0.6,9,4,0.0,,,,,
45,0.55389404296875,3.0,1.0,0.6,9,5,0.0,,,,,
45,,,,,9,,1.0,0.6741485006928091,0.5788545446734267,0.6996323642354098,0.5595381919949615,0.025483863542600682
46,0.556884765625,3.0,1.0,0.6,10,1,0.0,,,,,
47,0.5196329752604166,3.0,1.0,0.6,10,2,0.0,,,,,
48,0.5319163004557291,3.0,1.0,0.6,10,3,0.0,,,,,
49,0.5864410400390625,3.0,1.0,0.6,10,4,0.0,,,,,
50,0.5947774251302084,3.0,1.0,0.6,10,5,0.0,,,,,
50,,,,,10,,1.0,0.6754485623871821,0.5736071442159091,0.6970833781337921,0.5540615778576649,0.02163481574660997
