step,train/loss,train/gate0_triggered_blocks,train/gate0_considered_blocks,train/gate0_trigger_rate,train/pull_to_r_blocks,train/pull_to_R_blocks,train/pull_to_r_rate,train/pull_to_R_rate,train/alpha_pull_mean,train/single_vote_skipped_blocks,train/tau_N,train/tau_D,epoch,step_in_epoch,probe/is_eval,val/acc,val/loss,val/acc_r_only,val/loss_r_only,train/acc,train/loss_eval,gap/train_minus_val,train/acc_r_only,train/loss_r_only_eval,gap_r_only/train_minus_val_r_only
1,0.6824494451284409,13.0,74.0,0.17567567567567569,5.0,8.0,0.38461538461538464,0.6153846153846154,0.17627369588029249,0.0,0.6,0.0038053,1,1,0.0,,,,,,,,,,
2,0.7054372578859329,21.0,74.0,0.28378378378378377,6.0,15.0,0.2857142857142857,0.7142857142857143,0.17370917099850045,0.0,0.6,0.0038053,1,2,0.0,,,,,,,,,,
3,0.685822531580925,22.0,74.0,0.2972972972972973,10.0,12.0,0.45454545454545453,0.5454545454545454,0.17359136378761908,0.0,0.6,0.0038053,1,3,0.0,,,,,,,,,,
4,0.7005925625562668,25.0,74.0,0.33783783783783783,9.0,16.0,0.36,0.64,0.1743861009059958,0.0,0.6,0.0038053,1,4,0.0,,,,,,,,,,
5,0.6937584280967712,10.0,74.0,0.13513513513513514,1.0,9.0,0.1,0.9,0.1764352213890849,0.0,0.6,0.0038053,1,5,0.0,,,,,,,,,,
6,0.6947251111268997,14.0,74.0,0.1891891891891892,4.0,10.0,0.2857142857142857,0.7142857142857143,0.17411698796752353,0.0,0.6,0.0038053,1,6,0.0,,,,,,,,,,
7,0.6858689039945602,15.0,74.0,0.20270270270270271,5.0,10.0,0.3333333333333333,0.6666666666666666,0.17577049070854636,0.0,0.6,0.0038053,1,7,0.0,,,,,,,,,,
8,0.6882219016551971,17.0,74.0,0.22972972972972974,4.0,13.0,0.23529411764705882,0.7647058823529411,0.1756668694390388,0.0,0.6,0.0038053,1,8,0.0,,,,,,,,,,
9,0.6962414234876633,36.0,74.0,0.4864864864864865,8.0,28.0,0.2222222222222222,0.7777777777777778,0.17556526451623336,0.0,0.6,0.0038053,1,9,0.0,,,,,,,,,,
10,0.6895885765552521,18.0,74.0,0.24324324324324326,10.0,8.0,0.5555555555555556,0.4444444444444444,0.17028376424488495,0.0,0.6,0.0038053,1,10,0.0,,,,,,,,,,
