step,train/loss,train/num_tasks,train/gate0_triggered_blocks,train/gate0_considered_blocks,train/gate0_trigger_rate,train/pull_to_r_blocks,train/pull_to_R_blocks,train/pull_to_r_rate,train/pull_to_R_rate,train/alpha_pull_mean,train/alpha_pull_to_r_mean,train/alpha_pull_to_R_mean,train/single_vote_skipped_blocks,train/tau_N,train/tau_D,epoch,step_in_epoch,probe/is_eval,val/acc,val/loss,val/acc_r_only,val/loss_r_only,train/acc,train/loss_eval,gap/train_minus_val,train/acc_r_only,train/loss_r_only_eval,gap_r_only/train_minus_val_r_only
1,0.6871337927877902,3.0,44.0,74.0,0.5945945945945946,7.0,37.0,0.1590909090909091,0.8409090909090909,0.14973453823002386,0.14468038078198045,0.1506907301796537,0.0,0.6,0.0033914772,1,1,0.0,,,,,,,,,,
2,0.68754069134593,3.0,50.0,74.0,0.6756756756756757,7.0,43.0,0.14,0.86,0.14928597419748346,0.14390296267331365,0.1501622783990925,0.0,0.6,0.0033914772,1,2,0.0,,,,,,,,,,
3,0.668985995153586,3.0,31.0,74.0,0.4189189189189189,8.0,23.0,0.25806451612903225,0.7419354838709677,0.14940407927722976,0.14476308783125544,0.15101833717148175,0.0,0.6,0.0033914772,1,3,0.0,,,,,,,,,,
4,0.6750895294050375,3.0,43.0,74.0,0.581081081081081,2.0,41.0,0.046511627906976744,0.9534883720930233,0.14971067276173738,0.14549362498643809,0.14991638240931293,0.0,0.6,0.0033914772,1,4,0.0,,,,,,,,,,
5,0.6237589574108522,3.0,4.0,74.0,0.05405405405405406,0.0,4.0,0.0,1.0,0.1492632393917636,0.0,0.1492632393917636,0.0,0.6,0.0033914772,1,5,0.0,,,,,,,,,,
6,0.6503397629906734,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0033914772,1,6,0.0,,,,,,,,,,
7,0.7218221109360456,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0033914772,1,7,0.0,,,,,,,,,,
8,0.7071533178289732,3.0,28.0,74.0,0.3783783783783784,3.0,25.0,0.10714285714285714,0.8928571428571429,0.14950907250818513,0.14649436161581017,0.1498708378152701,0.0,0.6,0.0033914772,1,8,0.0,,,,,,,,,,
9,0.6867675818502902,3.0,19.0,74.0,0.25675675675675674,1.0,18.0,0.05263157894736842,0.9473684210526315,0.15030443581825476,0.1455712996970974,0.15056738782498572,0.0,0.6,0.0033914772,1,9,0.0,,,,,,,,,,
10,0.67702229693532,3.0,6.0,74.0,0.08108108108108109,0.0,6.0,0.0,1.0,0.15051291955069704,0.0,0.15051291955069704,0.0,0.6,0.0033914772,1,10,0.0,,,,,,,,,,
11,0.6707356721162797,3.0,6.0,74.0,0.08108108108108109,0.0,6.0,0.0,1.0,0.14963560686008404,0.0,0.14963560686008404,0.0,0.6,0.0033914772,1,11,0.0,,,,,,,,,,
12,0.6617635084937016,3.0,8.0,74.0,0.10810810810810811,1.0,7.0,0.125,0.875,0.14899915671934577,0.14259234249970126,0.1499144158935807,0.0,0.6,0.0033914772,1,12,0.0,,,,,,,,,,
13,0.6586100279043118,3.0,7.0,74.0,0.0945945945945946,0.0,7.0,0.0,1.0,0.1499807894477565,0.0,0.1499807894477565,0.0,0.6,0.0033914772,1,13,0.0,,,,,,,,,,
14,0.6206359888116518,3.0,3.0,74.0,0.04054054054054054,0.0,3.0,0.0,1.0,0.14985512708546916,0.0,0.14985512708546916,0.0,0.6,0.0033914772,1,14,0.0,,,,,,,,,,
15,0.6154251092423996,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0033914772,1,15,0.0,,,,,,,,,,
16,0.6247456946099798,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0033914772,1,16,0.0,,,,,,,,,,
17,0.59168497659266,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0033914772,1,17,0.0,,,,,,,,,,
18,0.6249796530852715,3.0,3.0,74.0,0.04054054054054054,1.0,2.0,0.3333333333333333,0.6666666666666666,0.1500281640480441,0.14699889577409644,0.15154279818501792,0.0,0.6,0.0033914772,1,18,0.0,,,,,,,,,,
19,0.6606750451028347,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0033914772,1,19,0.0,,,,,,,,,,
20,0.6474914532154797,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0033914772,1,20,0.0,,,,,,,,,,
