step,train/loss,train/gate0_triggered_blocks,train/tau_N,train/tau_D,val/acc,epoch,train/acc,gap/train_minus_val
1,0.815527617931366,0.0,0.6,0.0038053,,,,
2,0.5782136917114258,4.0,0.6,0.0038053,,,,
3,0.8750758767127991,0.0,0.6,0.0038053,,,,
4,0.7622965574264526,0.0,0.6,0.0038053,,,,
5,0.542797327041626,0.0,0.6,0.0038053,,,,
6,0.7137517929077148,0.0,0.6,0.0038053,,,,
7,0.6636322736740112,0.0,0.6,0.0038053,,,,
8,0.722609281539917,0.0,0.6,0.0038053,,,,
9,0.7908419370651245,0.0,0.6,0.0038053,,,,
10,0.7241663932800293,0.0,0.6,0.0038053,,,,
11,0.7475181818008423,0.0,0.6,0.0038053,,,,
12,0.781771183013916,0.0,0.6,0.0038053,,,,
13,0.6358140707015991,4.0,0.6,0.0038053,,,,
14,0.7991668581962585,10.0,0.6,0.0038053,,,,
15,0.7076041102409363,2.0,0.6,0.0038053,,,,
16,0.6869373321533203,13.0,0.6,0.0038053,,,,
17,0.7097909450531006,15.0,0.6,0.0038053,,,,
18,0.7018123865127563,23.0,0.6,0.0038053,,,,
19,0.7002041339874268,9.0,0.6,0.0038053,,,,
20,0.5850438475608826,11.0,0.6,0.0038053,,,,
21,0.7384752035140991,2.0,0.6,0.0038053,,,,
22,0.6811161041259766,2.0,0.6,0.0038053,,,,
23,0.6950516700744629,26.0,0.6,0.0038053,,,,
24,0.7909817695617676,27.0,0.6,0.0038053,,,,
25,0.7314907312393188,27.0,0.6,0.0038053,,,,
26,0.6573907136917114,12.0,0.6,0.0038053,,,,
27,0.7947818040847778,1.0,0.6,0.0038053,,,,
28,0.6398741006851196,1.0,0.6,0.0038053,,,,
29,0.6598799824714661,2.0,0.6,0.0038053,,,,
30,0.699292004108429,19.0,0.6,0.0038053,,,,
31,0.6994210481643677,23.0,0.6,0.0038053,,,,
32,0.7770700454711914,29.0,0.6,0.0038053,,,,
33,0.6976962089538574,31.0,0.6,0.0038053,,,,
34,0.7797779440879822,28.0,0.6,0.0038053,,,,
35,0.7336564064025879,30.0,0.6,0.0038053,,,,
36,0.7377188205718994,30.0,0.6,0.0038053,,,,
37,0.6976861357688904,27.0,0.6,0.0038053,,,,
38,0.7299292683601379,8.0,0.6,0.0038053,,,,
39,0.6902612447738647,28.0,0.6,0.0038053,,,,
40,0.6371122598648071,7.0,0.6,0.0038053,,,,
41,0.6104482412338257,3.0,0.6,0.0038053,,,,
42,0.6814556121826172,2.0,0.6,0.0038053,,,,
43,0.7102641463279724,2.0,0.6,0.0038053,,,,
44,0.6802511215209961,2.0,0.6,0.0038053,,,,
45,0.6783602237701416,2.0,0.6,0.0038053,,,,
46,0.6560739278793335,0.0,0.6,0.0038053,,,,
47,0.7490954399108887,0.0,0.6,0.0038053,,,,
48,0.673640251159668,0.0,0.6,0.0038053,,,,
49,0.8517487049102783,0.0,0.6,0.0038053,,,,
50,0.8610354065895081,0.0,0.6,0.0038053,,,,
51,0.6018502116203308,0.0,0.6,0.0038053,,,,
52,0.6378890872001648,2.0,0.6,0.0038053,,,,
53,0.6541470289230347,0.0,0.6,0.0038053,,,,
54,0.508251428604126,0.0,0.6,0.0038053,,,,
55,0.5732895135879517,0.0,0.6,0.0038053,,,,
56,0.5696535706520081,3.0,0.6,0.0038053,,,,
57,0.6560080051422119,2.0,0.6,0.0038053,,,,
58,0.6362195014953613,0.0,0.6,0.0038053,,,,
59,0.7855004668235779,2.0,0.6,0.0038053,,,,
60,0.49381452798843384,0.0,0.6,0.0038053,,,,
61,0.719605565071106,0.0,0.6,0.0038053,,,,
62,0.5406684875488281,0.0,0.6,0.0038053,,,,
63,0.6020404100418091,2.0,0.6,0.0038053,,,,
64,0.7300963401794434,4.0,0.6,0.0038053,,,,
65,0.6886396408081055,4.0,0.6,0.0038053,,,,
66,0.6401799321174622,5.0,0.6,0.0038053,,,,
67,0.6776432991027832,7.0,0.6,0.0038053,,,,
68,0.9350146055221558,4.0,0.6,0.0038053,,,,
69,0.8943361639976501,5.0,0.6,0.0038053,,,,
70,0.7949877381324768,4.0,0.6,0.0038053,,,,
71,0.8085964322090149,4.0,0.6,0.0038053,,,,
72,0.5464114546775818,5.0,0.6,0.0038053,,,,
73,0.5482124090194702,3.0,0.6,0.0038053,,,,
74,0.6859826445579529,4.0,0.6,0.0038053,,,,
75,0.7769918441772461,4.0,0.6,0.0038053,,,,
76,0.6379635334014893,3.0,0.6,0.0038053,,,,
77,0.5360708236694336,5.0,0.6,0.0038053,,,,
78,0.7457199096679688,4.0,0.6,0.0038053,,,,
78,,,,,0.6570397111913358,1,0.7281124497991968,0.07107273860786101
79,0.6766867637634277,3.0,0.6,0.0038053,,,,
80,0.6536178588867188,3.0,0.6,0.0038053,,,,
81,0.7408663630485535,3.0,0.6,0.0038053,,,,
82,0.664763331413269,3.0,0.6,0.0038053,,,,
83,0.5429034233093262,3.0,0.6,0.0038053,,,,
84,0.693234920501709,0.0,0.6,0.0038053,,,,
85,0.3167339563369751,3.0,0.6,0.0038053,,,,
86,0.9745957255363464,3.0,0.6,0.0038053,,,,
87,0.7397135496139526,3.0,0.6,0.0038053,,,,
88,0.4135555028915405,3.0,0.6,0.0038053,,,,
89,0.7269765138626099,3.0,0.6,0.0038053,,,,
90,0.6499298810958862,2.0,0.6,0.0038053,,,,
91,0.5825470685958862,2.0,0.6,0.0038053,,,,
92,0.5818448662757874,3.0,0.6,0.0038053,,,,
93,0.5989137291908264,3.0,0.6,0.0038053,,,,
94,0.6391137838363647,3.0,0.6,0.0038053,,,,
95,0.3240784704685211,3.0,0.6,0.0038053,,,,
96,0.6778988838195801,3.0,0.6,0.0038053,,,,
97,0.6730793714523315,3.0,0.6,0.0038053,,,,
98,0.32070162892341614,3.0,0.6,0.0038053,,,,
99,0.3915591239929199,3.0,0.6,0.0038053,,,,
100,0.47221648693084717,3.0,0.6,0.0038053,,,,
101,0.2437133491039276,3.0,0.6,0.0038053,,,,
102,0.8256175518035889,2.0,0.6,0.0038053,,,,
103,0.7953536510467529,2.0,0.6,0.0038053,,,,
104,0.5212613344192505,2.0,0.6,0.0038053,,,,
105,0.5056760311126709,2.0,0.6,0.0038053,,,,
106,0.6455453634262085,2.0,0.6,0.0038053,,,,
107,0.3735542595386505,3.0,0.6,0.0038053,,,,
108,0.6867974996566772,2.0,0.6,0.0038053,,,,
109,0.6639703512191772,3.0,0.6,0.0038053,,,,
110,0.5266616344451904,4.0,0.6,0.0038053,,,,
111,0.8456953167915344,4.0,0.6,0.0038053,,,,
112,0.6771274209022522,4.0,0.6,0.0038053,,,,
113,0.3773251175880432,3.0,0.6,0.0038053,,,,
114,0.6487159729003906,3.0,0.6,0.0038053,,,,
115,0.4723551273345947,2.0,0.6,0.0038053,,,,
116,0.719313383102417,3.0,0.6,0.0038053,,,,
117,0.6304699182510376,3.0,0.6,0.0038053,,,,
118,0.6820834279060364,3.0,0.6,0.0038053,,,,
119,0.5674427151679993,4.0,0.6,0.0038053,,,,
120,0.3765152394771576,3.0,0.6,0.0038053,,,,
121,0.5293670296669006,2.0,0.6,0.0038053,,,,
122,0.6868482828140259,2.0,0.6,0.0038053,,,,
123,0.4076121151447296,2.0,0.6,0.0038053,,,,
124,0.4625936448574066,4.0,0.6,0.0038053,,,,
125,0.6246367692947388,5.0,0.6,0.0038053,,,,
126,0.725774884223938,2.0,0.6,0.0038053,,,,
127,0.840286135673523,3.0,0.6,0.0038053,,,,
128,0.6008750796318054,5.0,0.6,0.0038053,,,,
129,0.4983615279197693,3.0,0.6,0.0038053,,,,
130,0.335451602935791,3.0,0.6,0.0038053,,,,
131,0.629898726940155,5.0,0.6,0.0038053,,,,
132,0.9034661054611206,2.0,0.6,0.0038053,,,,
133,0.39755773544311523,5.0,0.6,0.0038053,,,,
134,0.4393790662288666,4.0,0.6,0.0038053,,,,
135,0.8032939434051514,2.0,0.6,0.0038053,,,,
136,0.6263455152511597,5.0,0.6,0.0038053,,,,
137,0.39239001274108887,3.0,0.6,0.0038053,,,,
138,0.6158263683319092,3.0,0.6,0.0038053,,,,
139,0.5245773792266846,2.0,0.6,0.0038053,,,,
140,0.5820501446723938,3.0,0.6,0.0038053,,,,
141,0.394905149936676,3.0,0.6,0.0038053,,,,
142,0.5858045816421509,3.0,0.6,0.0038053,,,,
143,0.4921368658542633,3.0,0.6,0.0038053,,,,
144,0.7413986921310425,4.0,0.6,0.0038053,,,,
145,0.5681574940681458,3.0,0.6,0.0038053,,,,
146,0.7124649286270142,2.0,0.6,0.0038053,,,,
