step,train/loss,train/num_tasks,train/grad_solver_cagrad,train/cagrad_c,epoch,step_in_epoch,probe/is_eval,val/acc,val/loss,train/acc,train/loss_eval,gap/train_minus_val
1,0.6880696614583334,3.0,1.0,0.6,1,1,0.0,,,,,
2,0.6761474609375,3.0,1.0,0.6,1,2,0.0,,,,,
3,0.6857503255208334,3.0,1.0,0.6,1,3,0.0,,,,,
4,0.65472412109375,3.0,1.0,0.6,1,4,0.0,,,,,
5,0.6773885091145834,3.0,1.0,0.6,1,5,0.0,,,,,
5,,,,,1,,1.0,0.6160076283075439,0.6579284908795597,0.6255946194222363,0.6526173570185785,0.009586991114692411
6,0.6285298665364584,3.0,1.0,0.6,2,1,0.0,,,,,
7,0.6610819498697916,3.0,1.0,0.6,2,2,0.0,,,,,
8,0.6224263509114584,3.0,1.0,0.6,2,3,0.0,,,,,
9,0.6190999348958334,3.0,1.0,0.6,2,4,0.0,,,,,
10,0.6261088053385416,3.0,1.0,0.6,2,5,0.0,,,,,
10,,,,,2,,1.0,0.5075683121357476,0.7128659474883664,0.504090828556751,0.7148450612612657,-0.0034774835789965763
11,0.7277323404947916,3.0,1.0,0.6,3,1,0.0,,,,,
12,0.6470133463541666,3.0,1.0,0.6,3,2,0.0,,,,,
13,0.6642913818359375,3.0,1.0,0.6,3,3,0.0,,,,,
14,0.6583048502604166,3.0,1.0,0.6,3,4,0.0,,,,,
15,0.6304524739583334,3.0,1.0,0.6,3,5,0.0,,,,,
15,,,,,3,,1.0,0.6160076283075439,0.6199107044442767,0.625966343228688,0.6247829087996682,0.009958714921144196
16,0.6339874267578125,3.0,1.0,0.6,4,1,0.0,,,,,
17,0.7606150309244791,3.0,1.0,0.6,4,2,0.0,,,,,
18,0.7570699055989584,3.0,1.0,0.6,4,3,0.0,,,,,
19,0.6438344319661459,3.0,1.0,0.6,4,4,0.0,,,,,
20,0.6494038899739584,3.0,1.0,0.6,4,5,0.0,,,,,
20,,,,,4,,1.0,0.6160076283075439,0.6428327328088647,0.6260612775341486,0.6433533990688088,0.010053649226604788
21,0.6454366048177084,3.0,1.0,0.6,5,1,0.0,,,,,
22,0.6166330973307291,3.0,1.0,0.6,5,2,0.0,,,,,
23,0.6004994710286459,3.0,1.0,0.6,5,3,0.0,,,,,
24,0.6093953450520834,3.0,1.0,0.6,5,4,0.0,,,,,
25,0.6947021484375,3.0,1.0,0.6,5,5,0.0,,,,,
25,,,,,5,,1.0,0.6160076283075439,0.6455660561180214,0.6260882778106315,0.6430554441562545,0.010080649503087624
26,0.6982014973958334,3.0,1.0,0.6,6,1,0.0,,,,,
27,0.6322835286458334,3.0,1.0,0.6,6,2,0.0,,,,,
28,0.63360595703125,3.0,1.0,0.6,6,3,0.0,,,,,
29,0.6167093912760416,3.0,1.0,0.6,6,4,0.0,,,,,
30,0.6053873697916666,3.0,1.0,0.6,6,5,0.0,,,,,
30,,,,,6,,1.0,0.6160076283075439,0.621022500574388,0.6252424691495507,0.6217691906924018,0.009234840842006875
31,0.5944900512695312,3.0,1.0,0.6,7,1,0.0,,,,,
32,0.5969696044921875,3.0,1.0,0.6,7,2,0.0,,,,,
33,0.6653836568196615,3.0,1.0,0.6,7,3,0.0,,,,,
34,0.5667673746744791,3.0,1.0,0.6,7,4,0.0,,,,,
35,0.57818603515625,3.0,1.0,0.6,7,5,0.0,,,,,
35,,,,,7,,1.0,0.6197062196574411,0.5899570058569085,0.6323202749596156,0.5861406311801762,0.01261405530217452
36,0.5364672342936198,3.0,1.0,0.6,8,1,0.0,,,,,
37,0.6279271443684896,3.0,1.0,0.6,8,2,0.0,,,,,
38,0.5740623474121094,3.0,1.0,0.6,8,3,0.0,,,,,
39,0.5613428751627604,3.0,1.0,0.6,8,4,0.0,,,,,
40,0.5178298950195312,3.0,1.0,0.6,8,5,0.0,,,,,
40,,,,,8,,1.0,0.6441673480059208,0.5712339078722394,0.6545320090744396,0.5671981455858047,0.010364661068518854
41,0.5436147054036459,3.0,1.0,0.6,9,1,0.0,,,,,
42,0.6290181477864584,3.0,1.0,0.6,9,2,0.0,,,,,
43,0.5040308634440104,3.0,1.0,0.6,9,3,0.0,,,,,
44,0.6603800455729166,3.0,1.0,0.6,9,4,0.0,,,,,
45,0.6058273315429688,3.0,1.0,0.6,9,5,0.0,,,,,
45,,,,,9,,1.0,0.6528264759735697,0.6475841757185069,0.6582533938480863,0.6268778685555332,0.005426917874516657
46,0.5910669962565104,3.0,1.0,0.6,10,1,0.0,,,,,
47,0.7015914916992188,3.0,1.0,0.6,10,2,0.0,,,,,
48,0.6118342081705729,3.0,1.0,0.6,10,3,0.0,,,,,
49,0.6234919230143229,3.0,1.0,0.6,10,4,0.0,,,,,
50,0.5428721110026041,3.0,1.0,0.6,10,5,0.0,,,,,
50,,,,,10,,1.0,0.6466851134448238,0.6154645753860843,0.6606290315079494,0.5911493915882426,0.01394391806312556
