step,epoch,step_in_epoch,probe/is_eval,sys/effective_batch_size,sys/device_batch_size,train/loss,sys/time_per_step_ms,sys/peak_memory_mb,val/acc,val/loss,train/acc,train/loss_eval,gap/train_minus_val
1,1,1,0.0,32.0,32.0,0.6953125,334.45417700568214,2059.51123046875,,,,,
2,1,2,0.0,32.0,32.0,0.706298828125,34.925022977404296,2503.7490234375,,,,,
3,1,3,0.0,32.0,32.0,0.6922607421875,41.18339699925855,2806.24951171875,,,,,
4,1,4,0.0,32.0,32.0,0.679443359375,35.6471260311082,2467.07958984375,,,,,
5,1,5,0.0,32.0,32.0,0.6993408203125,40.94484803499654,2761.40234375,,,,,
6,1,6,0.0,32.0,32.0,0.6968994140625,38.95540698431432,2664.58740234375,,,,,
7,1,7,0.0,32.0,32.0,0.689453125,36.870369978714734,2690.9091796875,,,,,
8,1,8,0.0,32.0,32.0,0.6920166015625,36.000137974042445,2559.78759765625,,,,,
9,1,9,0.0,32.0,32.0,0.699462890625,36.099444958381355,2358.748046875,,,,,
10,1,10,0.0,32.0,32.0,0.6842041015625,37.44553797878325,2672.98583984375,,,,,
11,1,11,0.0,32.0,32.0,0.6827392578125,35.575398011133075,2518.4384765625,,,,,
12,1,12,0.0,32.0,32.0,0.697998046875,35.21185502177104,2467.07958984375,,,,,
13,1,13,0.0,32.0,32.0,0.693359375,39.533179020509124,2744.69970703125,,,,,
14,1,14,0.0,32.0,32.0,0.69287109375,36.72026196727529,2358.748046875,,,,,
15,1,15,0.0,32.0,32.0,0.6866455078125,41.212465963326395,2800.37646484375,,,,,
16,1,16,0.0,32.0,32.0,0.684814453125,34.60719098802656,2413.76171875,,,,,
17,1,17,0.0,32.0,32.0,0.6995849609375,37.378934037406,2672.98583984375,,,,,
18,1,18,0.0,32.0,32.0,0.68994140625,34.98969704378396,2467.07958984375,,,,,
19,1,19,0.0,32.0,32.0,0.6993408203125,43.78690698649734,2800.37646484375,,,,,
20,1,20,0.0,32.0,32.0,0.68670654296875,46.88657895894721,2591.34375,,,,,
21,1,21,0.0,32.0,32.0,0.6834716796875,49.94377901311964,2591.34375,,,,,
22,1,22,0.0,32.0,32.0,0.6751708984375,42.57021698867902,2277.318359375,,,,,
23,1,23,0.0,32.0,32.0,0.64569091796875,48.88566303998232,2591.34375,,,,,
24,1,24,0.0,32.0,32.0,0.64044189453125,50.879396963864565,2672.98583984375,,,,,
25,1,25,0.0,32.0,32.0,0.62139892578125,61.176828981842846,2979.1982421875,,,,,
26,1,26,0.0,32.0,32.0,0.63787841796875,46.71162599697709,2663.32177734375,,,,,
27,1,27,0.0,32.0,32.0,0.589202880859375,37.75263304123655,2400.53173828125,,,,,
28,1,28,0.0,32.0,32.0,0.5775146484375,42.47128602582961,2705.02783203125,,,,,
29,1,29,0.0,32.0,32.0,0.585205078125,45.69366096984595,2830.3427734375,,,,,
30,1,30,0.0,32.0,32.0,0.733001708984375,39.72473798785359,2691.4482421875,,,,,
31,1,31,0.0,32.0,32.0,0.74273681640625,40.62552296090871,2745.44970703125,,,,,
32,1,32,0.0,32.0,32.0,0.468414306640625,35.92674602987245,2413.76171875,,,,,
33,1,33,0.0,32.0,32.0,0.484832763671875,36.31836600834504,2559.78759765625,,,,,
34,1,34,0.0,32.0,32.0,0.5630340576171875,45.1895390287973,2876.98876953125,,,,,
35,1,35,0.0,32.0,32.0,0.33995819091796875,36.844448011834174,2580.8203125,,,,,
36,1,36,0.0,32.0,32.0,0.4732170104980469,35.88083799695596,2559.78759765625,,,,,
37,1,37,0.0,32.0,32.0,0.4174613952636719,36.42498096451163,2559.78759765625,,,,,
38,1,38,0.0,32.0,32.0,0.4824676513671875,41.44117695977911,2358.748046875,,,,,
39,1,39,0.0,32.0,32.0,0.330780029296875,40.86476203519851,2800.07958984375,,,,,
40,1,40,0.0,32.0,32.0,0.3094940185546875,35.9445940121077,2358.748046875,,,,,
41,1,41,0.0,32.0,32.0,0.49078369140625,41.16325604263693,2693.0888671875,,,,,
42,1,42,0.0,32.0,32.0,0.39495849609375,39.62207003496587,2559.78759765625,,,,,
43,1,43,0.0,32.0,32.0,0.5002670288085938,42.44623001432046,2591.34375,,,,,
44,1,44,0.0,32.0,32.0,0.38439178466796875,41.16535501088947,2485.58154296875,,,,,
45,1,45,0.0,32.0,32.0,0.3974761962890625,43.79088897258043,2379.24169921875,,,,,
46,1,46,0.0,32.0,32.0,0.43791961669921875,44.19812501873821,2506.0302734375,,,,,
47,1,47,0.0,32.0,32.0,0.28462982177734375,59.06331801088527,2980.0576171875,,,,,
48,1,48,0.0,32.0,32.0,0.3434715270996094,44.350126991048455,2345.5849609375,,,,,
49,1,49,0.0,32.0,32.0,0.3859596252441406,43.59947901684791,2580.8203125,,,,,
50,1,50,0.0,32.0,32.0,0.45626068115234375,43.32462599268183,2672.23583984375,,,,,
51,1,51,0.0,32.0,32.0,0.3782081604003906,50.44401600025594,2880.01806640625,,,,,
52,1,52,0.0,32.0,32.0,0.3654460906982422,36.09418298583478,2400.53173828125,,,,,
53,1,53,0.0,32.0,32.0,0.7712173461914062,36.547711002640426,2442.669921875,,,,,
54,1,54,0.0,32.0,32.0,0.43256092071533203,36.882775952108204,2545.39501953125,,,,,
55,1,55,0.0,32.0,32.0,0.3477306365966797,43.22182200849056,2761.26171875,,,,,
