step,train/loss,train/gate0_triggered_blocks,train/tau_N,train/tau_D,val/acc,epoch,train/acc,gap/train_minus_val
1,0.7379840016365051,3.0,0.6,0.0038053,,,,
2,0.8064712882041931,22.0,0.6,0.0038053,,,,
3,0.7635741829872131,15.0,0.6,0.0038053,,,,
4,0.7133315801620483,0.0,0.6,0.0038053,,,,
5,0.7021434903144836,25.0,0.6,0.0038053,,,,
6,0.77385014295578,13.0,0.6,0.0038053,,,,
7,0.6405844688415527,10.0,0.6,0.0038053,,,,
8,0.7572380304336548,15.0,0.6,0.0038053,,,,
9,0.5615861415863037,18.0,0.6,0.0038053,,,,
10,0.6611455678939819,22.0,0.6,0.0038053,,,,
11,0.6813072562217712,0.0,0.6,0.0038053,,,,
12,0.729204535484314,2.0,0.6,0.0038053,,,,
13,0.7483651638031006,10.0,0.6,0.0038053,,,,
14,0.6370140314102173,11.0,0.6,0.0038053,,,,
15,0.6503934860229492,4.0,0.6,0.0038053,,,,
16,0.6669365167617798,1.0,0.6,0.0038053,,,,
17,0.641700804233551,2.0,0.6,0.0038053,,,,
18,0.6732428073883057,0.0,0.6,0.0038053,,,,
19,0.6736797094345093,0.0,0.6,0.0038053,,,,
20,0.7953440546989441,0.0,0.6,0.0038053,,,,
21,0.7030032873153687,0.0,0.6,0.0038053,,,,
22,0.6628971695899963,0.0,0.6,0.0038053,,,,
23,0.7479609251022339,0.0,0.6,0.0038053,,,,
24,0.6622178554534912,0.0,0.6,0.0038053,,,,
25,0.6301229000091553,0.0,0.6,0.0038053,,,,
26,0.7543549537658691,0.0,0.6,0.0038053,,,,
27,0.6732211709022522,0.0,0.6,0.0038053,,,,
28,0.5965584516525269,0.0,0.6,0.0038053,,,,
29,0.6327251195907593,0.0,0.6,0.0038053,,,,
30,0.7485159635543823,0.0,0.6,0.0038053,,,,
31,0.6059179306030273,0.0,0.6,0.0038053,,,,
32,0.5613003969192505,0.0,0.6,0.0038053,,,,
33,0.8701955080032349,0.0,0.6,0.0038053,,,,
34,0.7036077976226807,0.0,0.6,0.0038053,,,,
35,0.7134479284286499,0.0,0.6,0.0038053,,,,
36,0.6728145480155945,0.0,0.6,0.0038053,,,,
37,0.6749036908149719,0.0,0.6,0.0038053,,,,
38,0.6434214115142822,0.0,0.6,0.0038053,,,,
39,0.6881592273712158,0.0,0.6,0.0038053,,,,
40,0.6643143892288208,0.0,0.6,0.0038053,,,,
41,0.7179460525512695,0.0,0.6,0.0038053,,,,
42,0.7039852142333984,0.0,0.6,0.0038053,,,,
43,0.7838472127914429,0.0,0.6,0.0038053,,,,
44,0.6463180780410767,0.0,0.6,0.0038053,,,,
45,0.7094703912734985,0.0,0.6,0.0038053,,,,
46,0.6918964385986328,0.0,0.6,0.0038053,,,,
47,0.7517109513282776,0.0,0.6,0.0038053,,,,
48,0.6592074632644653,0.0,0.6,0.0038053,,,,
49,0.6344003677368164,0.0,0.6,0.0038053,,,,
50,0.724227786064148,0.0,0.6,0.0038053,,,,
51,0.6311172246932983,0.0,0.6,0.0038053,,,,
52,0.7613428235054016,0.0,0.6,0.0038053,,,,
53,0.7120282649993896,0.0,0.6,0.0038053,,,,
54,0.7680672407150269,0.0,0.6,0.0038053,,,,
55,0.6047326326370239,0.0,0.6,0.0038053,,,,
56,0.5800126194953918,0.0,0.6,0.0038053,,,,
57,0.7227802276611328,0.0,0.6,0.0038053,,,,
58,0.6541978120803833,0.0,0.6,0.0038053,,,,
59,0.5960724949836731,0.0,0.6,0.0038053,,,,
60,0.7367627620697021,0.0,0.6,0.0038053,,,,
61,0.6686765551567078,0.0,0.6,0.0038053,,,,
62,0.7532181739807129,0.0,0.6,0.0038053,,,,
63,0.6285350322723389,0.0,0.6,0.0038053,,,,
64,0.6253772974014282,0.0,0.6,0.0038053,,,,
65,0.620486855506897,0.0,0.6,0.0038053,,,,
66,0.5944756269454956,0.0,0.6,0.0038053,,,,
67,0.6746958494186401,0.0,0.6,0.0038053,,,,
68,0.6384100914001465,0.0,0.6,0.0038053,,,,
69,0.5759953856468201,0.0,0.6,0.0038053,,,,
70,0.6708413362503052,0.0,0.6,0.0038053,,,,
71,0.6271443963050842,0.0,0.6,0.0038053,,,,
72,0.6739300489425659,0.0,0.6,0.0038053,,,,
73,0.8341882228851318,0.0,0.6,0.0038053,,,,
74,0.6968669891357422,0.0,0.6,0.0038053,,,,
75,0.5647399425506592,0.0,0.6,0.0038053,,,,
76,0.6599054336547852,0.0,0.6,0.0038053,,,,
77,0.5035343170166016,0.0,0.6,0.0038053,,,,
78,0.456656277179718,0.0,0.6,0.0038053,,,,
78,,,,,0.6534296028880866,1,0.7481927710843373,0.09476316819625075
79,0.5258046984672546,0.0,0.6,0.0038053,,,,
80,0.5693255662918091,0.0,0.6,0.0038053,,,,
81,0.5295518636703491,0.0,0.6,0.0038053,,,,
82,0.5577905178070068,0.0,0.6,0.0038053,,,,
83,0.6001838445663452,0.0,0.6,0.0038053,,,,
84,0.6124043464660645,0.0,0.6,0.0038053,,,,
85,0.7248693108558655,0.0,0.6,0.0038053,,,,
86,0.4301280975341797,0.0,0.6,0.0038053,,,,
87,0.5488662123680115,0.0,0.6,0.0038053,,,,
88,0.5737961530685425,0.0,0.6,0.0038053,,,,
89,0.576261579990387,0.0,0.6,0.0038053,,,,
90,0.49471747875213623,0.0,0.6,0.0038053,,,,
91,0.42099106311798096,0.0,0.6,0.0038053,,,,
92,0.5445942878723145,0.0,0.6,0.0038053,,,,
93,0.3905913829803467,0.0,0.6,0.0038053,,,,
94,0.4527019262313843,0.0,0.6,0.0038053,,,,
95,0.4394260048866272,0.0,0.6,0.0038053,,,,
96,0.48240065574645996,0.0,0.6,0.0038053,,,,
97,0.4079781174659729,0.0,0.6,0.0038053,,,,
98,0.5960866808891296,0.0,0.6,0.0038053,,,,
99,0.4655553996562958,0.0,0.6,0.0038053,,,,
100,0.6636477112770081,0.0,0.6,0.0038053,,,,
101,0.3722977638244629,0.0,0.6,0.0038053,,,,
102,0.39454713463783264,0.0,0.6,0.0038053,,,,
103,0.5386080741882324,0.0,0.6,0.0038053,,,,
104,0.483625590801239,0.0,0.6,0.0038053,,,,
105,0.46206405758857727,0.0,0.6,0.0038053,,,,
106,0.33235815167427063,0.0,0.6,0.0038053,,,,
107,0.5422725677490234,0.0,0.6,0.0038053,,,,
108,0.8313202261924744,0.0,0.6,0.0038053,,,,
109,0.6128029227256775,0.0,0.6,0.0038053,,,,
110,0.7272458672523499,0.0,0.6,0.0038053,,,,
111,0.2627298831939697,0.0,0.6,0.0038053,,,,
112,0.48606646060943604,0.0,0.6,0.0038053,,,,
113,0.4185978174209595,0.0,0.6,0.0038053,,,,
114,0.5549932718276978,0.0,0.6,0.0038053,,,,
115,0.5988228917121887,0.0,0.6,0.0038053,,,,
116,0.9289625883102417,0.0,0.6,0.0038053,,,,
