step,train/loss,train/num_tasks,train/gate0_triggered_blocks,train/gate0_considered_blocks,train/gate0_trigger_rate,train/pull_to_r_blocks,train/pull_to_R_blocks,train/pull_to_r_rate,train/pull_to_R_rate,train/alpha_pull_mean,train/single_vote_skipped_blocks,train/tau_N,train/tau_D,epoch,step_in_epoch,probe/is_eval,val/acc,val/loss,val/acc_r_only,val/loss_r_only,train/acc,train/loss_eval,gap/train_minus_val,train/acc_r_only,train/loss_r_only_eval,gap_r_only/train_minus_val_r_only
1,0.679663489262263,3.0,38.0,74.0,0.5135135135135135,0.0,38.0,0.0,1.0,0.17655373439907351,0.0,0.6,0.0038053,1,1,0.0,,,,,,,,,,
2,0.6810313115517297,3.0,46.0,74.0,0.6216216216216216,1.0,45.0,0.021739130434782608,0.9782608695652174,0.1756227607788227,0.0,0.6,0.0038053,1,2,0.0,,,,,,,,,,
3,0.683569774031639,3.0,49.0,74.0,0.6621621621621622,0.0,49.0,0.0,1.0,0.175137225416522,0.0,0.6,0.0038053,1,3,0.0,,,,,,,,,,
4,0.6642294476429621,3.0,42.0,74.0,0.5675675675675675,0.0,42.0,0.0,1.0,0.17418759954273758,0.0,0.6,0.0038053,1,4,0.0,,,,,,,,,,
5,0.6719230264425277,3.0,45.0,74.0,0.6081081081081081,0.0,45.0,0.0,1.0,0.1751522542150979,0.0,0.6,0.0038053,1,5,0.0,,,,,,,,,,
5,,,,,,,,,,,,,,1,,1.0,0.6160076283075439,0.6657443429577138,0.6160076283075439,0.6655018096049193,0.6257299008075176,0.6603375764989139,0.009722272499973705,0.6261393049998165,0.6600218020036337,0.010131676692272662
6,0.6669372369845709,3.0,39.0,74.0,0.527027027027027,0.0,39.0,0.0,1.0,0.17484852466454173,0.0,0.6,0.0038053,2,1,0.0,,,,,,,,,,
7,0.6849046771725018,3.0,15.0,74.0,0.20270270270270271,0.0,15.0,0.0,1.0,0.17525380976587,0.0,0.6,0.0038053,2,2,0.0,,,,,,,,,,
8,0.6372296487291653,3.0,24.0,74.0,0.32432432432432434,0.0,24.0,0.0,1.0,0.17528566853635322,0.0,0.6,0.0038053,2,3,0.0,,,,,,,,,,
9,0.6285091613729794,3.0,23.0,74.0,0.3108108108108108,0.0,23.0,0.0,1.0,0.1747109485152781,0.0,0.6,0.0038053,2,4,0.0,,,,,,,,,,
10,0.5894031524658203,3.0,15.0,74.0,0.20270270270270271,0.0,15.0,0.0,1.0,0.17548233993592485,0.0,0.6,0.0038053,2,5,0.0,,,,,,,,,,
10,,,,,,,,,,,,,,2,,1.0,0.6160076283075439,0.6555499412858464,0.6160076283075439,0.6551737891241418,0.6257347941909591,0.6492205391101377,0.009727165883415267,0.6252070154531716,0.6493344501804567,0.009199387145627735
11,0.6111188580592473,3.0,10.0,74.0,0.13513513513513514,0.0,10.0,0.0,1.0,0.1746368169182745,0.0,0.6,0.0038053,3,1,0.0,,,,,,,,,,
12,0.6990470786889393,3.0,1.0,74.0,0.013513513513513514,0.0,1.0,0.0,1.0,0.17855643036719154,0.0,0.6,0.0038053,3,2,0.0,,,,,,,,,,
13,0.629507819811503,3.0,4.0,74.0,0.05405405405405406,0.0,4.0,0.0,1.0,0.1751741596195322,0.0,0.6,0.0038053,3,3,0.0,,,,,,,,,,
14,0.6658253396550814,3.0,2.0,74.0,0.02702702702702703,0.0,2.0,0.0,1.0,0.17439998578966934,0.0,0.6,0.0038053,3,4,0.0,,,,,,,,,,
15,0.596983144680659,3.0,3.0,74.0,0.04054054054054054,0.0,3.0,0.0,1.0,0.1747541035720491,0.0,0.6,0.0038053,3,5,0.0,,,,,,,,,,
15,,,,,,,,,,,,,,3,,1.0,0.6160076283075439,0.6403482246124136,0.6160076283075439,0.6400016029861053,0.625250922569447,0.6348358050117037,0.009243294261903179,0.6259273294958541,0.6342330180061874,0.009919701188310204
16,0.6441187312205633,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,4,1,0.0,,,,,,,,,,
17,0.6613157788912455,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,4,2,0.0,,,,,,,,,,
18,0.6350442667802175,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,4,3,0.0,,,,,,,,,,
19,0.6711917469898859,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,4,4,0.0,,,,,,,,,,
20,0.6559327244758605,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,4,5,0.0,,,,,,,,,,
20,,,,,,,,,,,,,,4,,1.0,0.6160076283075439,0.621759056188195,0.6160076283075439,0.6217890868098029,0.6256824336547873,0.6189371758511494,0.00967480534724341,0.6260040236145351,0.6188179907391939,0.009996395306991257
21,0.609949419895808,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,5,1,0.0,,,,,,,,,,
22,0.623526394367218,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,5,2,0.0,,,,,,,,,,
23,0.6268846616148949,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,5,3,0.0,,,,,,,,,,
