step,train/loss,train/num_tasks,train/grad_solver_cagrad,train/cagrad_c,epoch,step_in_epoch,probe/is_eval,val/acc,val/loss,train/acc,train/loss_eval,gap/train_minus_val
1,0.6903889973958334,3.0,0.0,0.0,1,1,0.0,,,,,
1,,,,,1,,1.0,0.5083049732365813,0.6927131371581144,0.5141962180376983,0.6923747443458482,0.005891244801117024
2,0.6966552734375,3.0,0.0,0.0,1,2,0.0,,,,,
3,0.7411092122395834,3.0,0.0,0.0,1,3,0.0,,,,,
4,1.0049082438151042,3.0,0.0,0.0,1,4,0.0,,,,,
5,0.7078857421875,3.0,0.0,0.0,1,5,0.0,,,,,
6,0.8131103515625,3.0,0.0,0.0,1,6,0.0,,,,,
7,0.6883951822916666,3.0,0.0,0.0,1,7,0.0,,,,,
8,0.6943766276041666,3.0,0.0,0.0,1,8,0.0,,,,,
9,0.7913411458333334,3.0,0.0,0.0,1,9,0.0,,,,,
10,0.81640625,3.0,0.0,0.0,1,10,0.0,,,,,
10,,,,,1,,1.0,0.5083049732365813,0.6931403249854439,0.5135225595721534,0.6931362499676516,0.005217586335572122
11,0.692138671875,3.0,0.0,0.0,2,1,0.0,,,,,
12,0.7305908203125,3.0,0.0,0.0,2,2,0.0,,,,,
13,0.7148640950520834,3.0,0.0,0.0,2,3,0.0,,,,,
14,0.6923828125,3.0,0.0,0.0,2,4,0.0,,,,,
15,0.690673828125,3.0,0.0,0.0,2,5,0.0,,,,,
16,0.68505859375,3.0,0.0,0.0,2,6,0.0,,,,,
17,0.7265625,3.0,0.0,0.0,2,7,0.0,,,,,
18,0.6929931640625,3.0,0.0,0.0,2,8,0.0,,,,,
19,0.69677734375,3.0,0.0,0.0,2,9,0.0,,,,,
20,0.693603515625,3.0,0.0,0.0,2,10,0.0,,,,,
20,,,,,2,,1.0,0.5083049732365813,0.6945435257290745,0.5136094576510838,0.6938013311541463,0.005304484414502486
21,0.7047932942708334,3.0,0.0,0.0,3,1,0.0,,,,,
22,0.7034505208333334,3.0,0.0,0.0,3,2,0.0,,,,,
23,0.688232421875,3.0,0.0,0.0,3,3,0.0,,,,,
24,0.7060546875,3.0,0.0,0.0,3,4,0.0,,,,,
25,0.6892903645833334,3.0,0.0,0.0,3,5,0.0,,,,,
26,0.6920166015625,3.0,0.0,0.0,3,6,0.0,,,,,
27,0.6897379557291666,3.0,0.0,0.0,3,7,0.0,,,,,
28,0.7008463541666666,3.0,0.0,0.0,3,8,0.0,,,,,
29,0.685546875,3.0,0.0,0.0,3,9,0.0,,,,,
30,0.6975911458333334,3.0,0.0,0.0,3,10,0.0,,,,,
30,,,,,3,,1.0,0.5083049732365813,0.6936276807824617,0.5140171341141693,0.693049341284213,0.005712160877587968
