step,mean,std,var,n
1,0.9875,0.025,0.000625,5
2,0.9821198156682028,0.023269653586078527,0.0005414767780160973,5
3,0.9889880952380953,0.013690476190476196,0.0001874291383219956,5
4,0.9694219948849104,0.02993439188379796,0.0008960678174527892,5
5,1.0,0.0,0.0,5
6,0.9933333333333334,0.01333333333333333,0.0001777777777777777,5
7,0.9787330316742082,0.030069226653097088,0.0009041583915153242,5
8,1.0,0.0,0.0,5
9,0.9826086956521738,0.034782608695652195,0.0012098298676748596,5
10,0.9941176470588236,0.011764705882352943,0.00013840830449826994,5
11,0.9752197802197802,0.022145545909099142,0.0004904252036120177,5
12,0.9944444444444445,0.011111111111111117,0.0001234567901234569,5
13,0.9888888888888889,0.022222222222222233,0.0004938271604938276,5
14,0.9942857142857143,0.011428571428571432,0.00013061224489795928,5
15,0.9625513196480938,0.03342357275270586,0.0011171352155554216,5
16,0.9880952380952381,0.015058465048420852,0.00022675736961451243,5
17,0.9902439024390244,0.019512195121951237,0.00038072575847709764,5
18,0.9942857142857143,0.011428571428571432,0.00013061224489795928,5
19,0.9878402903811253,0.015114818739496909,0.0002284577455278469,5
20,1.0,0.0,0.0,5
21,1.0,0.0,0.0,5
22,0.962948717948718,0.03639400142754236,0.001324523339907955,5
23,0.9948717948717949,0.010256410256410265,0.00010519395134779767,5
24,0.9841184041184041,0.01305798380942907,0.0001705109411673117,5
25,0.993103448275862,0.013793103448275845,0.00019024970273483902,5
26,0.9948717948717949,0.010256410256410265,0.00010519395134779767,5
27,1.0,0.0,0.0,5
28,0.9846153846153847,0.03076923076923075,0.0009467455621301763,5
29,0.9944444444444445,0.011111111111111117,0.0001234567901234569,5
30,0.9755462184873949,0.021981497120595217,0.00048318621566273586,5
31,0.9768944099378881,0.03378881987577642,0.0011416843485976636,5
32,0.9902923976608188,0.011959600496995758,0.00014303204404774117,5
33,0.9951219512195122,0.009756097560975618,9.518143961927441e-05,5
34,0.9716483722675673,0.018678591134544533,0.00034888976677148557,5
35,0.9794871794871796,0.029902317409463062,0.0008941485864562776,5
36,0.9954545454545455,0.009090909090909084,8.264462809917341e-05,5
37,0.9812698412698413,0.02771921263865786,0.0007683547493071296,5
38,0.993103448275862,0.013793103448275845,0.00019024970273483902,5
39,0.9956521739130435,0.008695652173913038,7.561436672967854e-05,5
40,0.9944444444444445,0.011111111111111117,0.0001234567901234569,5
41,1.0,0.0,0.0,5
42,0.9549019607843137,0.06491351120488958,0.004213763936947326,5
43,1.0,0.0,0.0,5
44,0.9842105263157894,0.03157894736842107,0.0009972299168975077,5
45,1.0,0.0,0.0,5
46,0.9797373358348969,0.029863576361833434,0.0008918331931190567,5
47,0.9794545454545455,0.03100306569751816,0.0009611900826446273,5
48,0.79,0.3954743986657038,0.1564,5
49,0.7538112648678669,0.3787712319635212,0.14346764616316357,5
50,0.7951219512195122,0.3976731848231964,0.15814396192742414,5
51,0.7897435897435898,0.39537097984402836,0.1563182117028271,5
52,0.8,0.4,0.16,5
53,0.8,0.4,0.16,5
54,0.6,0.48989794855663565,0.24000000000000005,5
55,0.6,0.48989794855663565,0.24000000000000005,5
56,0.5783116883116883,0.47302395428317084,0.2237516613256873,5
57,0.6,0.48989794855663565,0.24000000000000005,5
58,0.5902206320810972,0.481996398994533,0.23232052864369707,5
59,0.5804878048780487,0.47530321578582596,0.22591314693634743,5
60,0.5866666666666667,0.4796294866294653,0.23004444444444444,5
61,0.6,0.48989794855663565,0.24000000000000005,5
62,0.59375,0.48492911853177056,0.23515625,5
63,0.5846883468834688,0.4776467931132426,0.2281464589713648,5
64,0.584865540963102,0.47781620679546344,0.22830832747640506,5
65,0.392,0.48026659263371635,0.23065600000000003,5
66,0.38957219251336894,0.4771312272455151,0.22765420801281136,5
67,0.59375,0.48492911853177056,0.23515625,5
68,0.5941176470588235,0.4852138971129713,0.23543252595155711,5
69,0.5711111111111111,0.46770255399382377,0.21874567901234565,5
70,0.6,0.48989794855663565,0.24000000000000005,5
71,0.6,0.48989794855663565,0.24000000000000005,5
72,0.5945945945945945,0.485584749869745,0.2357925493060628,5
73,0.5944444444444444,0.48546782833229946,0.23567901234567898,5
74,0.7669841269841269,0.3871485516023669,0.14988400100781052,5
75,0.5947368421052632,0.48569566294986644,0.23590027700831023,5
76,0.5910714285714286,0.48267754009250374,0.23297760770975057,5
77,0.6,0.48989794855663565,0.24000000000000005,5
78,0.39333333333333337,0.4818482933224707,0.23217777777777776,5
79,0.5859183673469388,0.47866449641157627,0.22911970012494792,5
80,0.6,0.48989794855663565,0.24000000000000005,5
81,0.5809523809523809,0.47561870434985803,0.22621315192743766,5
82,0.6,0.48989794855663565,0.24000000000000005,5
83,0.4,0.48989794855663565,0.24000000000000005,5
84,0.391304347826087,0.4794451739857469,0.22986767485822307,5
85,0.3869565217391305,0.4739728721708398,0.22465028355387523,5
86,0.38545454545454544,0.47216224974328963,0.2229371900826446,5
87,0.5957446808510638,0.48648553487754215,0.23666817564508827,5
88,0.6,0.48989794855663565,0.24000000000000005,5
89,0.4,0.48989794855663565,0.24000000000000005,5
90,0.3957446808510638,0.4847329656475963,0.2349660479855138,5
91,0.39100101112234575,0.47887672326073105,0.22932291608093477,5
92,0.3942857142857143,0.4829839224940672,0.23327346938775512,5
93,0.3898326898326898,0.4774466717089781,0.2279553243259807,5
94,0.4,0.48989794855663565,0.24000000000000005,5
95,0.3942857142857143,0.4829839224940672,0.23327346938775512,5
96,0.37459459459459465,0.45936278792223084,0.21101417092768443,5
97,0.3935483870967742,0.4821043017359847,0.23242455775234133,5
98,0.37662337662337664,0.461340673181241,0.21283521673132064,5
99,0.4,0.48989794855663565,0.24000000000000005,5
100,0.38130434782608696,0.46700509827489556,0.21809376181474485,5
101,0.4,0.48989794855663565,0.24000000000000005,5
102,0.4,0.48989794855663565,0.24000000000000005,5
103,0.4,0.48989794855663565,0.24000000000000005,5
104,0.4,0.48989794855663565,0.24000000000000005,5
105,0.4,0.48989794855663565,0.24000000000000005,5
106,0.4,0.48989794855663565,0.24000000000000005,5
107,0.2,0.4,0.16000000000000003,5
108,0.4,0.48989794855663565,0.24000000000000005,5
109,0.2,0.4,0.16000000000000003,5
110,0.2,0.4,0.16000000000000003,5
111,0.2,0.4,0.16000000000000003,5
112,0.0,0.0,0.0,5
113,0.0,0.0,0.0,5
114,0.0,0.0,0.0,5
115,0.0,0.0,0.0,5
116,0.2,0.4,0.16000000000000003,5
117,0.0,0.0,0.0,5
118,0.2,0.4,0.16000000000000003,5
119,0.2,0.4,0.16000000000000003,5
120,0.2,0.4,0.16000000000000003,5
121,0.0,0.0,0.0,5
122,0.0,0.0,0.0,5
123,0.2,0.4,0.16000000000000003,5
124,0.2,0.4,0.16000000000000003,5
125,0.2,0.4,0.16000000000000003,5
126,0.2,0.4,0.16000000000000003,5
127,0.2,0.4,0.16000000000000003,5
128,0.0,0.0,0.0,5
129,0.2,0.4,0.16000000000000003,5
130,0.18,0.36,0.1296,5
131,0.2,0.4,0.16000000000000003,5
132,0.2,0.4,0.16000000000000003,5
133,0.2,0.4,0.16000000000000003,5
134,0.2,0.4,0.16000000000000003,5
135,0.0,0.0,0.0,5
136,0.2,0.4,0.16000000000000003,5
137,0.2,0.4,0.16000000000000003,5
138,0.0,0.0,0.0,5
139,0.2,0.4,0.16000000000000003,5
140,0.0,0.0,0.0,5
141,0.0,0.0,0.0,5
142,0.0,0.0,0.0,5
143,0.0,0.0,0.0,5
144,0.0,0.0,0.0,5
145,0.0,0.0,0.0,5
146,0.0,0.0,0.0,5
147,0.0,0.0,0.0,5
148,0.0,0.0,0.0,5
149,0.0,0.0,0.0,5
150,0.0,0.0,0.0,5
151,0.0,0.0,0.0,5
152,0.0,0.0,0.0,5
153,0.0,0.0,0.0,5
154,0.0,0.0,0.0,5
155,0.0,0.0,0.0,5
156,0.0,0.0,0.0,5
157,0.0,0.0,0.0,5
158,0.0,0.0,0.0,5
159,0.0,0.0,0.0,5
160,0.0,0.0,0.0,5
161,0.0,0.0,0.0,5
162,0.0,0.0,0.0,5
163,0.0,0.0,0.0,5
164,0.0,0.0,0.0,5
165,0.0,0.0,0.0,5
166,0.0,0.0,0.0,5
167,0.0,0.0,0.0,5
168,0.0,0.0,0.0,5
169,0.0,0.0,0.0,5
170,0.0,0.0,0.0,5
171,0.0,0.0,0.0,5
172,0.0,0.0,0.0,5
173,0.0,0.0,0.0,5
174,0.0,0.0,0.0,5
175,0.0,0.0,0.0,5
176,0.0,0.0,0.0,5
177,0.0,0.0,0.0,5
178,0.0,0.0,0.0,5
179,0.0,0.0,0.0,5
180,0.0,0.0,0.0,5
181,0.0,0.0,0.0,5
182,0.0,0.0,0.0,5
183,0.0,0.0,0.0,5
184,0.0,0.0,0.0,5
185,0.0,0.0,0.0,5
186,0.0,0.0,0.0,5
187,0.0,0.0,0.0,5
188,0.0,0.0,0.0,5
189,0.0,0.0,0.0,5
190,0.0,0.0,0.0,5
191,0.0,0.0,0.0,5
192,0.0,0.0,0.0,5
193,0.0,0.0,0.0,5
194,0.0,0.0,0.0,5
195,0.0,0.0,0.0,5
196,0.0,0.0,0.0,5
197,0.0,0.0,0.0,5
198,0.0,0.0,0.0,5
199,0.0,0.0,0.0,5
200,0.0,0.0,0.0,5
201,0.0,0.0,0.0,5
202,0.0,0.0,0.0,5
203,0.0,0.0,0.0,5
204,0.0,0.0,0.0,5
205,0.0,0.0,0.0,5
206,0.0,0.0,0.0,5
207,0.0,0.0,0.0,5
