step,train/loss,train/num_tasks,train/gate0_triggered_blocks,train/gate0_considered_blocks,train/gate0_trigger_rate,train/pull_to_r_blocks,train/pull_to_R_blocks,train/pull_to_r_rate,train/pull_to_R_rate,train/alpha_pull_mean,train/single_vote_skipped_blocks,train/tau_N,train/tau_D,epoch,step_in_epoch,probe/is_eval,val/acc,val/loss,val/acc_r_only,val/loss_r_only,train/acc,train/loss_eval,gap/train_minus_val,train/acc_r_only,train/loss_r_only_eval,gap_r_only/train_minus_val_r_only
1,0.6870414167642592,3.0,43.0,74.0,0.581081081081081,1.0,42.0,0.023255813953488372,0.9767441860465116,0.17484831531468156,0.0,0.6,0.0038053,1,1,0.0,,,,,,,,,,
2,0.6875187406937281,3.0,50.0,74.0,0.6756756756756757,0.0,50.0,0.0,1.0,0.17412431727601071,0.0,0.6,0.0038053,1,2,0.0,,,,,,,,,,
3,0.6641533176104227,3.0,28.0,74.0,0.3783783783783784,0.0,28.0,0.0,1.0,0.17469109447390704,0.0,0.6,0.0038053,1,3,0.0,,,,,,,,,,
4,0.6729154338439305,3.0,32.0,74.0,0.43243243243243246,0.0,32.0,0.0,1.0,0.1750485440796891,0.0,0.6,0.0038053,1,4,0.0,,,,,,,,,,
5,0.6199573328097661,3.0,3.0,74.0,0.04054054054054054,0.0,3.0,0.0,1.0,0.17280791843596965,0.0,0.6,0.0038053,1,5,0.0,,,,,,,,,,
6,0.6452672928571701,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,1,6,0.0,,,,,,,,,,
7,0.7133906433979671,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,1,7,0.0,,,,,,,,,,
7,,,,,,,,,,,,,,1,,1.0,0.6160076283075439,0.6555494747996115,0.6160076283075439,0.6549728083829748,0.6259224361124125,0.6503623268047496,0.009914807804868642,0.6260089169979767,0.6498564278321789,0.010001288690432819
8,0.7022012770175935,3.0,1.0,74.0,0.013513513513513514,0.0,1.0,0.0,1.0,0.17332642710285415,0.0,0.6,0.0038053,2,1,0.0,,,,,,,,,,
9,0.6938274751106899,3.0,6.0,74.0,0.08108108108108109,0.0,6.0,0.0,1.0,0.1735254200203251,0.0,0.6,0.0038053,2,2,0.0,,,,,,,,,,
10,0.6259414156277974,3.0,8.0,74.0,0.10810810810810811,0.0,8.0,0.0,1.0,0.17516162530912865,0.0,0.6,0.0038053,2,3,0.0,,,,,,,,,,
11,0.6616702079772949,3.0,15.0,74.0,0.20270270270270271,0.0,15.0,0.0,1.0,0.1747888111909316,0.0,0.6,0.0038053,2,4,0.0,,,,,,,,,,
12,0.6580782035986582,3.0,4.0,74.0,0.05405405405405406,0.0,4.0,0.0,1.0,0.17402055737353989,0.0,0.6,0.0038053,2,5,0.0,,,,,,,,,,
13,0.6600954035917918,3.0,10.0,74.0,0.13513513513513514,0.0,10.0,0.0,1.0,0.1756772423828085,0.0,0.6,0.0038053,2,6,0.0,,,,,,,,,,
14,0.6326799740393956,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,2,7,0.0,,,,,,,,,,
14,,,,,,,,,,,,,,2,,1.0,0.6172994807886084,0.6427625068278857,0.6172994807886084,0.6425400349072489,0.6294904859825764,0.6405570525194608,0.012191005193967985,0.6302277068650516,0.6400373681443828,0.012928226076443172
15,0.6126220747828484,3.0,2.0,74.0,0.02702702702702703,0.0,2.0,0.0,1.0,0.17647437349347456,0.0,0.6,0.0038053,3,1,0.0,,,,,,,,,,
16,0.6240260874231656,3.0,2.0,74.0,0.02702702702702703,0.0,2.0,0.0,1.0,0.17356039115078872,0.0,0.6,0.0038053,3,2,0.0,,,,,,,,,,
17,0.6058108968039353,3.0,2.0,74.0,0.02702702702702703,0.0,2.0,0.0,1.0,0.17493915988503106,0.0,0.6,0.0038053,3,3,0.0,,,,,,,,,,
18,0.6492634676396847,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,3,4,0.0,,,,,,,,,,
19,0.723112573226293,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,3,5,0.0,,,,,,,,,,
20,0.6145805170138676,3.0,1.0,74.0,0.013513513513513514,0.0,1.0,0.0,1.0,0.17631043046694117,0.0,0.6,0.0038053,3,6,0.0,,,,,,,,,,
20,,,,,,,,,,,,,,3,,1.0,0.6200925956278053,0.6389553184430238,0.6200925956278053,0.6386899202946276,0.6302631605614307,0.6343672000948319,0.010170564933625448,0.6306237642540126,0.6336133229191436,0.010531168626207288
