step,train/loss,train/gate0_triggered_blocks,train/gate0_considered_blocks,train/gate0_trigger_rate,train/pull_to_r_blocks,train/pull_to_R_blocks,train/pull_to_r_rate,train/pull_to_R_rate,train/alpha_pull_mean,train/single_vote_skipped_blocks,train/tau_N,train/tau_D,epoch,step_in_epoch,probe/is_eval,val/acc,val/loss,val/acc_r_only,val/loss_r_only,train/acc,train/loss_eval,gap/train_minus_val,train/acc_r_only,train/loss_r_only_eval,gap_r_only/train_minus_val_r_only
1,0.8266903907060623,58.0,74.0,0.7837837837837838,14.0,44.0,0.2413793103448276,0.7586206896551724,0.17611298543432857,0.0,0.6,0.0038053,1,1,0.0,,,,,,,,,,
2,0.685316652059555,63.0,74.0,0.8513513513513513,9.0,54.0,0.14285714285714285,0.8571428571428571,0.17488159908635675,0.0,0.6,0.0038053,1,2,0.0,,,,,,,,,,
3,0.7467907667160034,60.0,74.0,0.8108108108108109,12.0,48.0,0.2,0.8,0.17566323039238252,0.0,0.6,0.0038053,1,3,0.0,,,,,,,,,,
4,0.7343531996011734,61.0,74.0,0.8243243243243243,12.0,49.0,0.19672131147540983,0.8032786885245902,0.17553115779181563,0.0,0.6,0.0038053,1,4,0.0,,,,,,,,,,
5,0.7314534783363342,62.0,74.0,0.8378378378378378,10.0,52.0,0.16129032258064516,0.8387096774193549,0.17667837687235236,0.0,0.6,0.0038053,1,5,0.0,,,,,,,,,,
6,0.7298805564641953,60.0,74.0,0.8108108108108109,12.0,48.0,0.2,0.8,0.17701422095576297,0.0,0.6,0.0038053,1,6,0.0,,,,,,,,,,
7,0.6328954547643661,64.0,74.0,0.8648648648648649,13.0,51.0,0.203125,0.796875,0.1745268687321053,0.0,0.6,0.0038053,1,7,0.0,,,,,,,,,,
8,0.7513273507356644,61.0,74.0,0.8243243243243243,21.0,40.0,0.3442622950819672,0.6557377049180327,0.1737980021472281,0.0,0.6,0.0038053,1,8,0.0,,,,,,,,,,
9,0.764728233218193,62.0,74.0,0.8378378378378378,12.0,50.0,0.1935483870967742,0.8064516129032258,0.17693587817919745,0.0,0.6,0.0038053,1,9,0.0,,,,,,,,,,
10,0.6685132831335068,63.0,74.0,0.8513513513513513,9.0,54.0,0.14285714285714285,0.8571428571428571,0.17494817285850084,0.0,0.6,0.0038053,1,10,0.0,,,,,,,,,,
11,0.7039210498332977,63.0,74.0,0.8513513513513513,12.0,51.0,0.19047619047619047,0.8095238095238095,0.17512085056381788,0.0,0.6,0.0038053,1,11,0.0,,,,,,,,,,
12,0.8068758100271225,60.0,74.0,0.8108108108108109,13.0,47.0,0.21666666666666667,0.7833333333333333,0.17718242907334722,0.0,0.6,0.0038053,1,12,0.0,,,,,,,,,,
13,0.7194209545850754,63.0,74.0,0.8513513513513513,10.0,53.0,0.15873015873015872,0.8412698412698413,0.1750272337053684,0.0,0.6,0.0038053,1,13,0.0,,,,,,,,,,
14,0.6538560390472412,65.0,74.0,0.8783783783783784,13.0,52.0,0.2,0.8,0.1736570390152902,0.0,0.6,0.0038053,1,14,0.0,,,,,,,,,,
15,0.6318518221378326,64.0,74.0,0.8648648648648649,11.0,53.0,0.171875,0.828125,0.17531094274796283,0.0,0.6,0.0038053,1,15,0.0,,,,,,,,,,
16,0.6950529366731644,65.0,74.0,0.8783783783783784,16.0,49.0,0.24615384615384617,0.7538461538461538,0.1744582857883888,0.0,0.6,0.0038053,1,16,0.0,,,,,,,,,,
17,0.7565890550613403,60.0,74.0,0.8108108108108109,14.0,46.0,0.23333333333333334,0.7666666666666667,0.17592927491911656,0.0,0.6,0.0038053,1,17,0.0,,,,,,,,,,
18,0.7209847569465637,61.0,74.0,0.8243243243243243,16.0,45.0,0.26229508196721313,0.7377049180327869,0.17576925677034985,0.0,0.6,0.0038053,1,18,0.0,,,,,,,,,,
19,0.7105822563171387,61.0,74.0,0.8243243243243243,17.0,44.0,0.2786885245901639,0.7213114754098361,0.17496433906631134,0.0,0.6,0.0038053,1,19,0.0,,,,,,,,,,
20,0.6628635972738266,62.0,74.0,0.8378378378378378,12.0,50.0,0.1935483870967742,0.8064516129032258,0.17443976825050356,0.0,0.6,0.0038053,1,20,0.0,,,,,,,,,,
21,0.7326663881540298,62.0,74.0,0.8378378378378378,10.0,52.0,0.16129032258064516,0.8387096774193549,0.17671414946399422,0.0,0.6,0.0038053,1,21,0.0,,,,,,,,,,
22,0.703345313668251,62.0,74.0,0.8378378378378378,10.0,52.0,0.16129032258064516,0.8387096774193549,0.17489392065482343,0.0,0.6,0.0038053,1,22,0.0,,,,,,,,,,
23,0.732551172375679,60.0,74.0,0.8108108108108109,14.0,46.0,0.23333333333333334,0.7666666666666667,0.1760135502897726,0.0,0.6,0.0038053,1,23,0.0,,,,,,,,,,
24,0.6734778583049774,61.0,74.0,0.8243243243243243,14.0,47.0,0.22950819672131148,0.7704918032786885,0.174541149352941,0.0,0.6,0.0038053,1,24,0.0,,,,,,,,,,
25,0.6688598841428757,63.0,74.0,0.8513513513513513,11.0,52.0,0.1746031746031746,0.8253968253968254,0.17525674123996374,0.0,0.6,0.0038053,1,25,0.0,,,,,,,,,,
26,0.6854043304920197,64.0,74.0,0.8648648648648649,14.0,50.0,0.21875,0.78125,0.1746957705929686,0.0,0.6,0.0038053,1,26,0.0,,,,,,,,,,
27,0.7037467658519745,61.0,74.0,0.8243243243243243,10.0,51.0,0.16393442622950818,0.8360655737704918,0.17577193596562823,0.0,0.6,0.0038053,1,27,0.0,,,,,,,,,,
28,0.7219352871179581,59.0,74.0,0.7972972972972973,12.0,47.0,0.2033898305084746,0.7966101694915254,0.1756997056087683,0.0,0.6,0.0038053,1,28,0.0,,,,,,,,,,
29,0.67635577917099,61.0,74.0,0.8243243243243243,17.0,44.0,0.2786885245901639,0.7213114754098361,0.17446661580491343,0.0,0.6,0.0038053,1,29,0.0,,,,,,,,,,
30,0.7291935086250305,53.0,74.0,0.7162162162162162,18.0,35.0,0.33962264150943394,0.660377358490566,0.17461886563127818,0.0,0.6,0.0038053,1,30,0.0,,,,,,,,,,
31,0.7221193164587021,51.0,74.0,0.6891891891891891,15.0,36.0,0.29411764705882354,0.7058823529411765,0.17669029862402455,0.0,0.6,0.0038053,1,31,0.0,,,,,,,,,,
32,0.6770474314689636,58.0,74.0,0.7837837837837838,12.0,46.0,0.20689655172413793,0.7931034482758621,0.17512857377640983,0.0,0.6,0.0038053,1,32,0.0,,,,,,,,,,
33,0.7214736640453339,48.0,74.0,0.6486486486486487,8.0,40.0,0.16666666666666666,0.8333333333333334,0.17581214394805347,0.0,0.6,0.0038053,1,33,0.0,,,,,,,,,,
34,0.7193194329738617,41.0,74.0,0.5540540540540541,5.0,36.0,0.12195121951219512,0.8780487804878049,0.1781041122136849,0.0,0.6,0.0038053,1,34,0.0,,,,,,,,,,
35,0.719391867518425,43.0,74.0,0.581081081081081,9.0,34.0,0.20930232558139536,0.7906976744186046,0.17601044379098707,0.0,0.6,0.0038053,1,35,0.0,,,,,,,,,,
36,0.709484189748764,41.0,74.0,0.5540540540540541,10.0,31.0,0.24390243902439024,0.7560975609756098,0.17471792990426402,0.0,0.6,0.0038053,1,36,0.0,,,,,,,,,,
37,0.7132330387830734,23.0,74.0,0.3108108108108108,5.0,18.0,0.21739130434782608,0.782608695652174,0.1789086016867933,0.0,0.6,0.0038053,1,37,0.0,,,,,,,,,,
38,0.6804073452949524,29.0,74.0,0.3918918918918919,4.0,25.0,0.13793103448275862,0.8620689655172413,0.17610206822705765,0.0,0.6,0.0038053,1,38,0.0,,,,,,,,,,
39,0.6891876012086868,29.0,74.0,0.3918918918918919,6.0,23.0,0.20689655172413793,0.7931034482758621,0.17618295328843434,0.0,0.6,0.0038053,1,39,0.0,,,,,,,,,,
40,0.699604332447052,45.0,74.0,0.6081081081081081,8.0,37.0,0.17777777777777778,0.8222222222222222,0.17551741625747425,0.0,0.6,0.0038053,1,40,0.0,,,,,,,,,,
41,0.7362901270389557,37.0,74.0,0.5,14.0,23.0,0.3783783783783784,0.6216216216216216,0.17377935785851298,0.0,0.6,0.0038053,1,41,0.0,,,,,,,,,,
42,0.6850123554468155,51.0,74.0,0.6891891891891891,12.0,39.0,0.23529411764705882,0.7647058823529411,0.17429268020949373,0.0,0.6,0.0038053,1,42,0.0,,,,,,,,,,
43,0.706453874707222,50.0,74.0,0.6756756756756757,13.0,37.0,0.26,0.74,0.17351067854393779,0.0,0.6,0.0038053,1,43,0.0,,,,,,,,,,
44,0.7117886990308762,42.0,74.0,0.5675675675675675,12.0,30.0,0.2857142857142857,0.7142857142857143,0.17470447833470204,0.0,0.6,0.0038053,1,44,0.0,,,,,,,,,,
