step,train/loss,epoch,step_in_epoch,probe/is_eval,val/acc,val/loss,train/acc,train/loss_eval,gap/train_minus_val
1,0.7018595933914185,1,1,0.0,,,,,
2,0.6922078728675842,1,2,0.0,,,,,
3,0.6947422027587891,1,3,0.0,,,,,
4,0.6927075386047363,1,4,0.0,,,,,
5,0.7035291790962219,1,5,0.0,,,,,
6,0.7004220485687256,1,6,0.0,,,,,
7,0.7036216259002686,1,7,0.0,,,,,
8,0.69768226146698,1,8,0.0,,,,,
9,0.6947034597396851,1,9,0.0,,,,,
10,0.696397066116333,1,10,0.0,,,,,
11,0.689103364944458,1,11,0.0,,,,,
12,0.686198353767395,1,12,0.0,,,,,
13,0.6963357329368591,1,13,0.0,,,,,
14,0.6865518093109131,1,14,0.0,,,,,
15,0.6963019371032715,1,15,0.0,,,,,
16,0.688762366771698,1,16,0.0,,,,,
17,0.6733578443527222,1,17,0.0,,,,,
18,0.6967902183532715,1,18,0.0,,,,,
19,0.689141035079956,1,19,0.0,,,,,
20,0.666061520576477,1,20,0.0,,,,,
21,0.6944228410720825,1,21,0.0,,,,,
22,0.6685397624969482,1,22,0.0,,,,,
23,0.6673070192337036,1,23,0.0,,,,,
24,0.6708897352218628,1,24,0.0,,,,,
25,0.6860491037368774,1,25,0.0,,,,,
26,0.6832809448242188,1,26,0.0,,,,,
27,0.6727493405342102,1,27,0.0,,,,,
28,0.6165378093719482,1,28,0.0,,,,,
29,0.6754828691482544,1,29,0.0,,,,,
30,0.6434968709945679,1,30,0.0,,,,,
31,0.6922562122344971,1,31,0.0,,,,,
32,0.6071411967277527,1,32,0.0,,,,,
33,0.6087247133255005,1,33,0.0,,,,,
34,0.633863627910614,1,34,0.0,,,,,
35,0.6595051288604736,1,35,0.0,,,,,
36,0.6360390782356262,1,36,0.0,,,,,
37,0.6627525091171265,1,37,0.0,,,,,
38,0.6344712972640991,1,38,0.0,,,,,
39,0.5887409448623657,1,39,0.0,,,,,
40,0.6604354977607727,1,40,0.0,,,,,
41,0.6125063896179199,1,41,0.0,,,,,
42,0.5603216886520386,1,42,0.0,,,,,
43,0.5547316074371338,1,43,0.0,,,,,
44,0.6666288375854492,1,44,0.0,,,,,
45,0.7011007070541382,1,45,0.0,,,,,
46,0.6439408659934998,1,46,0.0,,,,,
47,0.5934879779815674,1,47,0.0,,,,,
48,0.7095968127250671,1,48,0.0,,,,,
49,0.7310498952865601,1,49,0.0,,,,,
50,0.6500830054283142,1,50,0.0,,,,,
51,0.5184003114700317,1,51,0.0,,,,,
52,0.5229710340499878,1,52,0.0,,,,,
53,0.52128005027771,1,53,0.0,,,,,
54,0.6559966802597046,1,54,0.0,,,,,
55,0.7309550046920776,1,55,0.0,,,,,
56,0.5302718877792358,1,56,0.0,,,,,
57,0.7227321863174438,1,57,0.0,,,,,
58,0.7608094215393066,1,58,0.0,,,,,
59,0.6071338653564453,1,59,0.0,,,,,
60,0.6776008605957031,1,60,0.0,,,,,
61,0.6878007650375366,1,61,0.0,,,,,
62,0.4934503436088562,1,62,0.0,,,,,
63,0.7284735441207886,1,63,0.0,,,,,
64,0.692592978477478,1,64,0.0,,,,,
65,0.5641499161720276,1,65,0.0,,,,,
66,0.6278659701347351,1,66,0.0,,,,,
67,0.5878465175628662,1,67,0.0,,,,,
68,0.613416850566864,1,68,0.0,,,,,
69,0.5101844072341919,1,69,0.0,,,,,
70,0.6541242003440857,1,70,0.0,,,,,
71,0.6538111567497253,1,71,0.0,,,,,
72,0.6681575775146484,1,72,0.0,,,,,
73,0.529540479183197,1,73,0.0,,,,,
74,0.5686097145080566,1,74,0.0,,,,,
75,0.5448557138442993,1,75,0.0,,,,,
76,0.5903235077857971,1,76,0.0,,,,,
77,0.5115477442741394,1,77,0.0,,,,,
78,0.6067475080490112,1,78,0.0,,,,,
79,0.642997145652771,1,79,0.0,,,,,
80,0.695614218711853,1,80,0.0,,,,,
81,0.6373640298843384,1,81,0.0,,,,,
82,0.5228946208953857,1,82,0.0,,,,,
83,0.5721654295921326,1,83,0.0,,,,,
84,0.6537614464759827,1,84,0.0,,,,,
85,0.6281691193580627,1,85,0.0,,,,,
86,0.6033642292022705,1,86,0.0,,,,,
87,0.6247143149375916,1,87,0.0,,,,,
88,0.5669634342193604,1,88,0.0,,,,,
89,0.526201069355011,1,89,0.0,,,,,
90,0.6674344539642334,1,90,0.0,,,,,
91,0.6830947399139404,1,91,0.0,,,,,
92,0.5265724062919617,1,92,0.0,,,,,
93,0.5926989316940308,1,93,0.0,,,,,
94,0.5223239660263062,1,94,0.0,,,,,
95,0.5029898285865784,1,95,0.0,,,,,
96,0.6440683603286743,1,96,0.0,,,,,
97,0.5172189474105835,1,97,0.0,,,,,
98,0.6648995876312256,1,98,0.0,,,,,
99,0.634515106678009,1,99,0.0,,,,,
100,0.5259318351745605,1,100,0.0,,,,,
101,0.606334924697876,1,101,0.0,,,,,
102,0.5985256433486938,1,102,0.0,,,,,
103,0.5579323768615723,1,103,0.0,,,,,
104,0.5011526346206665,1,104,0.0,,,,,
105,0.48578959703445435,1,105,0.0,,,,,
106,0.5450299978256226,1,106,0.0,,,,,
107,0.46650007367134094,1,107,0.0,,,,,
108,0.5129895210266113,1,108,0.0,,,,,
109,0.6721410751342773,1,109,0.0,,,,,
110,0.49753186106681824,1,110,0.0,,,,,
111,0.4503357410430908,1,111,0.0,,,,,
112,0.528526782989502,1,112,0.0,,,,,
113,0.5758301019668579,1,113,0.0,,,,,
114,0.5284100770950317,1,114,0.0,,,,,
115,0.568103551864624,1,115,0.0,,,,,
115,,1,,1.0,0.7132352941176471,0.511444282073241,0.715103598691385,0.5113108863001284,0.0018683045737378778
116,0.6256385445594788,2,1,0.0,,,,,
117,0.44637247920036316,2,2,0.0,,,,,
118,0.4734955430030823,2,3,0.0,,,,,
119,0.42492538690567017,2,4,0.0,,,,,
120,0.49551522731781006,2,5,0.0,,,,,
121,0.5150058269500732,2,6,0.0,,,,,
122,0.5911799669265747,2,7,0.0,,,,,
123,0.5346959233283997,2,8,0.0,,,,,
124,0.4780891239643097,2,9,0.0,,,,,
125,0.4859903156757355,2,10,0.0,,,,,
126,0.49837055802345276,2,11,0.0,,,,,
127,0.5279967784881592,2,12,0.0,,,,,
128,0.5068932175636292,2,13,0.0,,,,,
129,0.5459724068641663,2,14,0.0,,,,,
130,0.5074198842048645,2,15,0.0,,,,,
131,0.5258105993270874,2,16,0.0,,,,,
132,0.577897310256958,2,17,0.0,,,,,
133,0.5204328298568726,2,18,0.0,,,,,
134,0.512438178062439,2,19,0.0,,,,,
135,0.5139986872673035,2,20,0.0,,,,,
136,0.44049161672592163,2,21,0.0,,,,,
137,0.5021601915359497,2,22,0.0,,,,,
138,0.45621538162231445,2,23,0.0,,,,,
139,0.49307024478912354,2,24,0.0,,,,,
140,0.5857227444648743,2,25,0.0,,,,,
141,0.4951622188091278,2,26,0.0,,,,,
142,0.4908624291419983,2,27,0.0,,,,,
143,0.5551413297653198,2,28,0.0,,,,,
144,0.4759216010570526,2,29,0.0,,,,,
145,0.22375711798667908,2,30,0.0,,,,,
146,0.2848770022392273,2,31,0.0,,,,,
147,0.3506109416484833,2,32,0.0,,,,,
148,0.40047311782836914,2,33,0.0,,,,,
149,0.6464495658874512,2,34,0.0,,,,,
150,0.5881780982017517,2,35,0.0,,,,,
151,0.44476789236068726,2,36,0.0,,,,,
152,0.44312942028045654,2,37,0.0,,,,,
153,0.4909505248069763,2,38,0.0,,,,,
154,0.42023372650146484,2,39,0.0,,,,,
155,0.36651211977005005,2,40,0.0,,,,,
156,0.3747928738594055,2,41,0.0,,,,,
157,0.4581131637096405,2,42,0.0,,,,,
158,0.4402162432670593,2,43,0.0,,,,,
159,0.33079689741134644,2,44,0.0,,,,,
160,0.43401098251342773,2,45,0.0,,,,,
161,0.4288071095943451,2,46,0.0,,,,,
162,0.44714927673339844,2,47,0.0,,,,,
163,0.43887951970100403,2,48,0.0,,,,,
164,0.47431689500808716,2,49,0.0,,,,,
165,0.33013805747032166,2,50,0.0,,,,,
166,0.655171275138855,2,51,0.0,,,,,
167,0.3501983880996704,2,52,0.0,,,,,
168,0.6357882022857666,2,53,0.0,,,,,
169,0.5415611267089844,2,54,0.0,,,,,
170,0.5567395687103271,2,55,0.0,,,,,
171,0.5170785188674927,2,56,0.0,,,,,
172,0.2810933589935303,2,57,0.0,,,,,
173,0.4208780527114868,2,58,0.0,,,,,
174,0.4555070400238037,2,59,0.0,,,,,
175,0.4928765892982483,2,60,0.0,,,,,
176,0.4655922055244446,2,61,0.0,,,,,
177,0.4575696289539337,2,62,0.0,,,,,
178,0.37850284576416016,2,63,0.0,,,,,
179,0.4276162087917328,2,64,0.0,,,,,
180,0.6271452903747559,2,65,0.0,,,,,
181,0.5760388970375061,2,66,0.0,,,,,
182,0.47091543674468994,2,67,0.0,,,,,
183,0.43876174092292786,2,68,0.0,,,,,
184,0.4377096891403198,2,69,0.0,,,,,
185,0.28508424758911133,2,70,0.0,,,,,
186,0.567726731300354,2,71,0.0,,,,,
187,0.4284938871860504,2,72,0.0,,,,,
188,0.39894089102745056,2,73,0.0,,,,,
189,0.4319358766078949,2,74,0.0,,,,,
190,0.40549325942993164,2,75,0.0,,,,,
191,0.27609536051750183,2,76,0.0,,,,,
