step,train/loss,train/num_tasks,train/grad_solver_cagrad,train/cagrad_c,epoch,step_in_epoch,probe/is_eval,val/acc,val/loss,train/acc,train/loss_eval,gap/train_minus_val
1,0.6797688802083334,3.0,0.0,0.0,1,1,0.0,,,,,
2,0.6812337239583334,3.0,0.0,0.0,1,2,0.0,,,,,
3,0.6820475260416666,3.0,0.0,0.0,1,3,0.0,,,,,
4,0.6575520833333334,3.0,0.0,0.0,1,4,0.0,,,,,
5,0.6772257486979166,3.0,0.0,0.0,1,5,0.0,,,,,
5,,,,,1,,1.0,0.6160076283075439,0.6703485846982599,0.6261016246139693,0.6625018466987604,0.01009399630642549
6,0.67315673828125,3.0,0.0,0.0,2,1,0.0,,,,,
7,0.65704345703125,3.0,0.0,0.0,2,2,0.0,,,,,
8,0.6640625,3.0,0.0,0.0,2,3,0.0,,,,,
9,0.573486328125,3.0,0.0,0.0,2,4,0.0,,,,,
10,0.6690266927083334,3.0,0.0,0.0,2,5,0.0,,,,,
10,,,,,2,,1.0,0.6160076283075439,0.6431880510862983,0.6258785289961369,0.640398404487803,0.009870900688593087
11,0.6493937174479166,3.0,0.0,0.0,3,1,0.0,,,,,
12,0.6771647135416666,3.0,0.0,0.0,3,2,0.0,,,,,
13,0.6132405598958334,3.0,0.0,0.0,3,3,0.0,,,,,
14,0.6191660563151041,3.0,0.0,0.0,3,4,0.0,,,,,
15,0.6502126057942709,3.0,0.0,0.0,3,5,0.0,,,,,
15,,,,,3,,1.0,0.6168246217715961,0.6309283877539839,0.6256079662255741,0.6268255259240806,0.008783344453977993
16,0.5169677734375,3.0,0.0,0.0,4,1,0.0,,,,,
17,0.6330744425455729,3.0,0.0,0.0,4,2,0.0,,,,,
18,0.6145401000976562,3.0,0.0,0.0,4,3,0.0,,,,,
19,0.6285781860351562,3.0,0.0,0.0,4,4,0.0,,,,,
20,0.5862350463867188,3.0,0.0,0.0,4,5,0.0,,,,,
20,,,,,4,,1.0,0.6435641984687009,0.6035066891584147,0.6595208868272144,0.5929187688293361,0.015956688358513493
21,0.6006431579589844,3.0,0.0,0.0,5,1,0.0,,,,,
22,0.5153299967447916,3.0,0.0,0.0,5,2,0.0,,,,,
23,0.4689318339029948,3.0,0.0,0.0,5,3,0.0,,,,,
24,0.7116648356119791,3.0,0.0,0.0,5,4,0.0,,,,,
25,0.6179307301839193,3.0,0.0,0.0,5,5,0.0,,,,,
25,,,,,5,,1.0,0.6237776981911091,0.6511071770495623,0.6412882867920567,0.6446341052231848,0.017510588600947674
26,0.6726646423339844,3.0,0.0,0.0,6,1,0.0,,,,,
27,0.5733133951822916,3.0,0.0,0.0,6,2,0.0,,,,,
28,0.5603199005126953,3.0,0.0,0.0,6,3,0.0,,,,,
29,0.6235555013020834,3.0,0.0,0.0,6,4,0.0,,,,,
30,0.6484769185384115,3.0,0.0,0.0,6,5,0.0,,,,,
30,,,,,6,,1.0,0.6660714831486992,0.5796992046417457,0.6697826985748335,0.5718352734657818,0.0037112154261342845
31,0.5591405232747396,3.0,0.0,0.0,7,1,0.0,,,,,
32,0.5254236857096354,3.0,0.0,0.0,7,2,0.0,,,,,
33,0.517523447672526,3.0,0.0,0.0,7,3,0.0,,,,,
34,0.527777353922526,3.0,0.0,0.0,7,4,0.0,,,,,
35,0.6508865356445312,3.0,0.0,0.0,7,5,0.0,,,,,
35,,,,,7,,1.0,0.6514871865123988,0.6216036036583588,0.6724102188139739,0.5894386858471331,0.020923032301575106
36,0.6599032084147135,3.0,0.0,0.0,8,1,0.0,,,,,
37,0.4991709391276042,3.0,0.0,0.0,8,2,0.0,,,,,
38,0.5223897298177084,3.0,0.0,0.0,8,3,0.0,,,,,
39,0.5750071207682291,3.0,0.0,0.0,8,4,0.0,,,,,
40,0.5340830485026041,3.0,0.0,0.0,8,5,0.0,,,,,
40,,,,,8,,1.0,0.6820369608362329,0.5660287060366489,0.6857269551773544,0.5489633326173853,0.003689994341121494
41,0.530853271484375,3.0,0.0,0.0,9,1,0.0,,,,,
42,0.5395991007486979,3.0,0.0,0.0,9,2,0.0,,,,,
43,0.5381291707356771,3.0,0.0,0.0,9,3,0.0,,,,,
44,0.5446116129557291,3.0,0.0,0.0,9,4,0.0,,,,,
45,0.5687840779622396,3.0,0.0,0.0,9,5,0.0,,,,,
45,,,,,9,,1.0,0.6750118197966883,0.5760134581811253,0.6822176392419591,0.5550327056438866,0.007205819445270767
46,0.6191329956054688,3.0,0.0,0.0,10,1,0.0,,,,,
47,0.5483474731445312,3.0,0.0,0.0,10,2,0.0,,,,,
48,0.5037002563476562,3.0,0.0,0.0,10,3,0.0,,,,,
49,0.5836944580078125,3.0,0.0,0.0,10,4,0.0,,,,,
50,0.5670394897460938,3.0,0.0,0.0,10,5,0.0,,,,,
50,,,,,10,,1.0,0.6769211561250866,0.5711341074204018,0.6895396875530673,0.5474406436439314,0.01261853142798064
