step,train/loss,train/gate0_triggered_blocks,train/gate0_considered_blocks,train/gate0_trigger_rate,train/pull_to_r_blocks,train/pull_to_R_blocks,train/pull_to_r_rate,train/pull_to_R_rate,train/alpha_pull_mean,train/single_vote_skipped_blocks,train/tau_N,train/tau_D,epoch,step_in_epoch,probe/is_eval,val/acc,val/loss,val/acc_r_only,val/loss_r_only,train/acc,train/loss_eval,gap/train_minus_val,train/acc_r_only,train/loss_r_only_eval,gap_r_only/train_minus_val_r_only
1,0.6762527823448181,10.0,74.0,0.13513513513513514,0.0,10.0,0.0,1.0,0.1748516094627772,0.0,0.6,0.0038053,1,1,0.0,,,,,,,,,,
2,0.6878809183835983,21.0,74.0,0.28378378378378377,0.0,21.0,0.0,1.0,0.1752580195693445,0.0,0.6,0.0038053,1,2,0.0,,,,,,,,,,
3,0.6984389126300812,27.0,74.0,0.36486486486486486,1.0,26.0,0.037037037037037035,0.9629629629629629,0.1725700435865203,0.0,0.6,0.0038053,1,3,0.0,,,,,,,,,,
4,0.6985730528831482,26.0,74.0,0.35135135135135137,0.0,26.0,0.0,1.0,0.17396269185652086,0.0,0.6,0.0038053,1,4,0.0,,,,,,,,,,
5,0.6883955895900726,24.0,74.0,0.32432432432432434,0.0,24.0,0.0,1.0,0.1740740198421206,0.0,0.6,0.0038053,1,5,0.0,,,,,,,,,,
6,0.7049116939306259,24.0,74.0,0.32432432432432434,0.0,24.0,0.0,1.0,0.1749326399291882,0.0,0.6,0.0038053,1,6,0.0,,,,,,,,,,
7,0.6859636604785919,11.0,74.0,0.14864864864864866,0.0,11.0,0.0,1.0,0.17493808732801985,0.0,0.6,0.0038053,1,7,0.0,,,,,,,,,,
8,0.6725120097398758,17.0,74.0,0.22972972972972974,0.0,17.0,0.0,1.0,0.17659506722860752,0.0,0.6,0.0038053,1,8,0.0,,,,,,,,,,
9,0.6633001118898392,27.0,74.0,0.36486486486486486,0.0,27.0,0.0,1.0,0.17442208822998786,0.0,0.6,0.0038053,1,9,0.0,,,,,,,,,,
10,0.6964959800243378,29.0,74.0,0.3918918918918919,0.0,29.0,0.0,1.0,0.1741051171815594,0.0,0.6,0.0038053,1,10,0.0,,,,,,,,,,
11,0.6640411019325256,5.0,74.0,0.06756756756756757,0.0,5.0,0.0,1.0,0.17501798889961068,0.0,0.6,0.0038053,1,11,0.0,,,,,,,,,,
12,0.6843280643224716,21.0,74.0,0.28378378378378377,0.0,21.0,0.0,1.0,0.17588486905088244,0.0,0.6,0.0038053,1,12,0.0,,,,,,,,,,
13,0.6967842280864716,8.0,74.0,0.10810810810810811,0.0,8.0,0.0,1.0,0.17637348493858912,0.0,0.6,0.0038053,1,13,0.0,,,,,,,,,,
14,0.7043236047029495,8.0,74.0,0.10810810810810811,0.0,8.0,0.0,1.0,0.17464595745951098,0.0,0.6,0.0038053,1,14,0.0,,,,,,,,,,
15,0.6867605745792389,21.0,74.0,0.28378378378378377,0.0,21.0,0.0,1.0,0.17571563969751458,0.0,0.6,0.0038053,1,15,0.0,,,,,,,,,,
16,0.6788368672132492,26.0,74.0,0.35135135135135137,0.0,26.0,0.0,1.0,0.17189003965372432,0.0,0.6,0.0038053,1,16,0.0,,,,,,,,,,
17,0.7123645544052124,10.0,74.0,0.13513513513513514,0.0,10.0,0.0,1.0,0.17501529480459013,0.0,0.6,0.0038053,1,17,0.0,,,,,,,,,,
18,0.6908629536628723,23.0,74.0,0.3108108108108108,0.0,23.0,0.0,1.0,0.17647610277983625,0.0,0.6,0.0038053,1,18,0.0,,,,,,,,,,
19,0.7149735689163208,18.0,74.0,0.24324324324324326,0.0,18.0,0.0,1.0,0.1769117685102906,0.0,0.6,0.0038053,1,19,0.0,,,,,,,,,,
20,0.6984385251998901,9.0,74.0,0.12162162162162163,0.0,9.0,0.0,1.0,0.17404155170079885,0.0,0.6,0.0038053,1,20,0.0,,,,,,,,,,
21,0.7007481157779694,13.0,74.0,0.17567567567567569,1.0,12.0,0.07692307692307693,0.9230769230769231,0.17077817706691642,0.0,0.6,0.0038053,1,21,0.0,,,,,,,,,,
22,0.7095299363136292,15.0,74.0,0.20270270270270271,0.0,15.0,0.0,1.0,0.17356133758539094,0.0,0.6,0.0038053,1,22,0.0,,,,,,,,,,
23,0.7018748968839645,23.0,74.0,0.3108108108108108,1.0,22.0,0.043478260869565216,0.9565217391304348,0.17526599963832773,0.0,0.6,0.0038053,1,23,0.0,,,,,,,,,,
24,0.6910491585731506,22.0,74.0,0.2972972972972973,0.0,22.0,0.0,1.0,0.17931419279261732,0.0,0.6,0.0038053,1,24,0.0,,,,,,,,,,
25,0.6938166320323944,11.0,74.0,0.14864864864864866,0.0,11.0,0.0,1.0,0.17604033794164062,0.0,0.6,0.0038053,1,25,0.0,,,,,,,,,,
26,0.6885584890842438,31.0,74.0,0.4189189189189189,0.0,31.0,0.0,1.0,0.1749885819647389,0.0,0.6,0.0038053,1,26,0.0,,,,,,,,,,
27,0.693530336022377,7.0,74.0,0.0945945945945946,0.0,7.0,0.0,1.0,0.16545981693229198,0.0,0.6,0.0038053,1,27,0.0,,,,,,,,,,
28,0.6882666647434235,14.0,74.0,0.1891891891891892,0.0,14.0,0.0,1.0,0.17673387086388104,0.0,0.6,0.0038053,1,28,0.0,,,,,,,,,,
29,0.6900730729103088,29.0,74.0,0.3918918918918919,1.0,28.0,0.034482758620689655,0.9655172413793104,0.1761386104083185,0.0,0.6,0.0038053,1,29,0.0,,,,,,,,,,
30,0.6962838470935822,14.0,74.0,0.1891891891891892,0.0,14.0,0.0,1.0,0.17716899071376996,0.0,0.6,0.0038053,1,30,0.0,,,,,,,,,,
31,0.6990613341331482,12.0,74.0,0.16216216216216217,0.0,12.0,0.0,1.0,0.17626479883860488,0.0,0.6,0.0038053,1,31,0.0,,,,,,,,,,
32,0.6803179830312729,23.0,74.0,0.3108108108108108,0.0,23.0,0.0,1.0,0.1740898900110399,0.0,0.6,0.0038053,1,32,0.0,,,,,,,,,,
33,0.6902947872877121,7.0,74.0,0.0945945945945946,0.0,7.0,0.0,1.0,0.1764319140456872,0.0,0.6,0.0038053,1,33,0.0,,,,,,,,,,
