step,train/loss,train/num_tasks,train/grad_solver_cagrad,train/cagrad_c,epoch,step_in_epoch,probe/is_eval,val/acc,val/loss,train/acc,train/loss_eval,gap/train_minus_val
1,0.6939697265625,3.0,0.0,0.0,1,1,0.0,,,,,
1,,,,,1,,1.0,0.5083049732365813,0.6945285973678476,0.514512520231778,0.693728575748756,0.0062075469951966555
2,0.6999104817708334,3.0,0.0,0.0,1,2,0.0,,,,,
3,0.6898193359375,3.0,0.0,0.0,1,3,0.0,,,,,
4,0.6842041015625,3.0,0.0,0.0,1,4,0.0,,,,,
5,0.6956787109375,3.0,0.0,0.0,1,5,0.0,,,,,
6,0.6945393880208334,3.0,0.0,0.0,1,6,0.0,,,,,
7,0.6886393229166666,3.0,0.0,0.0,1,7,0.0,,,,,
8,0.6942952473958334,3.0,0.0,0.0,1,8,0.0,,,,,
9,0.693115234375,3.0,0.0,0.0,1,9,0.0,,,,,
10,0.6953125,3.0,0.0,0.0,1,10,0.0,,,,,
10,,,,,1,,1.0,0.5083049732365813,0.6932139083160838,0.514600334464329,0.6925177397903249,0.006295361227747653
11,0.6943359375,3.0,0.0,0.0,2,1,0.0,,,,,
12,0.6944986979166666,3.0,0.0,0.0,2,2,0.0,,,,,
13,0.6968180338541666,3.0,0.0,0.0,2,3,0.0,,,,,
14,0.6934000651041666,3.0,0.0,0.0,2,4,0.0,,,,,
15,0.6844482421875,3.0,0.0,0.0,2,5,0.0,,,,,
16,0.6912841796875,3.0,0.0,0.0,2,6,0.0,,,,,
17,0.68994140625,3.0,0.0,0.0,2,7,0.0,,,,,
18,0.6872151692708334,3.0,0.0,0.0,2,8,0.0,,,,,
19,0.6883138020833334,3.0,0.0,0.0,2,9,0.0,,,,,
20,0.6875,3.0,0.0,0.0,2,10,0.0,,,,,
20,,,,,2,,1.0,0.5083049732365813,0.6918314053737512,0.5147391758860652,0.6912327243568045,0.006434202649483911
21,0.6927490234375,3.0,0.0,0.0,3,1,0.0,,,,,
22,0.6864827473958334,3.0,0.0,0.0,3,2,0.0,,,,,
23,0.6949869791666666,3.0,0.0,0.0,3,3,0.0,,,,,
24,0.6889241536458334,3.0,0.0,0.0,3,4,0.0,,,,,
25,0.691162109375,3.0,0.0,0.0,3,5,0.0,,,,,
26,0.6904703776041666,3.0,0.0,0.0,3,6,0.0,,,,,
27,0.6896158854166666,3.0,0.0,0.0,3,7,0.0,,,,,
28,0.687744140625,3.0,0.0,0.0,3,8,0.0,,,,,
29,0.6935221354166666,3.0,0.0,0.0,3,9,0.0,,,,,
30,0.6902669270833334,3.0,0.0,0.0,3,10,0.0,,,,,
30,,,,,3,,1.0,0.5083049732365813,0.6913256892745215,0.5142894246139454,0.6907611103871408,0.005984451377364142
