step,train/loss,train/num_tasks,train/grad_solver_cagrad,train/cagrad_c,epoch,step_in_epoch,probe/is_eval,val/acc,val/loss,train/acc,train/loss_eval,gap/train_minus_val
1,0.6741943359375,3.0,1.0,0.6,1,1,0.0,,,,,
2,0.6632080078125,3.0,1.0,0.6,1,2,0.0,,,,,
3,0.6593831380208334,3.0,1.0,0.6,1,3,0.0,,,,,
4,0.6728922526041666,3.0,1.0,0.6,1,4,0.0,,,,,
5,0.6974690755208334,3.0,1.0,0.6,1,5,0.0,,,,,
5,,,,,1,,1.0,0.6160076283075439,0.661674818437478,0.6252411358025639,0.6558142005623746,0.009233507495020055
6,0.6980794270833334,3.0,1.0,0.6,2,1,0.0,,,,,
7,0.63568115234375,3.0,1.0,0.6,2,2,0.0,,,,,
8,0.7090861002604166,3.0,1.0,0.6,2,3,0.0,,,,,
9,0.6329345703125,3.0,1.0,0.6,2,4,0.0,,,,,
10,0.65869140625,3.0,1.0,0.6,2,5,0.0,,,,,
10,,,,,2,,1.0,0.6160076283075439,0.652434600616051,0.6255471522695059,0.6468679015105608,0.009539523961962004
11,0.61376953125,3.0,1.0,0.6,3,1,0.0,,,,,
12,0.6596476236979166,3.0,1.0,0.6,3,2,0.0,,,,,
13,0.6204935709635416,3.0,1.0,0.6,3,3,0.0,,,,,
14,0.598663330078125,3.0,1.0,0.6,3,4,0.0,,,,,
15,0.6241378784179688,3.0,1.0,0.6,3,5,0.0,,,,,
15,,,,,3,,1.0,0.6160076283075439,0.6337401328217146,0.6265939496553777,0.619112004206333,0.010586321347833882
16,0.5695063273111979,3.0,1.0,0.6,4,1,0.0,,,,,
17,0.6033070882161459,3.0,1.0,0.6,4,2,0.0,,,,,
18,0.6116994222005209,3.0,1.0,0.6,4,3,0.0,,,,,
19,0.6012929280598959,3.0,1.0,0.6,4,4,0.0,,,,,
20,0.563873291015625,3.0,1.0,0.6,4,5,0.0,,,,,
20,,,,,4,,1.0,0.6562368088433412,0.611086711816237,0.6527016036644214,0.6095776558878717,-0.003535205178919809
21,0.5664774576822916,3.0,1.0,0.6,5,1,0.0,,,,,
22,0.6618448893229166,3.0,1.0,0.6,5,2,0.0,,,,,
23,0.6337966918945312,3.0,1.0,0.6,5,3,0.0,,,,,
24,0.6352335611979166,3.0,1.0,0.6,5,4,0.0,,,,,
25,0.6061503092447916,3.0,1.0,0.6,5,5,0.0,,,,,
25,,,,,5,,1.0,0.6296653612462196,0.6221888321525413,0.6131472519611935,0.6333047364665115,-0.016518109285026172
26,0.6583150227864584,3.0,1.0,0.6,6,1,0.0,,,,,
27,0.647369384765625,3.0,1.0,0.6,6,2,0.0,,,,,
28,0.6581319173177084,3.0,1.0,0.6,6,3,0.0,,,,,
29,0.6783040364583334,3.0,1.0,0.6,6,4,0.0,,,,,
30,0.5759226481119791,3.0,1.0,0.6,6,5,0.0,,,,,
30,,,,,6,,1.0,0.677454590975537,0.5868008429292136,0.6698223789811607,0.5808720111617607,-0.007632211994376248
31,0.6301778157552084,3.0,1.0,0.6,7,1,0.0,,,,,
32,0.5814768473307291,3.0,1.0,0.6,7,2,0.0,,,,,
33,0.5780309041341146,3.0,1.0,0.6,7,3,0.0,,,,,
34,0.5245030721028646,3.0,1.0,0.6,7,4,0.0,,,,,
35,0.6173985799153646,3.0,1.0,0.6,7,5,0.0,,,,,
35,,,,,7,,1.0,0.6414603662801103,0.5785945863403887,0.6657722308409771,0.5734414707444898,0.02431186456086687
36,0.55413818359375,3.0,1.0,0.6,8,1,0.0,,,,,
37,0.5930938720703125,3.0,1.0,0.6,8,2,0.0,,,,,
38,0.6069691975911459,3.0,1.0,0.6,8,3,0.0,,,,,
39,0.6463775634765625,3.0,1.0,0.6,8,4,0.0,,,,,
40,0.504486083984375,3.0,1.0,0.6,8,5,0.0,,,,,
40,,,,,8,,1.0,0.6893644288492581,0.5641623620880728,0.6909890623946655,0.556887552670001,0.0016246335454074279
41,0.5309371948242188,3.0,1.0,0.6,9,1,0.0,,,,,
42,0.5279998779296875,3.0,1.0,0.6,9,2,0.0,,,,,
43,0.6299654642740885,3.0,1.0,0.6,9,3,0.0,,,,,
44,0.5493494669596354,3.0,1.0,0.6,9,4,0.0,,,,,
45,0.5649541219075521,3.0,1.0,0.6,9,5,0.0,,,,,
45,,,,,9,,1.0,0.6798657638941346,0.561538219745219,0.6866110308969563,0.5551468441139188,0.006745267002821742
46,0.5437825520833334,3.0,1.0,0.6,10,1,0.0,,,,,
47,0.5647481282552084,3.0,1.0,0.6,10,2,0.0,,,,,
48,0.6085230509440104,3.0,1.0,0.6,10,3,0.0,,,,,
49,0.55731201171875,3.0,1.0,0.6,10,4,0.0,,,,,
50,0.5342203776041666,3.0,1.0,0.6,10,5,0.0,,,,,
50,,,,,10,,1.0,0.6780539653492133,0.5639433413473814,0.6791396343898563,0.559400439249668,0.0010856690406430003
