step,train/loss,epoch,step_in_epoch,probe/is_eval,val/acc,val/loss,train/acc,train/loss_eval,gap/train_minus_val
1,0.7392125129699707,1,1,0.0,,,,,
2,0.732851505279541,1,2,0.0,,,,,
3,0.7973806858062744,1,3,0.0,,,,,
4,0.7881180047988892,1,4,0.0,,,,,
5,0.90506911277771,1,5,0.0,,,,,
6,0.7433612942695618,1,6,0.0,,,,,
7,0.6836099624633789,1,7,0.0,,,,,
8,0.7093019485473633,1,8,0.0,,,,,
9,0.8122137188911438,1,9,0.0,,,,,
10,0.7616432309150696,1,10,0.0,,,,,
11,0.7807267904281616,1,11,0.0,,,,,
12,0.6071650981903076,1,12,0.0,,,,,
13,0.7684836387634277,1,13,0.0,,,,,
14,0.7337093353271484,1,14,0.0,,,,,
15,0.7231210470199585,1,15,0.0,,,,,
16,0.7541396617889404,1,16,0.0,,,,,
17,0.7440159320831299,1,17,0.0,,,,,
18,0.7394465804100037,1,18,0.0,,,,,
19,0.6802595257759094,1,19,0.0,,,,,
20,0.7081254124641418,1,20,0.0,,,,,
21,0.7179745435714722,1,21,0.0,,,,,
22,0.7412669062614441,1,22,0.0,,,,,
23,0.762222170829773,1,23,0.0,,,,,
24,0.7556234002113342,1,24,0.0,,,,,
25,0.7573940753936768,1,25,0.0,,,,,
26,0.7274373769760132,1,26,0.0,,,,,
27,0.6988513469696045,1,27,0.0,,,,,
28,0.6919849514961243,1,28,0.0,,,,,
29,0.6698004603385925,1,29,0.0,,,,,
30,0.7278209924697876,1,30,0.0,,,,,
31,0.6969284415245056,1,31,0.0,,,,,
32,0.700454831123352,1,32,0.0,,,,,
33,0.7029712796211243,1,33,0.0,,,,,
34,0.7035825252532959,1,34,0.0,,,,,
35,0.6972135305404663,1,35,0.0,,,,,
36,0.6813169121742249,1,36,0.0,,,,,
37,0.7182865142822266,1,37,0.0,,,,,
38,0.6942371129989624,1,38,0.0,,,,,
39,0.692820131778717,1,39,0.0,,,,,
40,0.7071003913879395,1,40,0.0,,,,,
41,0.6958804130554199,1,41,0.0,,,,,
42,0.7131616473197937,1,42,0.0,,,,,
43,0.7217365503311157,1,43,0.0,,,,,
44,0.6817184686660767,1,44,0.0,,,,,
45,0.6940994262695312,1,45,0.0,,,,,
46,0.6880264282226562,1,46,0.0,,,,,
47,0.6662306189537048,1,47,0.0,,,,,
48,0.7244836091995239,1,48,0.0,,,,,
49,0.6976559162139893,1,49,0.0,,,,,
50,0.7062637209892273,1,50,0.0,,,,,
51,0.6806459426879883,1,51,0.0,,,,,
52,0.7140364050865173,1,52,0.0,,,,,
53,0.7001396417617798,1,53,0.0,,,,,
54,0.681954562664032,1,54,0.0,,,,,
55,0.6333070993423462,1,55,0.0,,,,,
56,0.6786140203475952,1,56,0.0,,,,,
57,0.6801163554191589,1,57,0.0,,,,,
58,0.6251557469367981,1,58,0.0,,,,,
59,0.6565766930580139,1,59,0.0,,,,,
60,0.6724082231521606,1,60,0.0,,,,,
61,0.6806092262268066,1,61,0.0,,,,,
62,0.6254128217697144,1,62,0.0,,,,,
63,0.670742928981781,1,63,0.0,,,,,
64,0.7914941310882568,1,64,0.0,,,,,
65,0.637948751449585,1,65,0.0,,,,,
66,0.7825028896331787,1,66,0.0,,,,,
67,0.6086949110031128,1,67,0.0,,,,,
68,0.655590295791626,1,68,0.0,,,,,
69,0.712980329990387,1,69,0.0,,,,,
70,0.7767927646636963,1,70,0.0,,,,,
71,0.6757798194885254,1,71,0.0,,,,,
72,0.6851415038108826,1,72,0.0,,,,,
73,0.7264090776443481,1,73,0.0,,,,,
74,0.6677886843681335,1,74,0.0,,,,,
75,0.6502499580383301,1,75,0.0,,,,,
76,0.6015303134918213,1,76,0.0,,,,,
77,0.6164210438728333,1,77,0.0,,,,,
78,0.6668019890785217,1,78,0.0,,,,,
78,,1,,1.0,0.6101083032490975,0.66924164030287,0.7132530120481928,0.5931407350760239,0.10314470879909532
79,0.589340090751648,2,1,0.0,,,,,
80,0.6658455729484558,2,2,0.0,,,,,
81,0.6925032138824463,2,3,0.0,,,,,
82,0.657558262348175,2,4,0.0,,,,,
83,0.7503507137298584,2,5,0.0,,,,,
84,0.5897312164306641,2,6,0.0,,,,,
85,0.4970828890800476,2,7,0.0,,,,,
86,0.6903716325759888,2,8,0.0,,,,,
87,0.7956873774528503,2,9,0.0,,,,,
88,0.6326268315315247,2,10,0.0,,,,,
89,0.658843994140625,2,11,0.0,,,,,
90,0.6989288330078125,2,12,0.0,,,,,
91,0.5049039125442505,2,13,0.0,,,,,
92,0.5928162336349487,2,14,0.0,,,,,
93,0.72216796875,2,15,0.0,,,,,
94,0.6088151931762695,2,16,0.0,,,,,
95,0.6535165309906006,2,17,0.0,,,,,
96,0.5797282457351685,2,18,0.0,,,,,
97,0.5336461067199707,2,19,0.0,,,,,
98,0.6189265251159668,2,20,0.0,,,,,
99,0.7099192142486572,2,21,0.0,,,,,
100,0.5013860464096069,2,22,0.0,,,,,
101,0.5479738116264343,2,23,0.0,,,,,
102,0.6766207218170166,2,24,0.0,,,,,
103,0.566126823425293,2,25,0.0,,,,,
104,0.5382369756698608,2,26,0.0,,,,,
105,0.4847918152809143,2,27,0.0,,,,,
106,0.5795896053314209,2,28,0.0,,,,,
