step,train/loss,epoch,step_in_epoch,probe/is_eval,val/acc,val/loss,train/acc,train/loss_eval,gap/train_minus_val
1,0.6964443922042847,1,1,0.0,,,,,
2,0.7188036441802979,1,2,0.0,,,,,
3,0.707237720489502,1,3,0.0,,,,,
4,0.6898293495178223,1,4,0.0,,,,,
5,0.7062417268753052,1,5,0.0,,,,,
6,0.7110714316368103,1,6,0.0,,,,,
7,0.7027233839035034,1,7,0.0,,,,,
8,0.6861062049865723,1,8,0.0,,,,,
9,0.7243046164512634,1,9,0.0,,,,,
10,0.6748709082603455,1,10,0.0,,,,,
11,0.6969016790390015,1,11,0.0,,,,,
12,0.6875089406967163,1,12,0.0,,,,,
13,0.696512758731842,1,13,0.0,,,,,
14,0.6873489618301392,1,14,0.0,,,,,
15,0.7033178806304932,1,15,0.0,,,,,
16,0.7083846926689148,1,16,0.0,,,,,
17,0.7063969373703003,1,17,0.0,,,,,
18,0.7054885029792786,1,18,0.0,,,,,
19,0.6995375156402588,1,19,0.0,,,,,
20,0.6946195363998413,1,20,0.0,,,,,
21,0.7148633003234863,1,21,0.0,,,,,
22,0.700657844543457,1,22,0.0,,,,,
23,0.6989156007766724,1,23,0.0,,,,,
24,0.7006403207778931,1,24,0.0,,,,,
25,0.6978066563606262,1,25,0.0,,,,,
26,0.6976276636123657,1,26,0.0,,,,,
27,0.6864820718765259,1,27,0.0,,,,,
28,0.6928343772888184,1,28,0.0,,,,,
29,0.6953033208847046,1,29,0.0,,,,,
30,0.6847687363624573,1,30,0.0,,,,,
31,0.690064549446106,1,31,0.0,,,,,
32,0.6972161531448364,1,32,0.0,,,,,
33,0.7008923292160034,1,33,0.0,,,,,
34,0.6985660791397095,1,34,0.0,,,,,
35,0.6942272186279297,1,35,0.0,,,,,
36,0.6999284625053406,1,36,0.0,,,,,
37,0.7001328468322754,1,37,0.0,,,,,
38,0.6919480562210083,1,38,0.0,,,,,
39,0.7042199373245239,1,39,0.0,,,,,
40,0.6987271308898926,1,40,0.0,,,,,
41,0.6925482153892517,1,41,0.0,,,,,
42,0.7079476714134216,1,42,0.0,,,,,
43,0.7004592418670654,1,43,0.0,,,,,
44,0.6845908164978027,1,44,0.0,,,,,
45,0.6997064352035522,1,45,0.0,,,,,
46,0.6963866353034973,1,46,0.0,,,,,
47,0.6884047985076904,1,47,0.0,,,,,
48,0.7142161130905151,1,48,0.0,,,,,
49,0.6851934194564819,1,49,0.0,,,,,
50,0.6954120397567749,1,50,0.0,,,,,
51,0.7032217383384705,1,51,0.0,,,,,
52,0.6956028938293457,1,52,0.0,,,,,
53,0.6930121779441833,1,53,0.0,,,,,
54,0.7024715542793274,1,54,0.0,,,,,
55,0.7020571231842041,1,55,0.0,,,,,
56,0.6875104904174805,1,56,0.0,,,,,
57,0.6916654109954834,1,57,0.0,,,,,
58,0.6797058582305908,1,58,0.0,,,,,
59,0.6901979446411133,1,59,0.0,,,,,
60,0.6953885555267334,1,60,0.0,,,,,
61,0.6960813999176025,1,61,0.0,,,,,
62,0.6985079050064087,1,62,0.0,,,,,
63,0.6875055432319641,1,63,0.0,,,,,
64,0.6828984022140503,1,64,0.0,,,,,
65,0.6882565021514893,1,65,0.0,,,,,
66,0.6805704236030579,1,66,0.0,,,,,
67,0.7020738124847412,1,67,0.0,,,,,
68,0.6900455951690674,1,68,0.0,,,,,
69,0.6912308931350708,1,69,0.0,,,,,
70,0.6918771862983704,1,70,0.0,,,,,
71,0.7127166986465454,1,71,0.0,,,,,
72,0.6976584196090698,1,72,0.0,,,,,
73,0.6869556903839111,1,73,0.0,,,,,
74,0.6995818614959717,1,74,0.0,,,,,
75,0.6912352442741394,1,75,0.0,,,,,
76,0.6914001703262329,1,76,0.0,,,,,
77,0.6894572973251343,1,77,0.0,,,,,
78,0.6928025484085083,1,78,0.0,,,,,
78,,1,,1.0,0.5415162454873647,0.6920604573355781,0.5951807228915663,0.6877286556439522,0.05366447740420166
79,0.7008489966392517,2,1,0.0,,,,,
80,0.6896957755088806,2,2,0.0,,,,,
81,0.6905472278594971,2,3,0.0,,,,,
82,0.6846120953559875,2,4,0.0,,,,,
83,0.6855423450469971,2,5,0.0,,,,,
84,0.7017708420753479,2,6,0.0,,,,,
85,0.6821330785751343,2,7,0.0,,,,,
86,0.6822594404220581,2,8,0.0,,,,,
87,0.6821682453155518,2,9,0.0,,,,,
88,0.6854110360145569,2,10,0.0,,,,,
89,0.6932903528213501,2,11,0.0,,,,,
90,0.6910754442214966,2,12,0.0,,,,,
91,0.679603636264801,2,13,0.0,,,,,
92,0.7064272165298462,2,14,0.0,,,,,
93,0.6949819326400757,2,15,0.0,,,,,
94,0.6796509623527527,2,16,0.0,,,,,
95,0.666720449924469,2,17,0.0,,,,,
96,0.6845290660858154,2,18,0.0,,,,,
97,0.7037183046340942,2,19,0.0,,,,,
98,0.7014045715332031,2,20,0.0,,,,,
99,0.7095197439193726,2,21,0.0,,,,,
100,0.6758488416671753,2,22,0.0,,,,,
101,0.6918880939483643,2,23,0.0,,,,,
102,0.6920062899589539,2,24,0.0,,,,,
103,0.6599716544151306,2,25,0.0,,,,,
104,0.6722283959388733,2,26,0.0,,,,,
105,0.675738513469696,2,27,0.0,,,,,
106,0.6775546669960022,2,28,0.0,,,,,
107,0.6551902890205383,2,29,0.0,,,,,
108,0.713858425617218,2,30,0.0,,,,,
109,0.6741150617599487,2,31,0.0,,,,,
110,0.6905618906021118,2,32,0.0,,,,,
111,0.6818473935127258,2,33,0.0,,,,,
112,0.7174937725067139,2,34,0.0,,,,,
113,0.663135290145874,2,35,0.0,,,,,
114,0.6830196976661682,2,36,0.0,,,,,
115,0.6957199573516846,2,37,0.0,,,,,
116,0.6763591170310974,2,38,0.0,,,,,
117,0.6642968058586121,2,39,0.0,,,,,
118,0.6536216735839844,2,40,0.0,,,,,
119,0.6811899542808533,2,41,0.0,,,,,
120,0.7043980360031128,2,42,0.0,,,,,
121,0.6403050422668457,2,43,0.0,,,,,
122,0.6840345859527588,2,44,0.0,,,,,
123,0.7026983499526978,2,45,0.0,,,,,
124,0.70308917760849,2,46,0.0,,,,,
125,0.7220953106880188,2,47,0.0,,,,,
126,0.7155708074569702,2,48,0.0,,,,,
127,0.6781076192855835,2,49,0.0,,,,,
128,0.6966561079025269,2,50,0.0,,,,,
129,0.6468658447265625,2,51,0.0,,,,,
130,0.7245482206344604,2,52,0.0,,,,,
131,0.6960794925689697,2,53,0.0,,,,,
132,0.6753299832344055,2,54,0.0,,,,,
133,0.7563759088516235,2,55,0.0,,,,,
134,0.7441812753677368,2,56,0.0,,,,,
135,0.6533384323120117,2,57,0.0,,,,,
136,0.719896674156189,2,58,0.0,,,,,
137,0.6774888634681702,2,59,0.0,,,,,
138,0.647200882434845,2,60,0.0,,,,,
139,0.7088327407836914,2,61,0.0,,,,,
140,0.7244994044303894,2,62,0.0,,,,,
