step,train/loss,train/num_tasks,train/grad_solver_cagrad,train/cagrad_c,epoch,step_in_epoch,probe/is_eval,val/acc,val/loss,train/acc,train/loss_eval,gap/train_minus_val
1,0.6880929072697958,3.0,0.0,0.0,1,1,0.0,,,,,
2,0.6933656732241312,3.0,0.0,0.0,1,2,0.0,,,,,
3,0.603493869304657,3.0,0.0,0.0,1,3,0.0,,,,,
4,1.1747102737426758,3.0,0.0,0.0,1,4,0.0,,,,,
5,5.033709367116292,3.0,0.0,0.0,1,5,0.0,,,,,
6,0.7575962543487549,3.0,0.0,0.0,1,6,0.0,,,,,
7,3.040266672770182,3.0,0.0,0.0,1,7,0.0,,,,,
7,,,,,1,,1.0,0.6160076283075439,0.9269190298495161,0.6256336331550701,0.9080577959180015,0.009626004847526293
8,0.9757757584253947,3.0,0.0,0.0,2,1,0.0,,,,,
9,3.013136625289917,3.0,0.0,0.0,2,2,0.0,,,,,
10,2.8083182175954184,3.0,0.0,0.0,2,3,0.0,,,,,
11,1.2192519505818684,3.0,0.0,0.0,2,4,0.0,,,,,
12,1.1250977118810017,3.0,0.0,0.0,2,5,0.0,,,,,
13,1.3290377060572307,3.0,0.0,0.0,2,6,0.0,,,,,
14,1.9157341321309407,3.0,0.0,0.0,2,7,0.0,,,,,
14,,,,,2,,1.0,0.3839923716924562,1.6957103378320106,0.374261645772586,1.7194074986500532,-0.009730725919870176
15,1.6625150442123413,3.0,0.0,0.0,3,1,0.0,,,,,
16,1.424281398455302,3.0,0.0,0.0,3,2,0.0,,,,,
17,1.0022499958674114,3.0,0.0,0.0,3,3,0.0,,,,,
18,0.7690320809682211,3.0,0.0,0.0,3,4,0.0,,,,,
19,0.6659386157989502,3.0,0.0,0.0,3,5,0.0,,,,,
20,0.639163057009379,3.0,0.0,0.0,3,6,0.0,,,,,
20,,,,,3,,1.0,0.6160076283075439,0.6977957151801251,0.6260528241142523,0.6883923427007455,0.010045195806708485
