step,train/loss,train/gate0_triggered_blocks,train/tau_N,train/tau_D,val/acc,epoch,val/acc_r_only,train/acc,gap/train_minus_val,train/acc_r_only,gap_r_only/train_minus_val_r_only
1,0.7379840016365051,3.0,0.6,0.0038053,,,,,,,
2,0.8064712882041931,22.0,0.6,0.0038053,,,,,,,
3,0.7577626705169678,10.0,0.6,0.0038053,,,,,,,
4,0.7129682898521423,23.0,0.6,0.0038053,,,,,,,
5,0.6917343139648438,7.0,0.6,0.0038053,,,,,,,
6,0.6379383206367493,0.0,0.6,0.0038053,,,,,,,
7,0.6329555511474609,0.0,0.6,0.0038053,,,,,,,
8,0.7206728458404541,0.0,0.6,0.0038053,,,,,,,
9,0.6779252290725708,0.0,0.6,0.0038053,,,,,,,
10,0.6957139372825623,0.0,0.6,0.0038053,,,,,,,
11,0.618087112903595,0.0,0.6,0.0038053,,,,,,,
12,0.7212197780609131,0.0,0.6,0.0038053,,,,,,,
13,0.6997421979904175,0.0,0.6,0.0038053,,,,,,,
14,0.6216589212417603,0.0,0.6,0.0038053,,,,,,,
15,0.6493772268295288,0.0,0.6,0.0038053,,,,,,,
16,0.6587989330291748,0.0,0.6,0.0038053,,,,,,,
17,0.5307431221008301,0.0,0.6,0.0038053,,,,,,,
18,0.790072500705719,0.0,0.6,0.0038053,,,,,,,
19,0.6820821762084961,0.0,0.6,0.0038053,,,,,,,
20,0.7267217636108398,0.0,0.6,0.0038053,,,,,,,
21,0.6656413674354553,0.0,0.6,0.0038053,,,,,,,
22,1.2193232774734497,0.0,0.6,0.0038053,,,,,,,
23,0.7797921895980835,0.0,0.6,0.0038053,,,,,,,
24,0.6915085315704346,33.0,0.6,0.0038053,,,,,,,
25,0.3238169252872467,26.0,0.6,0.0038053,,,,,,,
26,0.6518903970718384,30.0,0.6,0.0038053,,,,,,,
27,0.6742192506790161,11.0,0.6,0.0038053,,,,,,,
28,0.6582618951797485,29.0,0.6,0.0038053,,,,,,,
29,0.7374192476272583,30.0,0.6,0.0038053,,,,,,,
30,0.8145017623901367,25.0,0.6,0.0038053,,,,,,,
31,0.7249637246131897,41.0,0.6,0.0038053,,,,,,,
32,0.668019711971283,46.0,0.6,0.0038053,,,,,,,
33,0.7367043495178223,60.0,0.6,0.0038053,,,,,,,
34,0.6758843660354614,61.0,0.6,0.0038053,,,,,,,
35,0.7605912685394287,61.0,0.6,0.0038053,,,,,,,
36,0.7869544625282288,62.0,0.6,0.0038053,,,,,,,
37,0.700315535068512,60.0,0.6,0.0038053,,,,,,,
38,0.692206621170044,57.0,0.6,0.0038053,,,,,,,
39,0.9585463404655457,44.0,0.6,0.0038053,,,,,,,
40,0.7614525556564331,51.0,0.6,0.0038053,,,,,,,
41,0.6165383458137512,56.0,0.6,0.0038053,,,,,,,
42,0.7157410383224487,57.0,0.6,0.0038053,,,,,,,
43,0.649412214756012,44.0,0.6,0.0038053,,,,,,,
44,0.7900774478912354,41.0,0.6,0.0038053,,,,,,,
45,0.8127355575561523,45.0,0.6,0.0038053,,,,,,,
46,0.6948391199111938,52.0,0.6,0.0038053,,,,,,,
47,0.7011342644691467,63.0,0.6,0.0038053,,,,,,,
48,0.7524114847183228,63.0,0.6,0.0038053,,,,,,,
49,0.6692222356796265,66.0,0.6,0.0038053,,,,,,,
50,0.7383320331573486,68.0,0.6,0.0038053,,,,,,,
51,0.6576834917068481,66.0,0.6,0.0038053,,,,,,,
52,0.755273699760437,61.0,0.6,0.0038053,,,,,,,
53,0.6790024042129517,60.0,0.6,0.0038053,,,,,,,
54,0.7614281177520752,61.0,0.6,0.0038053,,,,,,,
55,0.8811536431312561,59.0,0.6,0.0038053,,,,,,,
56,1.017720341682434,58.0,0.6,0.0038053,,,,,,,
57,0.6399784088134766,61.0,0.6,0.0038053,,,,,,,
58,0.9050205945968628,61.0,0.6,0.0038053,,,,,,,
59,0.7716274261474609,63.0,0.6,0.0038053,,,,,,,
60,0.6752405166625977,65.0,0.6,0.0038053,,,,,,,
61,0.7019103765487671,63.0,0.6,0.0038053,,,,,,,
62,0.6891221404075623,64.0,0.6,0.0038053,,,,,,,
63,0.6413034200668335,63.0,0.6,0.0038053,,,,,,,
64,0.7260587215423584,65.0,0.6,0.0038053,,,,,,,
65,0.6939802169799805,66.0,0.6,0.0038053,,,,,,,
66,0.6855031251907349,68.0,0.6,0.0038053,,,,,,,
67,0.6727821826934814,63.0,0.6,0.0038053,,,,,,,
68,0.6433071494102478,63.0,0.6,0.0038053,,,,,,,
69,0.6693179607391357,63.0,0.6,0.0038053,,,,,,,
70,0.7428070306777954,63.0,0.6,0.0038053,,,,,,,
71,0.7047622203826904,68.0,0.6,0.0038053,,,,,,,
72,0.6435145139694214,67.0,0.6,0.0038053,,,,,,,
73,0.8104544281959534,63.0,0.6,0.0038053,,,,,,,
74,0.750656008720398,68.0,0.6,0.0038053,,,,,,,
75,0.6591277122497559,68.0,0.6,0.0038053,,,,,,,
76,0.7511650323867798,65.0,0.6,0.0038053,,,,,,,
77,0.7210049629211426,65.0,0.6,0.0038053,,,,,,,
78,0.6612842082977295,65.0,0.6,0.0038053,,,,,,,
78,,,,,0.4729241877256318,1,0.4729241877256318,0.4983935742971888,0.025469386571557007,0.4983935742971888,0.025469386571557007
79,0.6724256873130798,67.0,0.6,0.0038053,,,,,,,
80,0.8515191078186035,63.0,0.6,0.0038053,,,,,,,
81,0.6590892672538757,63.0,0.6,0.0038053,,,,,,,
82,0.6461318731307983,65.0,0.6,0.0038053,,,,,,,
83,0.6325345039367676,68.0,0.6,0.0038053,,,,,,,
84,0.7343838810920715,67.0,0.6,0.0038053,,,,,,,
85,0.7624751329421997,67.0,0.6,0.0038053,,,,,,,
86,0.6700121164321899,67.0,0.6,0.0038053,,,,,,,
87,0.589065432548523,65.0,0.6,0.0038053,,,,,,,
88,0.6354140043258667,67.0,0.6,0.0038053,,,,,,,
89,0.7549883127212524,63.0,0.6,0.0038053,,,,,,,
90,0.8879276514053345,63.0,0.6,0.0038053,,,,,,,
91,0.616813063621521,67.0,0.6,0.0038053,,,,,,,
92,0.7412435412406921,66.0,0.6,0.0038053,,,,,,,
93,0.7230726480484009,64.0,0.6,0.0038053,,,,,,,
94,0.7711386680603027,63.0,0.6,0.0038053,,,,,,,
95,0.6994272470474243,68.0,0.6,0.0038053,,,,,,,
96,0.8149762749671936,63.0,0.6,0.0038053,,,,,,,
97,0.7758864164352417,67.0,0.6,0.0038053,,,,,,,
98,0.6388074159622192,68.0,0.6,0.0038053,,,,,,,
99,0.6117287278175354,67.0,0.6,0.0038053,,,,,,,
100,0.7829134464263916,64.0,0.6,0.0038053,,,,,,,
101,0.6607898473739624,68.0,0.6,0.0038053,,,,,,,
102,0.6937030553817749,65.0,0.6,0.0038053,,,,,,,
103,0.8410525321960449,65.0,0.6,0.0038053,,,,,,,
