step,train/loss,train/gate0_triggered_blocks,train/tau_N,train/tau_D,val/acc,epoch,train/acc,gap/train_minus_val
1,0.7379840016365051,3.0,0.6,0.0038053,,,,
2,0.8064712882041931,22.0,0.6,0.0038053,,,,
3,0.7577626705169678,10.0,0.6,0.0038053,,,,
4,0.7129682898521423,23.0,0.6,0.0038053,,,,
5,0.6917343139648438,7.0,0.6,0.0038053,,,,
6,0.6379383206367493,0.0,0.6,0.0038053,,,,
7,0.6329555511474609,0.0,0.6,0.0038053,,,,
8,0.7206728458404541,0.0,0.6,0.0038053,,,,
9,0.6779252290725708,0.0,0.6,0.0038053,,,,
10,0.6957139372825623,0.0,0.6,0.0038053,,,,
11,0.618087112903595,0.0,0.6,0.0038053,,,,
12,0.7212197780609131,0.0,0.6,0.0038053,,,,
13,0.6997421979904175,0.0,0.6,0.0038053,,,,
14,0.6216589212417603,0.0,0.6,0.0038053,,,,
15,0.6493772268295288,0.0,0.6,0.0038053,,,,
16,0.6587989330291748,0.0,0.6,0.0038053,,,,
17,0.5307431221008301,0.0,0.6,0.0038053,,,,
18,0.790072500705719,0.0,0.6,0.0038053,,,,
19,0.6820821762084961,0.0,0.6,0.0038053,,,,
20,0.7267217636108398,0.0,0.6,0.0038053,,,,
21,0.6656413674354553,0.0,0.6,0.0038053,,,,
22,1.2193232774734497,0.0,0.6,0.0038053,,,,
23,0.7797921895980835,0.0,0.6,0.0038053,,,,
24,0.6915085315704346,33.0,0.6,0.0038053,,,,
25,0.3238169550895691,26.0,0.6,0.0038053,,,,
26,0.6518903970718384,30.0,0.6,0.0038053,,,,
27,0.6742192506790161,11.0,0.6,0.0038053,,,,
28,0.6582618951797485,29.0,0.6,0.0038053,,,,
29,0.7374194860458374,30.0,0.6,0.0038053,,,,
30,0.8145023584365845,25.0,0.6,0.0038053,,,,
31,0.7249634861946106,41.0,0.6,0.0038053,,,,
32,0.6680196523666382,46.0,0.6,0.0038053,,,,
33,0.73670494556427,60.0,0.6,0.0038053,,,,
34,0.6758841276168823,61.0,0.6,0.0038053,,,,
35,0.7605899572372437,61.0,0.6,0.0038053,,,,
36,0.7869529724121094,62.0,0.6,0.0038053,,,,
37,0.7003144025802612,60.0,0.6,0.0038053,,,,
38,0.692207932472229,57.0,0.6,0.0038053,,,,
39,0.9585374593734741,44.0,0.6,0.0038053,,,,
40,0.7614380121231079,51.0,0.6,0.0038053,,,,
41,0.6165873408317566,56.0,0.6,0.0038053,,,,
42,0.7155594229698181,57.0,0.6,0.0038053,,,,
43,0.6490147709846497,44.0,0.6,0.0038053,,,,
44,0.7911261320114136,41.0,0.6,0.0038053,,,,
45,0.8133400678634644,45.0,0.6,0.0038053,,,,
46,0.6950392127037048,53.0,0.6,0.0038053,,,,
47,0.7013121843338013,63.0,0.6,0.0038053,,,,
48,0.752241849899292,63.0,0.6,0.0038053,,,,
49,0.6692467927932739,66.0,0.6,0.0038053,,,,
50,0.7384236454963684,68.0,0.6,0.0038053,,,,
51,0.6579494476318359,66.0,0.6,0.0038053,,,,
52,0.754795491695404,61.0,0.6,0.0038053,,,,
53,0.6786001920700073,60.0,0.6,0.0038053,,,,
54,0.7617300152778625,61.0,0.6,0.0038053,,,,
55,0.8821688890457153,59.0,0.6,0.0038053,,,,
56,1.0188275575637817,58.0,0.6,0.0038053,,,,
57,0.6400551795959473,61.0,0.6,0.0038053,,,,
58,0.9052940011024475,61.0,0.6,0.0038053,,,,
59,0.7722100019454956,63.0,0.6,0.0038053,,,,
60,0.6752868294715881,65.0,0.6,0.0038053,,,,
61,0.7012865543365479,63.0,0.6,0.0038053,,,,
62,0.6883724927902222,64.0,0.6,0.0038053,,,,
63,0.6413404941558838,63.0,0.6,0.0038053,,,,
64,0.7259776592254639,65.0,0.6,0.0038053,,,,
65,0.6937406659126282,65.0,0.6,0.0038053,,,,
66,0.6852611303329468,68.0,0.6,0.0038053,,,,
67,0.6726000308990479,64.0,0.6,0.0038053,,,,
68,0.6432687044143677,63.0,0.6,0.0038053,,,,
69,0.6692895889282227,63.0,0.6,0.0038053,,,,
70,0.7441507577896118,63.0,0.6,0.0038053,,,,
71,0.705833375453949,68.0,0.6,0.0038053,,,,
72,0.6428675651550293,68.0,0.6,0.0038053,,,,
73,0.8073943853378296,63.0,0.6,0.0038053,,,,
74,0.7496155500411987,68.0,0.6,0.0038053,,,,
75,0.6589692234992981,68.0,0.6,0.0038053,,,,
76,0.7523516416549683,65.0,0.6,0.0038053,,,,
77,0.720969557762146,65.0,0.6,0.0038053,,,,
78,0.6583223342895508,65.0,0.6,0.0038053,,,,
78,,,,,0.4729241877256318,1,0.4983935742971888,0.025469386571557007
79,0.6398923397064209,65.0,0.6,0.0038053,,,,
80,0.6268529891967773,67.0,0.6,0.0038053,,,,
81,0.7962366342544556,63.0,0.6,0.0038053,,,,
82,0.6678252816200256,68.0,0.6,0.0038053,,,,
83,0.7583564519882202,66.0,0.6,0.0038053,,,,
84,0.6884353160858154,67.0,0.6,0.0038053,,,,
85,0.6756837368011475,65.0,0.6,0.0038053,,,,
86,0.7026231288909912,68.0,0.6,0.0038053,,,,
87,0.7141063213348389,67.0,0.6,0.0038053,,,,
88,0.8246469497680664,65.0,0.6,0.0038053,,,,
89,0.6784100532531738,64.0,0.6,0.0038053,,,,
90,0.6864614486694336,68.0,0.6,0.0038053,,,,
91,0.6982959508895874,66.0,0.6,0.0038053,,,,
92,0.7268581390380859,67.0,0.6,0.0038053,,,,
93,0.7358416318893433,68.0,0.6,0.0038053,,,,
94,0.6469639539718628,66.0,0.6,0.0038053,,,,
95,0.6737746000289917,66.0,0.6,0.0038053,,,,
96,0.6857602596282959,68.0,0.6,0.0038053,,,,
97,0.693670392036438,68.0,0.6,0.0038053,,,,
98,0.578240156173706,67.0,0.6,0.0038053,,,,
99,0.8089197874069214,67.0,0.6,0.0038053,,,,
100,0.7799314260482788,65.0,0.6,0.0038053,,,,
101,0.7531876564025879,66.0,0.6,0.0038053,,,,
102,0.7350371479988098,68.0,0.6,0.0038053,,,,
103,0.7222796678543091,67.0,0.6,0.0038053,,,,
104,0.8043967485427856,68.0,0.6,0.0038053,,,,
105,0.6950421333312988,68.0,0.6,0.0038053,,,,
106,0.6545475721359253,68.0,0.6,0.0038053,,,,
107,0.7721585035324097,67.0,0.6,0.0038053,,,,
108,0.718725323677063,68.0,0.6,0.0038053,,,,
109,0.7427971959114075,67.0,0.6,0.0038053,,,,
110,0.7910305261611938,64.0,0.6,0.0038053,,,,
111,0.669614851474762,67.0,0.6,0.0038053,,,,
112,0.6858139038085938,65.0,0.6,0.0038053,,,,
113,0.6858395934104919,67.0,0.6,0.0038053,,,,
114,0.7173327207565308,64.0,0.6,0.0038053,,,,
115,0.748528003692627,64.0,0.6,0.0038053,,,,
116,0.9004229307174683,64.0,0.6,0.0038053,,,,
