step,train/loss,train/num_tasks,train/gate0_triggered_blocks,train/gate0_considered_blocks,train/gate0_trigger_rate,train/pull_to_r_blocks,train/pull_to_R_blocks,train/pull_to_r_rate,train/pull_to_R_rate,train/alpha_pull_mean,train/single_vote_skipped_blocks,train/tau_N,train/tau_D,epoch,step_in_epoch,probe/is_eval,val/acc,val/loss,val/acc_r_only,val/loss_r_only,train/acc,train/loss_eval,gap/train_minus_val,train/acc_r_only,train/loss_r_only_eval,gap_r_only/train_minus_val_r_only
1,0.6870414167642592,3.0,43.0,74.0,0.581081081081081,1.0,42.0,0.023255813953488372,0.9767441860465116,0.17484831531468156,0.0,0.6,0.0038053,1,1,0.0,,,,,,,,,,
2,0.6875187406937281,3.0,50.0,74.0,0.6756756756756757,0.0,50.0,0.0,1.0,0.17412431727601071,0.0,0.6,0.0038053,1,2,0.0,,,,,,,,,,
3,0.67994524538517,3.0,32.0,74.0,0.43243243243243246,1.0,31.0,0.03125,0.96875,0.1743252522313064,0.0,0.6,0.0038053,1,3,0.0,,,,,,,,,,
4,0.682535653313001,3.0,47.0,74.0,0.6351351351351351,0.0,47.0,0.0,1.0,0.17480021306796706,0.0,0.6,0.0038053,1,4,0.0,,,,,,,,,,
5,0.6586420685052872,3.0,40.0,74.0,0.5405405405405406,0.0,40.0,0.0,1.0,0.17559614636758242,0.0,0.6,0.0038053,1,5,0.0,,,,,,,,,,
5,,,,,,,,,,,,,,1,,1.0,0.6160076283075439,0.6668681941079339,0.6160076283075439,0.6671428766716209,0.6259224361124125,0.6639873081695243,0.009914807804868642,0.6260089169979767,0.6643032482882707,0.010001288690432819
6,0.6569797346989315,3.0,41.0,74.0,0.5540540540540541,0.0,41.0,0.0,1.0,0.17563904955940182,0.0,0.6,0.0038053,2,1,0.0,,,,,,,,,,
7,0.6910085926453272,3.0,19.0,74.0,0.25675675675675674,0.0,19.0,0.0,1.0,0.17509987735766902,0.0,0.6,0.0038053,2,2,0.0,,,,,,,,,,
8,0.6958038260539372,3.0,15.0,74.0,0.20270270270270271,0.0,15.0,0.0,1.0,0.17594955453693736,0.0,0.6,0.0038053,2,3,0.0,,,,,,,,,,
9,0.7016310592492422,3.0,6.0,74.0,0.08108108108108109,0.0,6.0,0.0,1.0,0.17628544474359,0.0,0.6,0.0038053,2,4,0.0,,,,,,,,,,
10,0.6186440885066986,3.0,12.0,74.0,0.16216216216216217,0.0,12.0,0.0,1.0,0.17326248223027885,0.0,0.6,0.0038053,2,5,0.0,,,,,,,,,,
10,,,,,,,,,,,,,,2,,1.0,0.6160076283075439,0.6547965666260382,0.6160076283075439,0.6548326434603752,0.6252326823826676,0.6511181677794626,0.00922505407512375,0.6258346218798614,0.6508698031925105,0.009826993572317533
11,0.6693447778622309,3.0,5.0,74.0,0.06756756756756757,0.0,5.0,0.0,1.0,0.17241709685905743,0.0,0.6,0.0038053,3,1,0.0,,,,,,,,,,
12,0.6723813066879908,3.0,8.0,74.0,0.10810810810810811,0.0,8.0,0.0,1.0,0.1749209411690431,0.0,0.6,0.0038053,3,2,0.0,,,,,,,,,,
13,0.6706498116254807,3.0,6.0,74.0,0.08108108108108109,0.0,6.0,0.0,1.0,0.17454452281082078,0.0,0.6,0.0038053,3,3,0.0,,,,,,,,,,
14,0.636097878217697,3.0,4.0,74.0,0.05405405405405406,0.0,4.0,0.0,1.0,0.1756056680969273,0.0,0.6,0.0038053,3,4,0.0,,,,,,,,,,
15,0.6128360057870548,3.0,3.0,74.0,0.04054054054054054,0.0,3.0,0.0,1.0,0.1773948824047514,0.0,0.6,0.0038053,3,5,0.0,,,,,,,,,,
15,,,,,,,,,,,,,,3,,1.0,0.6160076283075439,0.6489177136355131,0.6160076283075439,0.6484519620767316,0.6253253899986603,0.6464047998738817,0.009317761691116422,0.6258212750765234,0.6455574453153181,0.009813646768979556
16,0.619756447772185,3.0,4.0,74.0,0.05405405405405406,0.0,4.0,0.0,1.0,0.17273922093065666,0.0,0.6,0.0038053,4,1,0.0,,,,,,,,,,
17,0.6226621071497599,3.0,3.0,74.0,0.04054054054054054,0.0,3.0,0.0,1.0,0.17556855128754134,0.0,0.6,0.0038053,4,2,0.0,,,,,,,,,,
18,0.6355427329738934,3.0,2.0,74.0,0.02702702702702703,0.0,2.0,0.0,1.0,0.17480810688673026,0.0,0.6,0.0038053,4,3,0.0,,,,,,,,,,
19,0.7230671395858129,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,4,4,0.0,,,,,,,,,,
20,0.6357187951604524,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,4,5,0.0,,,,,,,,,,
20,,,,,,,,,,,,,,4,,1.0,0.6160076283075439,0.6489652300924565,0.6160076283075439,0.6483626184964297,0.6255604990728438,0.6474429583484176,0.009552870765299981,0.6264671216899927,0.6462223252698349,0.010459493382448892
21,0.623096190392971,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,5,1,0.0,,,,,,,,,,
22,0.6735018491744995,3.0,2.0,74.0,0.02702702702702703,0.0,2.0,0.0,1.0,0.17258104149692705,0.0,0.6,0.0038053,5,2,0.0,,,,,,,,,,
23,0.638992317020893,3.0,3.0,74.0,0.04054054054054054,0.0,3.0,0.0,1.0,0.1771493956808725,0.0,0.6,0.0038053,5,3,0.0,,,,,,,,,,
24,0.6087355439861616,3.0,2.0,74.0,0.02702702702702703,0.0,2.0,0.0,1.0,0.17548335558748065,0.0,0.6,0.0038053,5,4,0.0,,,,,,,,,,
25,0.6659339418013891,3.0,3.0,74.0,0.04054054054054054,0.0,3.0,0.0,1.0,0.17648590235941905,0.0,0.6,0.0038053,5,5,0.0,,,,,,,,,,
25,,,,,,,,,,,,,,5,,1.0,0.6160076283075439,0.639155875730317,0.6160076283075439,0.639213142810909,0.6258602888093574,0.6369225001850424,0.009852660501813548,0.625545818922519,0.6369786003020109,0.009538190614975184
26,0.6698414956529936,3.0,1.0,74.0,0.013513513513513514,0.0,1.0,0.0,1.0,0.17832529878057943,0.0,0.6,0.0038053,6,1,0.0,,,,,,,,,,
27,0.6753152310848235,3.0,3.0,74.0,0.04054054054054054,0.0,3.0,0.0,1.0,0.17431796151385012,0.0,0.6,0.0038053,6,2,0.0,,,,,,,,,,
28,0.6505076289176941,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,6,3,0.0,,,,,,,,,,
