step,mean,std,var,n
1,0.16987793658534028,0.0011628198219624639,1.3521499383488162e-06,5
2,0.16949124515503905,0.00021337419622161348,4.5528547613219615e-08,5
3,0.16938142065183678,0.00039041622248973,1.5242482678315035e-07,5
4,0.16928693817908505,0.0005114412540019959,2.615721562951341e-07,5
5,0.16916121742692944,0.00045566517902967467,2.0763075538014547e-07,5
6,0.1692812542571033,0.0004098897930165438,1.6800964241914513e-07,5
7,0.16964256676069162,0.0007067321808703201,4.994703754777189e-07,5
8,0.16940937303378573,0.0003278949252828486,1.0751508202624487e-07,5
9,0.16974919637831634,0.0004137388578632778,1.7117984250600958e-07,5
10,0.1694423584979142,0.0004559791445335026,2.0791698024950483e-07,5
11,0.16957681847856715,0.00045581427729267816,2.0776665538384648e-07,5
12,0.17027327615627158,0.0018430846118615237,3.3969608864807433e-06,5
13,0.16969167365816196,0.0007969140343244748,6.350719781033102e-07,5
14,0.16937366229185633,0.00043306591826289026,1.8754608956088037e-07,5
15,0.16955460652919527,0.0006575757494948473,4.3240586632371024e-07,5
16,0.16979966190298268,0.0009750641742802095,9.507501439647469e-07,5
17,0.17021285015010207,0.0010099751733154913,1.0200498507136566e-06,5
18,0.1693952882950708,0.0006364239248792191,4.0503541215866993e-07,5
19,0.1702104497249821,0.0008234157736785048,6.780135363425707e-07,5
20,0.16916512598670602,0.00024375587107385157,5.941692468297215e-08,5
21,0.16940417150043321,0.0004354206165734927,1.8959111333724054e-07,5
22,0.17008924335009418,0.0007737801810863856,5.987357686420798e-07,5
23,0.1693729599138603,0.00021778648282560622,4.743095210154807e-08,5
24,0.1700512541932393,0.0006439507485549421,4.146725665644703e-07,5
25,0.1692965682969415,0.0006509258858279519,4.2370450884090383e-07,5
26,0.16961434421834146,0.0005085694044404071,2.5864283913287037e-07,5
27,0.17006810691957702,0.001174391449764111,1.3791952772790505e-06,5
28,0.16977947118512418,0.00031099825364434646,9.671991376983326e-08,5
29,0.1704850320236793,0.0013984485499236928,1.955658346783679e-06,5
30,0.13687290325779392,0.06846050326321444,0.004686840507052595,5
31,0.1362877210702848,0.06814794150558404,0.004644141931448503,5
32,0.1354317602044935,0.0677159875770353,0.0045854549735331995,5
33,0.1358224812757709,0.0679115454246884,0.004611978001969516,5
34,0.13640840240824686,0.06821122208385483,0.004652770818172964,5
35,0.13529534282366398,0.06764851434980412,0.004576321493735654,5
36,0.17048228691017991,0.0011630015450278196,1.3525725937370957e-06,5
37,0.17017528612775396,0.0009036320553557601,8.165508914664755e-07,5
38,0.1359038763697314,0.06795724970624678,0.004618187787637178,5
39,0.1362467334585487,0.06814542552124468,0.0046437990194715065,5
40,0.13536911024684647,0.06769131419434515,0.004582114017357553,5
41,0.1357882677649574,0.067894626519564,0.0046096803102310836,5
42,0.136086717419629,0.06805549486488416,0.0046315503813042745,5
43,0.1022642666888626,0.08350091014733359,0.006972401995433077,5
44,0.135219871082037,0.06763771864940937,0.004574860984096661,5
45,0.10175328276818918,0.08308241679732709,0.006902687980884778,5
46,0.03377364648449684,0.06754729296899369,0.004562636787439064,5
47,0.03382562928487432,0.06765125856974864,0.004576692786070989,5
48,0.03383544740460479,0.06767089480920958,0.004579350004279109,5
49,0.033877803678455956,0.06775560735691191,0.0045908223283040155,5
50,0.03369995384611602,0.06739990769223204,0.0045427475569214,5
51,0.03382352581896184,0.06764705163792369,0.0045761235953039135,5
52,0.03408518585738224,0.06817037171476448,0.004647199579729161,5
53,0.03392656959738708,0.06785313919477416,0.004604048498585397,5
54,0.03409177947781743,0.06818355895563485,0.004648997711856534,5
55,0.0339178358624688,0.0678356717249376,0.004601678358373498,5
56,0.0342067777127268,0.0684135554254536,0.004680414565951612,5
57,0.03390340173497143,0.06780680346994286,0.004597762596811455,5
58,0.03376881886776202,0.06753763773552404,0.004561332510894881,5
59,0.0338411356008184,0.0676822712016368,0.004580889835011915,5
60,0.03410149091725857,0.06820298183451715,0.0046516467311194755,5
61,0.03371149318310097,0.06742298636620193,0.004545859090537052,5
62,0.033744700900235916,0.06748940180047183,0.004554819355385531,5
63,0.0,0.0,0.0,5
64,0.0,0.0,0.0,5
65,0.0,0.0,0.0,5
66,0.0,0.0,0.0,5
67,0.0,0.0,0.0,5
68,0.0,0.0,0.0,5
69,0.0,0.0,0.0,5
70,0.0,0.0,0.0,5
71,0.0,0.0,0.0,5
72,0.0,0.0,0.0,5
73,0.0,0.0,0.0,5
74,0.0,0.0,0.0,5
75,0.0,0.0,0.0,5
76,0.0,0.0,0.0,5
77,0.0,0.0,0.0,5
78,0.0,0.0,0.0,5
79,0.0,0.0,0.0,5
80,0.0,0.0,0.0,5
81,0.0,0.0,0.0,5
82,0.0,0.0,0.0,5
83,0.0,0.0,0.0,5
84,0.0,0.0,0.0,5
85,0.0,0.0,0.0,5
