step,mean,std,var,n
1,0.7891891891891892,0.032656881009715075,0.0010664718772826892,5
2,0.7864864864864864,0.08732699687245143,0.007626004382761143,5
3,0.6918918918918919,0.17250782051062644,0.02975894813732651,5
4,0.7081081081081081,0.10695329155356421,0.011439006574141711,5
5,0.7108108108108108,0.1237353853217254,0.015310445580715856,5
6,0.6567567567567567,0.2142818880315113,0.04591672753834915,5
7,0.6567567567567567,0.23006335075708556,0.05292914536157778,5
8,0.6756756756756757,0.2272521406440855,0.05164353542731921,5
9,0.754054054054054,0.11793202286092665,0.013907962016070124,5
10,0.7810810810810811,0.10305770791858174,0.010620891161431703,5
11,0.7702702702702703,0.08330289193201319,0.006939371804236668,5
12,0.7594594594594595,0.12972972972972976,0.016829802775748734,5
13,0.7918918918918919,0.06922296472900379,0.004791818845872903,5
14,0.7918918918918919,0.0984169808434223,0.009685902118334552,5
15,0.7945945945945947,0.11542787299493312,0.013323593864134411,5
16,0.8027027027027028,0.07130219436904281,0.00508400292184076,5
17,0.7891891891891892,0.06922296472900376,0.004791818845872898,5
18,0.7918918918918919,0.06257209136643364,0.00391526661796932,5
19,0.7594594594594595,0.05945945945945947,0.003535427319211104,5
20,0.8,0.0696437769012169,0.004850255661066473,5
21,0.7648648648648648,0.10206058155945517,0.010416362308254202,5
22,0.727027027027027,0.10234646610141347,0.010474799123447778,5
23,0.7189189189189189,0.16157551543389323,0.02610664718772827,5
24,0.654054054054054,0.21153721004702156,0.044747991234477716,5
25,0.6378378378378378,0.21577658006715753,0.04655953250547844,5
26,0.6405405405405405,0.17673278620834396,0.03123447772096421,5
27,0.591891891891892,0.21577658006715758,0.046559532505478465,5
28,0.5783783783783785,0.22096144255102373,0.04882395909422937,5
29,0.5405405405405406,0.24488932519079554,0.05997078159240321,5
30,0.4513513513513514,0.28495254817507465,0.08119795471146823,5
31,0.4864864864864865,0.26411919304989273,0.0697589481373265,5
32,0.4918918918918919,0.2927914067881263,0.08572680788897005,5
33,0.5135135135135135,0.2791775461322536,0.07794010226442659,5
34,0.4108108108108108,0.2646165410659311,0.07002191380569758,5
35,0.4216216216216216,0.2545997589422851,0.06482103725346969,5
36,0.40540540540540543,0.24652441623765145,0.06077428780131483,5
37,0.35405405405405405,0.2176305096129448,0.04736303871439006,5
38,0.33783783783783783,0.22072991339562612,0.048721694667640605,5
39,0.2675675675675676,0.19440681630653456,0.037794010226442666,5
40,0.2189189189189189,0.188686591088725,0.03560262965668371,5
41,0.13243243243243244,0.10891590097086425,0.011862673484295108,5
42,0.11891891891891893,0.09570773626824741,0.009159970781592402,5
43,0.08648648648648649,0.11549113848227835,0.013338203067932796,5
44,0.07837837837837838,0.07990132702213235,0.006384222059897736,5
45,0.07027027027027026,0.12068710033387084,0.014565376186997806,5
46,0.07837837837837838,0.15675675675675677,0.024572680788897006,5
47,0.07837837837837838,0.15675675675675677,0.024572680788897006,5
48,0.08108108108108109,0.16216216216216217,0.026296566837107384,5
49,0.0972972972972973,0.1945945945945946,0.03786705624543463,5
50,0.07297297297297298,0.14594594594594595,0.021300219138056978,5
51,0.0891891891891892,0.1783783783783784,0.03181884587289993,5
52,0.0918918918918919,0.1837837837837838,0.03377647918188459,5
53,0.05135135135135135,0.1027027027027027,0.010547845142439735,5
54,0.04864864864864865,0.0972972972972973,0.009466764061358657,5
55,0.07027027027027027,0.14054054054054055,0.01975164353542732,5
56,0.04054054054054054,0.08108108108108109,0.006574141709276846,5
57,0.05945945945945946,0.11891891891891893,0.014141709276844414,5
58,0.05405405405405406,0.10810810810810811,0.011687363038714392,5
59,0.03513513513513514,0.07027027027027027,0.00493791088385683,5
60,0.02972972972972973,0.05945945945945946,0.0035354273192111036,5
61,0.016216216216216217,0.032432432432432434,0.0010518626734842952,5
62,0.013513513513513514,0.02702702702702703,0.0007304601899196495,5
63,0.0,0.0,0.0,5
64,0.0,0.0,0.0,5
65,0.0,0.0,0.0,5
66,0.0,0.0,0.0,5
67,0.0,0.0,0.0,5
68,0.0,0.0,0.0,5
69,0.0,0.0,0.0,5
70,0.0,0.0,0.0,5
71,0.0,0.0,0.0,5
72,0.0,0.0,0.0,5
73,0.0,0.0,0.0,5
74,0.0,0.0,0.0,5
75,0.0,0.0,0.0,5
76,0.0,0.0,0.0,5
77,0.0,0.0,0.0,5
78,0.0,0.0,0.0,5
79,0.0,0.0,0.0,5
80,0.0,0.0,0.0,5
81,0.0,0.0,0.0,5
82,0.0,0.0,0.0,5
83,0.0,0.0,0.0,5
84,0.0,0.0,0.0,5
85,0.0,0.0,0.0,5
86,0.0,0.0,0.0,5
87,0.0,0.0,0.0,5
88,0.0,0.0,0.0,5
89,0.0,0.0,0.0,5
90,0.0,0.0,0.0,5
91,0.0,0.0,0.0,5
92,0.0,0.0,0.0,5
93,0.0,0.0,0.0,5
94,0.0,0.0,0.0,5
95,0.0,0.0,0.0,5
96,0.0,0.0,0.0,5
97,0.0,0.0,0.0,5
98,0.0,0.0,0.0,5
99,0.0,0.0,0.0,5
100,0.0,0.0,0.0,5
101,0.0,0.0,0.0,5
102,0.0,0.0,0.0,5
103,0.0,0.0,0.0,5
104,0.0,0.0,0.0,5
105,0.0,0.0,0.0,5
106,0.0,0.0,0.0,5
107,0.0,0.0,0.0,5
108,0.0,0.0,0.0,5
109,0.0,0.0,0.0,5
110,0.0,0.0,0.0,5
111,0.0,0.0,0.0,5
112,0.0,0.0,0.0,5
113,0.0,0.0,0.0,5
114,0.0,0.0,0.0,5
115,0.0,0.0,0.0,5
116,0.0,0.0,0.0,5
117,0.0,0.0,0.0,5
118,0.0,0.0,0.0,5
119,0.0,0.0,0.0,5
120,0.0,0.0,0.0,5
121,0.0,0.0,0.0,5
122,0.0,0.0,0.0,5
123,0.0,0.0,0.0,5
124,0.0,0.0,0.0,5
125,0.0,0.0,0.0,5
126,0.0,0.0,0.0,5
127,0.0,0.0,0.0,5
128,0.0,0.0,0.0,5
129,0.0,0.0,0.0,5
130,0.0,0.0,0.0,5
131,0.0,0.0,0.0,5
132,0.0,0.0,0.0,5
133,0.0,0.0,0.0,5
134,0.0,0.0,0.0,5
135,0.0,0.0,0.0,5
136,0.0,0.0,0.0,5
137,0.0,0.0,0.0,5
138,0.0,0.0,0.0,5
139,0.0,0.0,0.0,5
140,0.0,0.0,0.0,5
141,0.0,0.0,0.0,5
142,0.0,0.0,0.0,5
143,0.0,0.0,0.0,5
144,0.0,0.0,0.0,5
145,0.0,0.0,0.0,5
146,0.0,0.0,0.0,5
147,0.0,0.0,0.0,5
148,0.0,0.0,0.0,5
149,0.0,0.0,0.0,5
150,0.0,0.0,0.0,5
151,0.0,0.0,0.0,5
152,0.0,0.0,0.0,5
153,0.0,0.0,0.0,5
154,0.0,0.0,0.0,5
155,0.0,0.0,0.0,5
156,0.0,0.0,0.0,5
157,0.0,0.0,0.0,5
158,0.0,0.0,0.0,5
159,0.0,0.0,0.0,5
160,0.0,0.0,0.0,5
161,0.0,0.0,0.0,5
162,0.0,0.0,0.0,5
163,0.0,0.0,0.0,5
164,0.0,0.0,0.0,5
165,0.0,0.0,0.0,5
166,0.0,0.0,0.0,5
167,0.0,0.0,0.0,5
168,0.0,0.0,0.0,5
169,0.0,0.0,0.0,5
170,0.0,0.0,0.0,5
171,0.0,0.0,0.0,5
172,0.0,0.0,0.0,5
173,0.0,0.0,0.0,5
174,0.0,0.0,0.0,5
175,0.0,0.0,0.0,5
176,0.0,0.0,0.0,5
177,0.0,0.0,0.0,5
178,0.0,0.0,0.0,5
179,0.0,0.0,0.0,5
180,0.0,0.0,0.0,5
181,0.0,0.0,0.0,5
182,0.0,0.0,0.0,5
183,0.0,0.0,0.0,5
184,0.0,0.0,0.0,5
185,0.0,0.0,0.0,5
186,0.0,0.0,0.0,5
187,0.05675675675675675,0.1135135135135135,0.012885317750182613,5
188,0.0,0.0,0.0,5
189,0.0,0.0,0.0,5
190,0.0,0.0,0.0,5
191,0.0,0.0,0.0,5
192,0.0,0.0,0.0,5
193,0.0,0.0,0.0,5
194,0.0,0.0,0.0,5
195,0.0,0.0,0.0,5
196,0.0,0.0,0.0,5
197,0.0,0.0,0.0,5
198,0.0,0.0,0.0,5
199,0.0,0.0,0.0,5
200,0.0,0.0,0.0,5
201,0.0,0.0,0.0,5
202,0.0,0.0,0.0,5
203,0.0,0.0,0.0,5
204,0.0,0.0,0.0,5
205,0.0,0.0,0.0,5
206,0.0,0.0,0.0,5
207,0.0,0.0,0.0,5
208,0.0,0.0,0.0,5
209,0.0,0.0,0.0,5
210,0.0,0.0,0.0,5
211,0.0,0.0,0.0,5
212,0.0,0.0,0.0,5
213,0.0,0.0,0.0,5
214,0.0,0.0,0.0,5
215,0.0,0.0,0.0,5
216,0.0,0.0,0.0,5
217,0.0,0.0,0.0,5
218,0.0,0.0,0.0,5
219,0.0,0.0,0.0,5
220,0.0,0.0,0.0,5
221,0.0,0.0,0.0,5
222,0.0,0.0,0.0,5
223,0.0,0.0,0.0,5
224,0.0,0.0,0.0,5
225,0.0,0.0,0.0,5
226,0.0,0.0,0.0,5
227,0.0,0.0,0.0,5
228,0.0,0.0,0.0,5
229,0.002702702702702703,0.005405405405405406,2.9218407596785978e-05,5
230,0.0,0.0,0.0,5
231,0.0,0.0,0.0,5
232,0.0,0.0,0.0,5
233,0.0,0.0,0.0,5
234,0.0,0.0,0.0,5
235,0.0,0.0,0.0,5
236,0.0,0.0,0.0,5
237,0.0,0.0,0.0,5
238,0.013513513513513514,0.02702702702702703,0.0007304601899196495,5
239,0.010810810810810811,0.021621621621621623,0.00046749452154857564,5
240,0.0,0.0,0.0,5
241,0.0,0.0,0.0,5
242,0.0,0.0,0.0,5
243,0.04864864864864865,0.0972972972972973,0.009466764061358657,5
244,0.0,0.0,0.0,5
245,0.06756756756756757,0.13513513513513514,0.018261504747991236,5
246,0.005405405405405406,0.010810810810810811,0.00011687363038714391,5
247,0.0,0.0,0.0,5
248,0.0,0.0,0.0,5
249,0.0,0.0,0.0,5
250,0.0,0.0,0.0,5
251,0.1324324324324324,0.20412116311891032,0.041665449233016794,5
