step,train/loss,train/num_tasks,train/grad_solver_cagrad,train/cagrad_c,epoch,step_in_epoch,probe/is_eval,val/acc,val/loss,train/acc,train/loss_eval,gap/train_minus_val
1,0.6811116536458334,3.0,0.0,0.0,1,1,0.0,,,,,
1,,,,,1,,1.0,0.5083049732365813,0.715833528029469,0.5149228405776975,0.7120610591796744,0.006617867341116246
2,0.7303466796875,3.0,0.0,0.0,1,2,0.0,,,,,
3,0.7132161458333334,3.0,0.0,0.0,1,3,0.0,,,,,
4,0.6861979166666666,3.0,0.0,0.0,1,4,0.0,,,,,
5,0.6848958333333334,3.0,0.0,0.0,1,5,0.0,,,,,
6,0.6910400390625,3.0,0.0,0.0,1,6,0.0,,,,,
7,0.6883544921875,3.0,0.0,0.0,1,7,0.0,,,,,
8,0.6729736328125,3.0,0.0,0.0,1,8,0.0,,,,,
9,0.65216064453125,3.0,0.0,0.0,1,9,0.0,,,,,
10,0.5837605794270834,3.0,0.0,0.0,1,10,0.0,,,,,
10,,,,,1,,1.0,0.6485434320489859,0.6437550306975398,0.6422426843223433,0.643149033592273,-0.006300747726642575
11,0.6491648356119791,3.0,0.0,0.0,2,1,0.0,,,,,
12,0.6149190266927084,3.0,0.0,0.0,2,2,0.0,,,,,
13,0.6772003173828125,3.0,0.0,0.0,2,3,0.0,,,,,
14,0.6972554524739584,3.0,0.0,0.0,2,4,0.0,,,,,
15,0.6541544596354166,3.0,0.0,0.0,2,5,0.0,,,,,
16,0.6261240641276041,3.0,0.0,0.0,2,6,0.0,,,,,
17,0.7265396118164062,3.0,0.0,0.0,2,7,0.0,,,,,
18,0.6944758097330729,3.0,0.0,0.0,2,8,0.0,,,,,
19,0.6579717000325521,3.0,0.0,0.0,2,9,0.0,,,,,
20,0.5900217692057291,3.0,0.0,0.0,2,10,0.0,,,,,
20,,,,,2,,1.0,0.6592001539361353,0.6020311166615734,0.6467081210211505,0.6055057777697379,-0.012492032914984796
21,0.6103973388671875,3.0,0.0,0.0,3,1,0.0,,,,,
22,0.5305735270182291,3.0,0.0,0.0,3,2,0.0,,,,,
23,0.5464452107747396,3.0,0.0,0.0,3,3,0.0,,,,,
24,0.599676767985026,3.0,0.0,0.0,3,4,0.0,,,,,
25,0.5800806681315104,3.0,0.0,0.0,3,5,0.0,,,,,
26,0.5377922058105469,3.0,0.0,0.0,3,6,0.0,,,,,
27,0.5722160339355469,3.0,0.0,0.0,3,7,0.0,,,,,
28,0.6858202616373698,3.0,0.0,0.0,3,8,0.0,,,,,
29,0.6640841166178385,3.0,0.0,0.0,3,9,0.0,,,,,
30,0.5204849243164062,3.0,0.0,0.0,3,10,0.0,,,,,
30,,,,,3,,1.0,0.668040356153885,0.624481079696028,0.6728997237737343,0.6164204506834948,0.004859367619849286
