step,train/loss,train/num_tasks,train/gate0_triggered_blocks,train/gate0_considered_blocks,train/gate0_trigger_rate,train/pull_to_r_blocks,train/pull_to_R_blocks,train/pull_to_r_rate,train/pull_to_R_rate,train/alpha_pull_mean,train/alpha_pull_to_r_mean,train/alpha_pull_to_R_mean,train/single_vote_skipped_blocks,train/tau_N,train/tau_D,epoch,step_in_epoch,probe/is_eval,val/acc,val/loss,val/acc_r_only,val/loss_r_only,train/acc,train/loss_eval,gap/train_minus_val,train/acc_r_only,train/loss_r_only_eval,gap_r_only/train_minus_val_r_only
1,0.6797688802083334,3.0,35.0,74.0,0.47297297297297297,0.0,35.0,0.0,1.0,0.17674181120917704,0.0,0.17674181120917704,0.0,0.6,0.0038053,1,1,0.0,,,,,,,,,,
2,0.6812337239583334,3.0,46.0,74.0,0.6216216216216216,0.0,46.0,0.0,1.0,0.1756034687445542,0.0,0.1756034687445542,0.0,0.6,0.0038053,1,2,0.0,,,,,,,,,,
3,0.6836751302083334,3.0,49.0,74.0,0.6621621621621622,0.0,49.0,0.0,1.0,0.17510668510405705,0.0,0.17510668510405705,0.0,0.6,0.0038053,1,3,0.0,,,,,,,,,,
4,0.6717936197916666,3.0,43.0,74.0,0.581081081081081,2.0,41.0,0.046511627906976744,0.9534883720930233,0.17377020461669537,0.15850692155014218,0.1745147550101858,0.0,0.6,0.0038053,1,4,0.0,,,,,,,,,,
5,0.6776529947916667,3.0,46.0,74.0,0.6216216216216216,0.0,46.0,0.0,1.0,0.1753926794683803,0.0,0.1753926794683803,0.0,0.6,0.0038053,1,5,0.0,,,,,,,,,,
5,,,,,,,,,,,,,,,,1,,1.0,0.6160076283075439,0.6709644278847655,0.6160076283075439,0.6711373820541993,0.6261016246139693,0.668434686072811,0.01009399630642549,0.6262404660357056,0.6686471196073832,0.010232837728161748
6,0.673583984375,3.0,46.0,74.0,0.6216216216216216,0.0,46.0,0.0,1.0,0.1745792776003341,0.0,0.1745792776003341,0.0,0.6,0.0038053,2,1,0.0,,,,,,,,,,
7,0.6516520182291666,3.0,40.0,74.0,0.5405405405405406,0.0,40.0,0.0,1.0,0.17553883158943223,0.0,0.17553883158943223,0.0,0.6,0.0038053,2,2,0.0,,,,,,,,,,
8,0.6827596028645833,3.0,44.0,74.0,0.5945945945945946,0.0,44.0,0.0,1.0,0.17551008150951586,0.0,0.17551008150951586,0.0,0.6,0.0038053,2,3,0.0,,,,,,,,,,
9,0.6780395507812499,3.0,24.0,74.0,0.32432432432432434,0.0,24.0,0.0,1.0,0.17596678167555438,0.0,0.17596678167555438,0.0,0.6,0.0038053,2,4,0.0,,,,,,,,,,
10,0.6535034179687499,3.0,23.0,74.0,0.3108108108108108,0.0,23.0,0.0,1.0,0.17619837859774473,0.0,0.17619837859774473,0.0,0.6,0.0038053,2,5,0.0,,,,,,,,,,
10,,,,,,,,,,,,,,,,2,,1.0,0.6160076283075439,0.6631527021739557,0.6160076283075439,0.663229457318119,0.6256030728421326,0.6586637179181468,0.009595444534588715,0.6253777505348321,0.6589183506358816,0.00937012222728828
11,0.65283203125,3.0,36.0,74.0,0.4864864864864865,0.0,36.0,0.0,1.0,0.1748778159038314,0.0,0.1748778159038314,0.0,0.6,0.0038053,3,1,0.0,,,,,,,,,,
12,0.6550292968749999,3.0,27.0,74.0,0.36486486486486486,0.0,27.0,0.0,1.0,0.17532449349692592,0.0,0.17532449349692592,0.0,0.6,0.0038053,3,2,0.0,,,,,,,,,,
13,0.6539713541666666,3.0,35.0,74.0,0.47297297297297297,0.0,35.0,0.0,1.0,0.17443591239366846,0.0,0.17443591239366846,0.0,0.6,0.0038053,3,3,0.0,,,,,,,,,,
14,0.62255859375,3.0,22.0,74.0,0.2972972972972973,0.0,22.0,0.0,1.0,0.17563988381341405,0.0,0.17563988381341405,0.0,0.6,0.0038053,3,4,0.0,,,,,,,,,,
15,0.6453247070312501,3.0,26.0,74.0,0.35135135135135137,0.0,26.0,0.0,1.0,0.1757099369773528,0.0,0.1757099369773528,0.0,0.6,0.0038053,3,5,0.0,,,,,,,,,,
15,,,,,,,,,,,,,,,,3,,1.0,0.6160076283075439,0.658252075287506,0.6160076283075439,0.6581181272945389,0.6257347941909591,0.6529533231270488,0.009727165883415267,0.6258177150400687,0.6528833340679231,0.009810086732524814
16,0.6761678059895834,3.0,12.0,74.0,0.16216216216216217,0.0,12.0,0.0,1.0,0.1750036256191786,0.0,0.1750036256191786,0.0,0.6,0.0038053,4,1,0.0,,,,,,,,,,
17,0.6460774739583334,3.0,11.0,74.0,0.14864864864864866,0.0,11.0,0.0,1.0,0.1745463939073884,0.0,0.1745463939073884,0.0,0.6,0.0038053,4,2,0.0,,,,,,,,,,
18,0.6353556315104166,3.0,11.0,74.0,0.14864864864864866,0.0,11.0,0.0,1.0,0.17540560277521966,0.0,0.17540560277521966,0.0,0.6,0.0038053,4,3,0.0,,,,,,,,,,
19,0.6848551432291667,3.0,5.0,74.0,0.06756756756756757,0.0,5.0,0.0,1.0,0.17179181573196797,0.0,0.17179181573196797,0.0,0.6,0.0038053,4,4,0.0,,,,,,,,,,
20,0.6961873372395833,3.0,2.0,74.0,0.02702702702702703,0.0,2.0,0.0,1.0,0.1720818326007631,0.0,0.1720818326007631,0.0,0.6,0.0038053,4,5,0.0,,,,,,,,,,
20,,,,,,,,,,,,,,,,4,,1.0,0.6160076283075439,0.6540838477525709,0.6160076283075439,0.6539074973379568,0.6255946194222363,0.6488149080541242,0.009586991114692411,0.6256115262620289,0.6486737710945462,0.009603897954485019
21,0.662109375,3.0,8.0,74.0,0.10810810810810811,0.0,8.0,0.0,1.0,0.17360433886093543,0.0,0.17360433886093543,0.0,0.6,0.0038053,5,1,0.0,,,,,,,,,,
22,0.6451619466145834,3.0,7.0,74.0,0.0945945945945946,0.0,7.0,0.0,1.0,0.17680006876858828,0.0,0.17680006876858828,0.0,0.6,0.0038053,5,2,0.0,,,,,,,,,,
23,0.6498819986979166,3.0,6.0,74.0,0.08108108108108109,0.0,6.0,0.0,1.0,0.17624699826366577,0.0,0.17624699826366577,0.0,0.6,0.0038053,5,3,0.0,,,,,,,,,,
24,0.6379801432291666,3.0,2.0,74.0,0.02702702702702703,0.0,2.0,0.0,1.0,0.17430156161659516,0.0,0.17430156161659516,0.0,0.6,0.0038053,5,4,0.0,,,,,,,,,,
25,0.6523844401041665,3.0,4.0,74.0,0.05405405405405406,0.0,4.0,0.0,1.0,0.17464148207161395,0.0,0.17464148207161395,0.0,0.6,0.0038053,5,5,0.0,,,,,,,,,,
25,,,,,,,,,,,,,,,,5,,1.0,0.6160076283075439,0.6498732691183512,0.6160076283075439,0.6498755317406159,0.625520151993023,0.6451883585943315,0.009512523685479168,0.6265145888427232,0.6448165188526386,0.0105069605351793
26,0.64093017578125,3.0,8.0,74.0,0.10810810810810811,0.0,8.0,0.0,1.0,0.17498454299964009,0.0,0.17498454299964009,0.0,0.6,0.0038053,6,1,0.0,,,,,,,,,,
27,0.6811930338541665,3.0,3.0,74.0,0.04054054054054054,0.0,3.0,0.0,1.0,0.1723274248970842,0.0,0.1723274248970842,0.0,0.6,0.0038053,6,2,0.0,,,,,,,,,,
28,0.6700032552083334,3.0,6.0,74.0,0.08108108108108109,0.0,6.0,0.0,1.0,0.17493134586469275,0.0,0.17493134586469275,0.0,0.6,0.0038053,6,3,0.0,,,,,,,,,,
29,0.6439412434895833,3.0,5.0,74.0,0.06756756756756757,0.0,5.0,0.0,1.0,0.1747120358309672,0.0,0.1747120358309672,0.0,0.6,0.0038053,6,4,0.0,,,,,,,,,,
30,0.6489257812499999,3.0,2.0,74.0,0.02702702702702703,0.0,2.0,0.0,1.0,0.17528815420031585,0.0,0.17528815420031585,0.0,0.6,0.0038053,6,5,0.0,,,,,,,,,,
30,,,,,,,,,,,,,,,,6,,1.0,0.6160076283075439,0.648019644717607,0.6160076283075439,0.6481241551868288,0.6256434199219533,0.6435928016432388,0.009635791614409417,0.6254203243041209,0.6438555574709766,0.009412695996577014
