step,train/loss,train/num_tasks,train/grad_solver_cagrad,train/cagrad_c,epoch,step_in_epoch,probe/is_eval,val/acc,val/loss,train/acc,train/loss_eval,gap/train_minus_val
1,0.6796634594599406,3.0,1.0,0.4,1,1,0.0,,,,,
2,0.6810313065846761,3.0,1.0,0.4,1,2,0.0,,,,,
3,0.7161543766657511,3.0,1.0,0.4,1,3,0.0,,,,,
4,0.64837646484375,3.0,1.0,0.4,1,4,0.0,,,,,
5,0.6778354247411092,3.0,1.0,0.4,1,5,0.0,,,,,
6,0.6712844371795654,3.0,1.0,0.4,1,6,0.0,,,,,
7,0.6765473087628683,3.0,1.0,0.4,1,7,0.0,,,,,
7,,,,,1,,1.0,0.6160076283075439,0.6642588750126139,0.6261490917666998,0.6597354207169787,0.010141463459155897
8,0.6446755329767863,3.0,1.0,0.4,2,1,0.0,,,,,
9,0.6513585249582926,3.0,1.0,0.4,2,2,0.0,,,,,
10,0.5828927755355835,3.0,1.0,0.4,2,3,0.0,,,,,
11,0.6257573366165161,3.0,1.0,0.4,2,4,0.0,,,,,
12,0.700018068154653,3.0,1.0,0.4,2,5,0.0,,,,,
13,0.6452027161916097,3.0,1.0,0.4,2,6,0.0,,,,,
14,0.6726463238398234,3.0,1.0,0.4,2,7,0.0,,,,,
14,,,,,2,,1.0,0.6160076283075439,0.6601572196368138,0.6257347941909591,0.655665548639979,0.009727165883415267
15,0.6286015113194784,3.0,1.0,0.4,3,1,0.0,,,,,
16,0.6564410328865051,3.0,1.0,0.4,3,2,0.0,,,,,
17,0.6766587694485983,3.0,1.0,0.4,3,3,0.0,,,,,
18,0.6679785450299581,3.0,1.0,0.4,3,4,0.0,,,,,
19,0.682907501856486,3.0,1.0,0.4,3,5,0.0,,,,,
20,0.6739978194236755,3.0,1.0,0.4,3,6,0.0,,,,,
20,,,,,3,,1.0,0.6160076283075439,0.6538341952494098,0.6251950019968204,0.6481070221627565,0.009187373689276579
