step,train/loss,train/gate0_triggered_blocks,train/tau_N,train/tau_D,val/acc,epoch,val/acc_r_only,train/acc,gap/train_minus_val,train/acc_r_only,gap_r_only/train_minus_val_r_only
1,0.815527617931366,0.0,0.6,0.0038053,,,,,,,
2,0.5782136917114258,4.0,0.6,0.0038053,,,,,,,
3,0.8629652261734009,0.0,0.6,0.0038053,,,,,,,
4,0.7370319366455078,0.0,0.6,0.0038053,,,,,,,
5,0.6971121430397034,0.0,0.6,0.0038053,,,,,,,
6,0.631912112236023,0.0,0.6,0.0038053,,,,,,,
7,0.6701736450195312,0.0,0.6,0.0038053,,,,,,,
8,0.7220953702926636,0.0,0.6,0.0038053,,,,,,,
9,0.7276345491409302,0.0,0.6,0.0038053,,,,,,,
10,0.6758161783218384,5.0,0.6,0.0038053,,,,,,,
11,0.7289460897445679,5.0,0.6,0.0038053,,,,,,,
12,0.7340453863143921,1.0,0.6,0.0038053,,,,,,,
13,0.6998727321624756,16.0,0.6,0.0038053,,,,,,,
14,0.7414183020591736,26.0,0.6,0.0038053,,,,,,,
15,0.6881994009017944,29.0,0.6,0.0038053,,,,,,,
16,0.6734859347343445,43.0,0.6,0.0038053,,,,,,,
17,0.6870535612106323,39.0,0.6,0.0038053,,,,,,,
18,0.686611533164978,45.0,0.6,0.0038053,,,,,,,
19,0.7142081260681152,31.0,0.6,0.0038053,,,,,,,
20,0.532541811466217,34.0,0.6,0.0038053,,,,,,,
21,0.750699520111084,32.0,0.6,0.0038053,,,,,,,
22,0.7198199033737183,7.0,0.6,0.0038053,,,,,,,
23,0.7028008699417114,35.0,0.6,0.0038053,,,,,,,
24,0.7811460494995117,38.0,0.6,0.0038053,,,,,,,
25,0.7347812652587891,35.0,0.6,0.0038053,,,,,,,
26,0.653155505657196,44.0,0.6,0.0038053,,,,,,,
27,0.8163440823554993,49.0,0.6,0.0038053,,,,,,,
28,0.6308932900428772,54.0,0.6,0.0038053,,,,,,,
29,0.6684393882751465,52.0,0.6,0.0038053,,,,,,,
30,0.712481677532196,57.0,0.6,0.0038053,,,,,,,
31,0.6620699167251587,67.0,0.6,0.0038053,,,,,,,
32,0.8169878721237183,63.0,0.6,0.0038053,,,,,,,
33,0.6854473948478699,68.0,0.6,0.0038053,,,,,,,
34,0.7677398920059204,66.0,0.6,0.0038053,,,,,,,
35,0.7216752171516418,67.0,0.6,0.0038053,,,,,,,
36,0.7258621454238892,46.0,0.6,0.0038053,,,,,,,
37,0.7245398759841919,56.0,0.6,0.0038053,,,,,,,
38,0.723574161529541,31.0,0.6,0.0038053,,,,,,,
39,0.6759191751480103,25.0,0.6,0.0038053,,,,,,,
40,0.6267745494842529,43.0,0.6,0.0038053,,,,,,,
41,0.6583883762359619,59.0,0.6,0.0038053,,,,,,,
42,0.7283916473388672,58.0,0.6,0.0038053,,,,,,,
43,0.6759251356124878,67.0,0.6,0.0038053,,,,,,,
44,0.6803557872772217,56.0,0.6,0.0038053,,,,,,,
45,0.6142899394035339,59.0,0.6,0.0038053,,,,,,,
46,0.6750795245170593,67.0,0.6,0.0038053,,,,,,,
47,0.7916216850280762,59.0,0.6,0.0038053,,,,,,,
48,0.7357107400894165,64.0,0.6,0.0038053,,,,,,,
49,0.6981500387191772,20.0,0.6,0.0038053,,,,,,,
50,0.7281472682952881,42.0,0.6,0.0038053,,,,,,,
51,0.7143000364303589,51.0,0.6,0.0038053,,,,,,,
52,0.6853944063186646,66.0,0.6,0.0038053,,,,,,,
53,0.6773163080215454,68.0,0.6,0.0038053,,,,,,,
54,0.6848726272583008,64.0,0.6,0.0038053,,,,,,,
55,0.6749956011772156,64.0,0.6,0.0038053,,,,,,,
56,0.6929776668548584,51.0,0.6,0.0038053,,,,,,,
57,0.6729059219360352,64.0,0.6,0.0038053,,,,,,,
58,0.6879591345787048,65.0,0.6,0.0038053,,,,,,,
59,0.8272713422775269,65.0,0.6,0.0038053,,,,,,,
60,0.7339562177658081,53.0,0.6,0.0038053,,,,,,,
61,0.6924333572387695,66.0,0.6,0.0038053,,,,,,,
62,0.6796486377716064,28.0,0.6,0.0038053,,,,,,,
63,0.6266329288482666,56.0,0.6,0.0038053,,,,,,,
64,0.7025434374809265,45.0,0.6,0.0038053,,,,,,,
65,0.6531540751457214,25.0,0.6,0.0038053,,,,,,,
66,0.666128396987915,66.0,0.6,0.0038053,,,,,,,
67,0.7249522805213928,61.0,0.6,0.0038053,,,,,,,
68,0.7240137457847595,59.0,0.6,0.0038053,,,,,,,
69,0.8162822127342224,69.0,0.6,0.0038053,,,,,,,
70,0.822951078414917,61.0,0.6,0.0038053,,,,,,,
71,0.7173188328742981,68.0,0.6,0.0038053,,,,,,,
72,0.6197664737701416,63.0,0.6,0.0038053,,,,,,,
73,0.5652056336402893,66.0,0.6,0.0038053,,,,,,,
74,0.693564772605896,62.0,0.6,0.0038053,,,,,,,
75,0.6731051206588745,67.0,0.6,0.0038053,,,,,,,
76,0.7065370082855225,66.0,0.6,0.0038053,,,,,,,
77,0.6897520422935486,62.0,0.6,0.0038053,,,,,,,
78,0.6685981750488281,65.0,0.6,0.0038053,,,,,,,
78,,,,,0.5270758122743683,1,0.4729241877256318,0.5016064257028112,-0.025469386571557062,0.4983935742971888,0.025469386571557007
79,0.7046421766281128,56.0,0.6,0.0038053,,,,,,,
80,0.6592612266540527,66.0,0.6,0.0038053,,,,,,,
81,0.7108007669448853,58.0,0.6,0.0038053,,,,,,,
82,0.691318154335022,63.0,0.6,0.0038053,,,,,,,
83,0.6607493162155151,63.0,0.6,0.0038053,,,,,,,
84,0.6607056856155396,65.0,0.6,0.0038053,,,,,,,
85,0.6932209134101868,66.0,0.6,0.0038053,,,,,,,
86,0.7252986431121826,48.0,0.6,0.0038053,,,,,,,
87,0.7122855186462402,55.0,0.6,0.0038053,,,,,,,
88,0.6270155310630798,44.0,0.6,0.0038053,,,,,,,
89,0.6829291582107544,25.0,0.6,0.0038053,,,,,,,
90,0.6382313966751099,12.0,0.6,0.0038053,,,,,,,
91,0.6982402801513672,15.0,0.6,0.0038053,,,,,,,
92,0.703582763671875,8.0,0.6,0.0038053,,,,,,,
93,0.8212999105453491,7.0,0.6,0.0038053,,,,,,,
94,0.7032662630081177,4.0,0.6,0.0038053,,,,,,,
95,0.7040737867355347,4.0,0.6,0.0038053,,,,,,,
96,0.7696956396102905,17.0,0.6,0.0038053,,,,,,,
97,0.6196678876876831,3.0,0.6,0.0038053,,,,,,,
98,0.6710166931152344,14.0,0.6,0.0038053,,,,,,,
99,0.6796820163726807,9.0,0.6,0.0038053,,,,,,,
100,0.6770830750465393,0.0,0.6,0.0038053,,,,,,,
101,0.7194215655326843,62.0,0.6,0.0038053,,,,,,,
102,0.7330986261367798,45.0,0.6,0.0038053,,,,,,,
103,0.81032395362854,58.0,0.6,0.0038053,,,,,,,
104,0.7397355437278748,62.0,0.6,0.0038053,,,,,,,
105,0.7703505158424377,64.0,0.6,0.0038053,,,,,,,
106,0.6835208535194397,68.0,0.6,0.0038053,,,,,,,
107,0.6815950870513916,65.0,0.6,0.0038053,,,,,,,
108,0.7512633800506592,66.0,0.6,0.0038053,,,,,,,
109,0.7664505243301392,63.0,0.6,0.0038053,,,,,,,
110,0.8922081589698792,65.0,0.6,0.0038053,,,,,,,
111,0.741550087928772,69.0,0.6,0.0038053,,,,,,,
112,0.7572927474975586,69.0,0.6,0.0038053,,,,,,,
113,0.7243103981018066,69.0,0.6,0.0038053,,,,,,,
114,0.7389063835144043,69.0,0.6,0.0038053,,,,,,,
115,0.7212813496589661,65.0,0.6,0.0038053,,,,,,,
116,0.6903641223907471,69.0,0.6,0.0038053,,,,,,,
117,0.6984465718269348,69.0,0.6,0.0038053,,,,,,,
118,0.7085871696472168,67.0,0.6,0.0038053,,,,,,,
119,0.653722882270813,68.0,0.6,0.0038053,,,,,,,
120,0.8187750577926636,69.0,0.6,0.0038053,,,,,,,
121,0.6392475366592407,69.0,0.6,0.0038053,,,,,,,
122,0.6614229679107666,69.0,0.6,0.0038053,,,,,,,
123,0.6428498029708862,70.0,0.6,0.0038053,,,,,,,
124,0.8189462423324585,67.0,0.6,0.0038053,,,,,,,
125,0.6772700548171997,69.0,0.6,0.0038053,,,,,,,
126,0.6262437701225281,69.0,0.6,0.0038053,,,,,,,
127,0.7863161563873291,69.0,0.6,0.0038053,,,,,,,
128,0.7165266871452332,69.0,0.6,0.0038053,,,,,,,
129,0.6484887003898621,69.0,0.6,0.0038053,,,,,,,
130,0.8209972381591797,69.0,0.6,0.0038053,,,,,,,
