step,train/loss,train/num_tasks,train/gate0_triggered_blocks,train/gate0_considered_blocks,train/gate0_trigger_rate,train/pull_to_r_blocks,train/pull_to_R_blocks,train/pull_to_r_rate,train/pull_to_R_rate,train/alpha_pull_mean,train/alpha_pull_to_r_mean,train/alpha_pull_to_R_mean,train/single_vote_skipped_blocks,train/tau_N,train/tau_D,epoch,step_in_epoch,probe/is_eval,val/acc,val/loss,val/acc_r_only,val/loss_r_only,train/acc,train/loss_eval,gap/train_minus_val,train/acc_r_only,train/loss_r_only_eval,gap_r_only/train_minus_val_r_only
1,0.6797688802083334,3.0,35.0,74.0,0.47297297297297297,0.0,35.0,0.0,1.0,0.17674181120917704,0.0,0.17674181120917704,0.0,0.6,0.0038053,1,1,0.0,,,,,,,,,,
2,0.6812337239583334,3.0,46.0,74.0,0.6216216216216216,0.0,46.0,0.0,1.0,0.1756034687445542,0.0,0.1756034687445542,0.0,0.6,0.0038053,1,2,0.0,,,,,,,,,,
3,0.6835530598958334,3.0,49.0,74.0,0.6621621621621622,0.0,49.0,0.0,1.0,0.17513168541562676,0.0,0.17513168541562676,0.0,0.6,0.0038053,1,3,0.0,,,,,,,,,,
4,0.6688232421875,3.0,42.0,74.0,0.5675675675675675,1.0,41.0,0.023809523809523808,0.9761904761904762,0.17386446646997814,0.15866896978614245,0.1742350883403156,0.0,0.6,0.0038053,1,4,0.0,,,,,,,,,,
5,0.6743977864583333,3.0,46.0,74.0,0.6216216216216216,0.0,46.0,0.0,1.0,0.17517860160992643,0.0,0.17517860160992643,0.0,0.6,0.0038053,1,5,0.0,,,,,,,,,,
5,,,,,,,,,,,,,,,,1,,1.0,0.6160076283075439,0.6663510173412531,0.6160076283075439,0.6665037490796067,0.6261016246139693,0.6628070495837121,0.01009399630642549,0.6262404660357056,0.6630226057039961,0.010232837728161748
6,0.6699625651041665,3.0,47.0,74.0,0.6351351351351351,0.0,47.0,0.0,1.0,0.17472221129968893,0.0,0.17472221129968893,0.0,0.6,0.0038053,2,1,0.0,,,,,,,,,,
7,0.6401367187499999,3.0,38.0,74.0,0.5135135135135135,0.0,38.0,0.0,1.0,0.17540182356574016,0.0,0.17540182356574016,0.0,0.6,0.0038053,2,2,0.0,,,,,,,,,,
8,0.68939208984375,3.0,16.0,74.0,0.21621621621621623,0.0,16.0,0.0,1.0,0.17463917878976484,0.0,0.17463917878976484,0.0,0.6,0.0038053,2,3,0.0,,,,,,,,,,
9,0.6848347981770834,3.0,13.0,74.0,0.17567567567567569,0.0,13.0,0.0,1.0,0.1759905988022613,0.0,0.1759905988022613,0.0,0.6,0.0038053,2,4,0.0,,,,,,,,,,
10,0.64605712890625,3.0,18.0,74.0,0.24324324324324326,0.0,18.0,0.0,1.0,0.1754444054231141,0.0,0.1754444054231141,0.0,0.6,0.0038053,2,5,0.0,,,,,,,,,,
10,,,,,,,,,,,,,,,,2,,1.0,0.6160076283075439,0.6596575735826252,0.6160076283075439,0.6595515319409379,0.6256030728421326,0.6543179701200871,0.009595444534588715,0.6253777505348321,0.6544342264782209,0.00937012222728828
11,0.6472778320312499,3.0,28.0,74.0,0.3783783783783784,0.0,28.0,0.0,1.0,0.17556921824634825,0.0,0.17556921824634825,0.0,0.6,0.0038053,3,1,0.0,,,,,,,,,,
12,0.649658203125,3.0,16.0,74.0,0.21621621621621623,0.0,16.0,0.0,1.0,0.1751169394312005,0.0,0.1751169394312005,0.0,0.6,0.0038053,3,2,0.0,,,,,,,,,,
13,0.6471964518229167,3.0,18.0,74.0,0.24324324324324326,0.0,18.0,0.0,1.0,0.17446511967069803,0.0,0.17446511967069803,0.0,0.6,0.0038053,3,3,0.0,,,,,,,,,,
14,0.61431884765625,3.0,10.0,74.0,0.13513513513513514,0.0,10.0,0.0,1.0,0.17611535341598672,0.0,0.17611535341598672,0.0,0.6,0.0038053,3,4,0.0,,,,,,,,,,
15,0.6417643229166666,3.0,13.0,74.0,0.17567567567567569,0.0,13.0,0.0,1.0,0.1758500220768993,0.0,0.1758500220768993,0.0,0.6,0.0038053,3,5,0.0,,,,,,,,,,
15,,,,,,,,,,,,,,,,3,,1.0,0.6160076283075439,0.650154724427685,0.6160076283075439,0.6501095927663184,0.6257347941909591,0.6451799654948517,0.009727165883415267,0.6258177150400687,0.6451665508186696,0.009810086732524814
16,0.6688435872395834,3.0,8.0,74.0,0.10810810810810811,0.0,8.0,0.0,1.0,0.17541323946987836,0.0,0.17541323946987836,0.0,0.6,0.0038053,4,1,0.0,,,,,,,,,,
17,0.6402384440104166,3.0,3.0,74.0,0.04054054054054054,0.0,3.0,0.0,1.0,0.1770449508627329,0.0,0.1770449508627329,0.0,0.6,0.0038053,4,2,0.0,,,,,,,,,,
18,0.6266072591145833,3.0,2.0,74.0,0.02702702702702703,0.0,2.0,0.0,1.0,0.17351166017369613,0.0,0.17351166017369613,0.0,0.6,0.0038053,4,3,0.0,,,,,,,,,,
19,0.6732991536458333,3.0,2.0,74.0,0.02702702702702703,0.0,2.0,0.0,1.0,0.1732424207335594,0.0,0.1732424207335594,0.0,0.6,0.0038053,4,4,0.0,,,,,,,,,,
20,0.6930643717447916,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,4,5,0.0,,,,,,,,,,
20,,,,,,,,,,,,,,,,4,,1.0,0.6160076283075439,0.6409605192770707,0.6160076283075439,0.6410223773973218,0.6255946194222363,0.6366853971776932,0.009586991114692411,0.6256115262620289,0.6366785883429281,0.009603897954485019
21,0.6501363118489584,3.0,3.0,74.0,0.04054054054054054,0.0,3.0,0.0,1.0,0.1762541834563112,0.0,0.1762541834563112,0.0,0.6,0.0038053,5,1,0.0,,,,,,,,,,
22,0.6293538411458333,3.0,2.0,74.0,0.02702702702702703,0.0,2.0,0.0,1.0,0.17602337162488269,0.0,0.17602337162488269,0.0,0.6,0.0038053,5,2,0.0,,,,,,,,,,
23,0.6318257649739583,3.0,1.0,74.0,0.013513513513513514,0.0,1.0,0.0,1.0,0.17426767181849384,0.0,0.17426767181849384,0.0,0.6,0.0038053,5,3,0.0,,,,,,,,,,
24,0.6176147460937499,3.0,1.0,74.0,0.013513513513513514,0.0,1.0,0.0,1.0,0.17364937052655793,0.0,0.17364937052655793,0.0,0.6,0.0038053,5,4,0.0,,,,,,,,,,
25,0.6383056640625,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,5,5,0.0,,,,,,,,,,
25,,,,,,,,,,,,,,,,5,,1.0,0.6160076283075439,0.6316055490219726,0.6160076283075439,0.6319775889494726,0.625520151993023,0.6281313469868555,0.009512523685479168,0.6265145888427232,0.6281167202172933,0.0105069605351793
26,0.6206156412760417,3.0,2.0,74.0,0.02702702702702703,0.0,2.0,0.0,1.0,0.1786293473541936,0.0,0.1786293473541936,0.0,0.6,0.0038053,6,1,0.0,,,,,,,,,,
27,0.6676228841145833,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,6,2,0.0,,,,,,,,,,
28,0.6514994303385416,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,6,3,0.0,,,,,,,,,,
29,0.6287434895833333,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,6,4,0.0,,,,,,,,,,
30,0.6243387858072916,3.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0038053,6,5,0.0,,,,,,,,,,
30,,,,,,,,,,,,,,,,6,,1.0,0.6160076283075439,0.6271952388046381,0.6160076283075439,0.6275657963579846,0.6256434199219533,0.6240017908219121,0.009635791614409417,0.6254203243041209,0.6244696803479666,0.009412695996577014
