step,train/loss,train/num_tasks,train/grad_solver_cagrad,train/cagrad_c,epoch,step_in_epoch,probe/is_eval,val/acc,val/loss,train/acc,train/loss_eval,gap/train_minus_val
1,0.6623942057291666,3.0,0.0,0.0,1,1,0.0,,,,,
2,0.6605224609375,3.0,0.0,0.0,1,2,0.0,,,,,
3,0.6676432291666666,3.0,0.0,0.0,1,3,0.0,,,,,
4,0.6617431640625,3.0,0.0,0.0,1,4,0.0,,,,,
5,0.6903076171875,3.0,0.0,0.0,1,5,0.0,,,,,
5,,,,,1,,1.0,0.6160076283075439,0.6684367758750421,0.6255861660023398,0.6621504851842536,0.009578537694795997
6,0.5835164388020834,3.0,0.0,0.0,2,1,0.0,,,,,
7,0.7037760416666666,3.0,0.0,0.0,2,2,0.0,,,,,
8,0.6896769205729166,3.0,0.0,0.0,2,3,0.0,,,,,
9,0.7125244140625,3.0,0.0,0.0,2,4,0.0,,,,,
10,0.6494547526041666,3.0,0.0,0.0,2,5,0.0,,,,,
10,,,,,2,,1.0,0.6160076283075439,0.6643555334305337,0.6253764171878453,0.6593901898115139,0.00936878888030146
11,0.65435791015625,3.0,0.0,0.0,3,1,0.0,,,,,
12,0.675537109375,3.0,0.0,0.0,3,2,0.0,,,,,
13,0.66241455078125,3.0,0.0,0.0,3,3,0.0,,,,,
14,0.6821492513020834,3.0,0.0,0.0,3,4,0.0,,,,,
15,0.6561686197916666,3.0,0.0,0.0,3,5,0.0,,,,,
15,,,,,3,,1.0,0.6258115498761713,0.6584123300937939,0.6332983916421971,0.653193849613681,0.007486841766025876
16,0.6771647135416666,3.0,0.0,0.0,4,1,0.0,,,,,
17,0.6358439127604166,3.0,0.0,0.0,4,2,0.0,,,,,
18,0.6642659505208334,3.0,0.0,0.0,4,3,0.0,,,,,
19,0.636962890625,3.0,0.0,0.0,4,4,0.0,,,,,
20,0.6197713216145834,3.0,0.0,0.0,4,5,0.0,,,,,
20,,,,,4,,1.0,0.6160076283075439,0.6471105827642395,0.6279369767413084,0.6435990296683252,0.011929348433764586
21,0.6436360677083334,3.0,0.0,0.0,5,1,0.0,,,,,
22,0.626708984375,3.0,0.0,0.0,5,2,0.0,,,,,
23,0.6528523763020834,3.0,0.0,0.0,5,3,0.0,,,,,
24,0.6208089192708334,3.0,0.0,0.0,5,4,0.0,,,,,
25,0.6503702799479166,3.0,0.0,0.0,5,5,0.0,,,,,
25,,,,,5,,1.0,0.6398213655954793,0.6352428619230513,0.6375128614650348,0.629365034376551,-0.0023085041304444776
26,0.64495849609375,3.0,0.0,0.0,6,1,0.0,,,,,
27,0.6764119466145834,3.0,0.0,0.0,6,2,0.0,,,,,
28,0.6434122721354166,3.0,0.0,0.0,6,3,0.0,,,,,
29,0.6307881673177084,3.0,0.0,0.0,6,4,0.0,,,,,
30,0.568450927734375,3.0,0.0,0.0,6,5,0.0,,,,,
30,,,,,6,,1.0,0.6230184350369744,0.6227814786578052,0.6444171188312967,0.6178264713098102,0.021398683794322304
31,0.5987421671549479,3.0,0.0,0.0,7,1,0.0,,,,,
32,0.7097574869791666,3.0,0.0,0.0,7,2,0.0,,,,,
33,0.6545969645182291,3.0,0.0,0.0,7,3,0.0,,,,,
34,0.6445210774739584,3.0,0.0,0.0,7,4,0.0,,,,,
35,0.6571451822916666,3.0,0.0,0.0,7,5,0.0,,,,,
35,,,,,7,,1.0,0.6217265825559098,0.6343149144440788,0.6357340432499362,0.6274935632932332,0.014007460694026364
36,0.6468912760416666,3.0,0.0,0.0,8,1,0.0,,,,,
37,0.6116129557291666,3.0,0.0,0.0,8,2,0.0,,,,,
38,0.63812255859375,3.0,0.0,0.0,8,3,0.0,,,,,
39,0.6181437174479166,3.0,0.0,0.0,8,4,0.0,,,,,
40,0.608154296875,3.0,0.0,0.0,8,5,0.0,,,,,
40,,,,,8,,1.0,0.6237911869777025,0.6259659919304047,0.6371307642190257,0.6193683142483598,0.013339577241323175
41,0.5869954427083334,3.0,0.0,0.0,9,1,0.0,,,,,
42,0.7036234537760416,3.0,0.0,0.0,9,2,0.0,,,,,
43,0.593109130859375,3.0,0.0,0.0,9,3,0.0,,,,,
44,0.6339009602864584,3.0,0.0,0.0,9,4,0.0,,,,,
45,0.6115214029947916,3.0,0.0,0.0,9,5,0.0,,,,,
45,,,,,9,,1.0,0.615367600936788,0.6198746213962981,0.6424813523423814,0.6112831261609796,0.027113751405593356
46,0.6371663411458334,3.0,0.0,0.0,10,1,0.0,,,,,
47,0.605499267578125,3.0,0.0,0.0,10,2,0.0,,,,,
48,0.5442301432291666,3.0,0.0,0.0,10,3,0.0,,,,,
49,0.5998433430989584,3.0,0.0,0.0,10,4,0.0,,,,,
50,0.6749674479166666,3.0,0.0,0.0,10,5,0.0,,,,,
50,,,,,10,,1.0,0.6382668069771945,0.6057830734655543,0.6523694935969476,0.5971231983839308,0.014102686619753113
