step,train/loss,train/num_tasks,train/grad_solver_cagrad,train/cagrad_c,epoch,step_in_epoch,probe/is_eval,val/acc,val/loss,train/acc,train/loss_eval,gap/train_minus_val
1,0.687461276849111,3.0,0.0,0.0,1,1,0.0,,,,,
2,0.6773059964179993,3.0,0.0,0.0,1,2,0.0,,,,,
3,0.6693917711575826,3.0,0.0,0.0,1,3,0.0,,,,,
4,0.6511682669321696,3.0,0.0,0.0,1,4,0.0,,,,,
5,0.7266585429509481,3.0,0.0,0.0,1,5,0.0,,,,,
6,0.623440702756246,3.0,0.0,0.0,1,6,0.0,,,,,
7,0.6489050388336182,3.0,0.0,0.0,1,7,0.0,,,,,
7,,,,,1,,1.0,0.6160076283075439,0.6560338382213358,0.6260089169979767,0.6506979117484408,0.010001288690432819
8,0.6788220604260763,3.0,0.0,0.0,2,1,0.0,,,,,
9,0.666769285996755,3.0,0.0,0.0,2,2,0.0,,,,,
10,0.5964976747830709,3.0,0.0,0.0,2,3,0.0,,,,,
11,0.6750274896621704,3.0,0.0,0.0,2,4,0.0,,,,,
12,0.6740009586016337,3.0,0.0,0.0,2,5,0.0,,,,,
13,0.6353431741396586,3.0,0.0,0.0,2,6,0.0,,,,,
14,0.6385575532913208,3.0,0.0,0.0,2,7,0.0,,,,,
14,,,,,2,,1.0,0.6160076283075439,0.6194213894836275,0.6259126493455293,0.6198024700826525,0.009905021037985406
15,0.5789585014184316,3.0,0.0,0.0,3,1,0.0,,,,,
16,0.6172990004221598,3.0,0.0,0.0,3,2,0.0,,,,,
17,0.673192024230957,3.0,0.0,0.0,3,3,0.0,,,,,
18,0.654324471950531,3.0,0.0,0.0,3,4,0.0,,,,,
19,0.5692391097545624,3.0,0.0,0.0,3,5,0.0,,,,,
20,0.5546814898649851,3.0,0.0,0.0,3,6,0.0,,,,,
20,,,,,3,,1.0,0.6160076283075439,0.608368563817221,0.6257787013072348,0.6088239059019395,0.009771072999690933
